game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
TSG X SVW 24-08-2019;2;2019-08-24;-10.0;-7.0;7.0;8.0;31.0;26.0;22.0;23.0;24.0;8.0;6.0;-3.0;6.0;5.0;4.0;1.0;1.0;-14.0;-16.0;-14.0;-9.0;-6.0;6.0;-5.0;8.0;12.0;11.0;-8.0;-3.0;-8.0;-12.0;-23.0;-9.0;8.0;-51.0;-27.0;-13.0;-41.0;-45.0;-53.0;10.0;5.0;-8.0;-5.0;-10.0;4.0;-1.0;-20.0;-5.0;18.0;17.0;69.0;7.0;2.0;-32.0;33.0;6.0;26.0;-47.0;-53.0;-33.0;-30.0;-22.0;-12.0;24.0;-29.0;-9.0;2.0;-4.0;4.0;-67.0;-55.0;-1.0;4.0;-4.0;6.0;17.0;21.0;2.0;-25.0;-36.0;-30.0;-3.0;6.0;10.0;13.0;81.0;59.0;35.0;-19.0;32.0;17.0;3;11:30:00;1;SVW;TSG
AUG X UNB 24-08-2019;1;2019-08-24;-7.0;6.0;10.0;-11.0;3.0;3.0;4.0;33.0;24.0;12.0;6.0;-5.0;7.0;4.0;4.0;7.0;23.0;26.0;67.0;36.0;25.0;20.0;6.0;12.0;34.0;26.0;16.0;22.0;12.0;4.0;-20.0;-28.0;-16.0;-5.0;-11.0;9.0;1.0;-85.0;-42.0;-30.0;-34.0;-12.0;15.0;5.0;12.0;3.0;7.0;27.0;12.0;10.0;9.0;49.0;26.0;20.0;15.0;13.0;4.0;72.0;43.0;40.0;27.0;25.0;10.0;6.0;49.0;6.0;8.0;10.0;5.0;-6.0;-6.0;-43.0;-3.0;-9.0;-10.0;-33.0;-44.0;-35.0;-8.0;-30.0;-13.0;-59.0;-29.0;-18.0;-5.0;19.0;37.0;28.0;23.0;4.0;14.0;-4.0;1;11:30:00;0;;AUG
DUS X BLK 24-08-2019;3;2019-08-24;-3.0;-28.0;-23.0;-22.0;-17.0;11.0;1.0;4.0;-5.0;-6.0;9.0;-5.0;5.0;-42.0;-59.0;-22.0;-19.0;23.0;-18.0;-9.0;22.0;5.0;-12.0;-3.0;2.0;-5.0;-4.0;-21.0;-12.0;-30.0;-24.0;-19.0;-49.0;-37.0;-35.0;-25.0;-40.0;-30.0;-22.0;-19.0;-5.0;-12.0;-91.0;-58.0;-50.0;-26.0;-36.0;-20.0;-18.0;-49.0;-33.0;-26.0;26.0;2.0;-10.0;-36.0;-16.0;-24.0;-23.0;-19.0;-16.0;-9.0;17.0;-31.0;-15.0;-11.0;-7.0;-32.0;-8.0;37.0;24.0;44.0;35.0;23.0;13.0;19.0;12.0;1.0;-29.0;-9.0;36.0;53.0;26.0;38.0;20.0;38.0;23.0;9.0;-4.0;-32.0;-38.0;0.0;1;11:30:00;-1;BLK;DUS
SCP X SCF 24-08-2019;3;2019-08-24;-9.0;-21.0;-49.0;-33.0;-68.0;-36.0;-14.0;-33.0;-24.0;39.0;46.0;-28.0;8.0;-56.0;-31.0;-22.0;-9.0;19.0;10.0;24.0;21.0;-19.0;30.0;-4.0;-2.0;4.0;54.0;83.0;58.0;56.0;68.0;66.0;46.0;5.0;23.0;-18.0;-11.0;-18.0;-6.0;-1.0;-7.0;-2.0;9.0;8.0;48.0;27.0;34.0;51.0;39.0;25.0;14.0;12.0;15.0;10.0;29.0;31.0;40.0;4.0;-27.0;-23.0;-19.0;-28.0;-13.0;-53.0;-33.0;-17.0;-13.0;25.0;9.0;35.0;64.0;68.0;65.0;38.0;30.0;13.0;4.0;-8.0;14.0;-10.0;-2.0;7.0;7.0;19.0;7.0;-7.0;-40.0;-23.0;-14.0;-31.0;-7.0;-44.0;1;11:30:00;-1;SCF;SCP
S04 X BAY 24-08-2019;3;2019-08-24;-7.0;-20.0;13.0;-5.0;-5.0;-6.0;-8.0;-10.0;-20.0;-90.0;-61.0;-11.0;-71.0;-69.0;-47.0;-29.0;-23.0;-30.0;-23.0;-11.0;-13.0;-15.0;-14.0;-10.0;-5.0;-48.0;-32.0;-39.0;-27.0;-18.0;-5.0;3.0;-2.0;-46.0;8.0;31.0;22.0;23.0;1.0;3.0;;2.0;5.0;2.0;-22.0;-34.0;-37.0;-24.0;-51.0;-39.0;-22.0;-12.0;35.0;27.0;-21.0;17.0;-26.0;18.0;7.0;16.0;18.0;45.0;55.0;25.0;7.0;5.0;-21.0;-34.0;-16.0;-11.0;-11.0;-9.0;8.0;9.0;-22.0;-12.0;7.0;-8.0;-26.0;13.0;11.0;26.0;17.0;8.0;3.0;-14.0;-10.0;-7.0;25.0;-37.0;26.0;-29.0;0;14:30:00;-1;BAY;S04
RBL X SGE 25-08-2019;1;2019-08-25;-8.0;66.0;62.0;71.0;44.0;27.0;13.0;5.0;17.0;9.0;38.0;-24.0;34.0;33.0;15.0;18.0;5.0;6.0;25.0;-23.0;-3.0;-3.0;-5.0;8.0;6.0;10.0;35.0;18.0;10.0;-19.0;-13.0;-10.0;-4.0;11.0;-36.0;-41.0;-21.0;-5.0;-8.0;-8.0;-3.0;-1.0;1.0;3.0;15.0;-5.0;6.0;4.0;-5.0;-24.0;48.0;-22.0;-4.0;-14.0;-9.0;-18.0;-38.0;-17.0;-12.0;-9.0;-10.0;6.0;1.0;-8.0;-49.0;-33.0;-23.0;-14.0;-17.0;-11.0;-3.0;-23.0;-25.0;-21.0;-21.0;-15.0;-14.0;-11.0;-20.0;32.0;14.0;32.0;18.0;9.0;1.0;-14.0;-18.0;-18.0;-13.0;-12.0;-60.0;-44.0;2;11:30:00;1;SGE;RBL
BCS X WOB 25-08-2019;3;2019-08-25;10.0;-24.0;-9.0;58.0;46.0;32.0;58.0;33.0;7.0;4.0;7.0;18.0;-15.0;23.0;73.0;65.0;43.0;31.0;29.0;31.0;22.0;40.0;14.0;30.0;14.0;17.0;2.0;-6.0;-15.0;-12.0;-3.0;-4.0;-8.0;6.0;-16.0;-14.0;-13.0;-12.0;11.0;10.0;-16.0;-17.0;-42.0;-29.0;-10.0;-28.0;-43.0;-41.0;-28.0;-14.0;-11.0;-1.0;3.0;4.0;-22.0;13.0;-38.0;6.0;-11.0;7.0;-4.0;-41.0;-21.0;-7.0;-7.0;-1.0;15.0;-19.0;8.0;8.0;-6.0;4.0;28.0;21.0;11.0;11.0;-25.0;15.0;-9.0;-2.0;5.0;5.0;-50.0;-18.0;-12.0;-11.0;13.0;7.0;7.0;-50.0;4.0;-5.0;0;14:00:00;-1;WOB;BCS
BMG X RBL 30-08-2019;3;2019-08-30;-2.0;40.0;27.0;44.0;21.0;-14.0;40.0;14.0;-8.0;3.0;23.0;-8.0;29.0;23.0;17.0;2.0;-25.0;-14.0;-10.0;-4.0;-3.0;-2.0;-17.0;-20.0;18.0;66.0;35.0;13.0;6.0;-19.0;-19.0;-83.0;-52.0;-18.0;-34.0;-16.0;-39.0;-21.0;31.0;14.0;;-1.0;1.0;-26.0;-37.0;-11.0;-22.0;-17.0;-7.0;-17.0;-38.0;-22.0;-36.0;24.0;11.0;17.0;-2.0;23.0;16.0;29.0;51.0;28.0;18.0;-73.0;-38.0;38.0;45.0;-15.0;20.0;4.0;-63.0;-68.0;-48.0;-42.0;-6.0;-3.0;-29.0;-17.0;-5.0;-10.0;15.0;3.0;2.0;-5.0;-3.0;48.0;42.0;74.0;36.0;11.0;21.0;-8.0;1;16:30:00;-1;RBL;BMG
BLK X TSG 31-08-2019;0;2019-08-31;10.0;21.0;14.0;10.0;36.0;21.0;20.0;28.0;32.0;50.0;37.0;15.0;36.0;50.0;25.0;15.0;42.0;42.0;26.0;12.0;12.0;8.0;16.0;11.0;-12.0;12.0;9.0;39.0;24.0;17.0;18.0;12.0;7.0;69.0;6.0;-7.0;-2.0;18.0;30.0;19.0;5.0;15.0;7.0;-12.0;-49.0;48.0;-27.0;-17.0;-6.0;7.0;32.0;37.0;53.0;60.0;44.0;23.0;75.0;16.0;14.0;4.0;-2.0;11.0;13.0;79.0;47.0;51.0;99.0;52.0;65.0;39.0;22.0;18.0;12.0;13.0;10.0;-10.0;7.0;8.0;43.0;58.0;31.0;62.0;100.0;92.0;79.0;58.0;93.0;63.0;42.0;35.0;30.0;48.0;0;11:30:00;0;TSG;BLK
BAY X MAI 31-08-2019;1;2019-08-31;-10.0;14.0;18.0;20.0;20.0;32.0;76.0;50.0;35.0;32.0;23.0;7.0;11.0;-7.0;18.0;16.0;14.0;14.0;14.0;12.0;35.0;27.0;-2.0;80.0;69.0;11.0;11.0;15.0;11.0;60.0;39.0;85.0;52.0;2.0;100.0;85.0;40.0;24.0;16.0;31.0;56.0;35.0;23.0;23.0;15.0;28.0;9.0;4.0;5.0;5.0;48.0;50.0;25.0;13.0;3.0;-22.0;-39.0;-12.0;-48.0;32.0;5.0;97.0;73.0;49.0;33.0;22.0;9.0;-34.0;8.0;7.0;3.0;-9.0;-12.0;-11.0;-5.0;-30.0;45.0;45.0;-15.0;28.0;82.0;79.0;57.0;65.0;40.0;63.0;43.0;19.0;10.0;17.0;4.0;37.0;6;11:30:00;1;;BAY
S04 X BCS 31-08-2019;0;2019-08-31;-4.0;-30.0;7.0;7.0;3.0;-4.0;3.0;32.0;26.0;48.0;34.0;-1.0;29.0;16.0;6.0;-21.0;-8.0;6.0;40.0;23.0;22.0;-18.0;31.0;7.0;14.0;14.0;68.0;47.0;39.0;28.0;22.0;14.0;14.0;25.0;32.0;28.0;21.0;-31.0;-12.0;61.0;5.0;-6.0;-7.0;6.0;20.0;5.0;14.0;-30.0;-10.0;-8.0;-1.0;-1.0;-3.0;-4.0;5.0;-3.0;8.0;-4.0;-23.0;-20.0;-39.0;-23.0;-6.0;-3.0;14.0;-16.0;-9.0;12.0;-17.0;-14.0;-11.0;-11.0;-10.0;16.0;3.0;-31.0;-24.0;-26.0;13.0;-13.0;-25.0;-15.0;-8.0;-1.0;4.0;25.0;41.0;13.0;15.0;32.0;10.0;27.0;3;11:30:00;1;BCS;S04
SCF X KOL 31-08-2019;2;2019-08-31;10.0;21.0;27.0;6.0;7.0;-20.0;-25.0;-38.0;-25.0;-37.0;-30.0;53.0;-13.0;-4.0;4.0;-14.0;-3.0;4.0;5.0;26.0;14.0;5.0;32.0;10.0;9.0;19.0;16.0;14.0;20.0;15.0;-23.0;-6.0;-17.0;19.0;36.0;41.0;35.0;43.0;27.0;67.0;26.0;16.0;8.0;-7.0;-4.0;11.0;-7.0;-17.0;-11.0;-64.0;-60.0;-34.0;-11.0;-7.0;-42.0;-34.0;6.0;-24.0;-10.0;-8.0;9.0;-25.0;-9.0;-5.0;3.0;-25.0;-11.0;10.0;-2.0;2.0;-5.0;26.0;18.0;9.0;7.0;5.0;22.0;15.0;49.0;10.0;45.0;32.0;15.0;32.0;16.0;-18.0;-4.0;-8.0;-32.0;23.0;-68.0;-44.0;1;11:30:00;-1;KOL;SCF
WOB X SCP 31-08-2019;1;2019-08-31;-1.0;47.0;33.0;3.0;-16.0;-8.0;-3.0;4.0;6.0;63.0;36.0;-2.0;47.0;34.0;53.0;-36.0;7.0;-8.0;-4.0;-4.0;2.0;2.0;4.0;20.0;47.0;29.0;19.0;12.0;7.0;-19.0;-7.0;12.0;9.0;32.0;10.0;11.0;25.0;62.0;48.0;33.0;-16.0;-5.0;15.0;20.0;17.0;26.0;16.0;22.0;23.0;11.0;12.0;30.0;51.0;84.0;100.0;33.0;19.0;41.0;31.0;13.0;3.0;-5.0;7.0;3.0;-5.0;-1.0;1.0;12.0;-17.0;-5.0;-1.0;3.0;8.0;10.0;-60.0;39.0;5.0;-5.0;60.0;50.0;34.0;42.0;30.0;12.0;2.0;-8.0;6.0;21.0;23.0;37.0;20.0;28.0;1;11:30:00;0;SCP;WOB
UNB X DOR 31-08-2019;1;2019-08-31;-10.0;-8.0;50.0;18.0;-13.0;-19.0;-18.0;-25.0;-21.0;-58.0;-42.0;-13.0;-30.0;-62.0;-9.0;20.0;6.0;-61.0;-36.0;-55.0;-21.0;-16.0;-8.0;9.0;-8.0;-9.0;-14.0;-27.0;-19.0;-8.0;-7.0;-3.0;6.0;-7.0;18.0;-13.0;-5.0;-6.0;-11.0;-7.0;55.0;30.0;8.0;-17.0;-16.0;-10.0;20.0;48.0;27.0;15.0;6.0;10.0;4.0;-7.0;-5.0;-44.0;-11.0;-4.0;-13.0;-15.0;-15.0;43.0;9.0;6.0;3.0;-4.0;-7.0;19.0;15.0;9.0;3.0;4.0;3.0;20.0;36.0;33.0;13.0;-34.0;1.0;-23.0;-20.0;-19.0;-35.0;-25.0;-36.0;-56.0;-43.0;-29.0;-5.0;-8.0;-17.0;-24.0;3;14:30:00;1;DOR;
SVW X AUG 01-09-2019;2;2019-09-01;-13.0;10.0;-47.0;-71.0;-67.0;-36.0;-10.0;-4.0;15.0;15.0;14.0;-19.0;8.0;51.0;29.0;43.0;31.0;23.0;28.0;22.0;40.0;46.0;-16.0;50.0;39.0;27.0;23.0;16.0;28.0;26.0;61.0;44.0;32.0;-6.0;55.0;40.0;26.0;44.0;34.0;22.0;-7.0;12.0;-38.0;-11.0;7.0;-5.0;8.0;10.0;16.0;60.0;42.0;9.0;11.0;9.0;8.0;36.0;32.0;53.0;54.0;38.0;42.0;67.0;75.0;46.0;86.0;50.0;29.0;15.0;19.0;14.0;28.0;21.0;15.0;-26.0;-28.0;-17.0;-2.0;33.0;30.0;64.0;46.0;30.0;17.0;11.0;-70.0;-43.0;-40.0;-55.0;-62.0;20.0;-29.0;-22.0;3;11:30:00;1;AUG;SVW
SGE X DUS 01-09-2019;1;2019-09-01;-10.0;21.0;-36.0;-16.0;-20.0;-9.0;21.0;15.0;-20.0;14.0;22.0;-2.0;27.0;83.0;59.0;39.0;5.0;8.0;18.0;11.0;3.0;-10.0;-16.0;-12.0;-3.0;8.0;5.0;10.0;6.0;-5.0;7.0;-21.0;-17.0;-9.0;-26.0;-16.0;-24.0;-18.0;-19.0;-12.0;35.0;21.0;-39.0;-13.0;-8.0;10.0;-13.0;-3.0;49.0;25.0;21.0;13.0;9.0;44.0;47.0;-35.0;-20.0;-6.0;4.0;-4.0;-19.0;-9.0;-1.0;24.0;34.0;25.0;19.0;-5.0;12.0;10.0;16.0;19.0;20.0;17.0;10.0;9.0;41.0;27.0;12.0;13.0;-10.0;8.0;-5.0;-12.0;45.0;40.0;22.0;12.0;7.0;23.0;-12.0;-30.0;2;14:00:00;1;DUS;SGE
DUS X WOB 13-09-2019;1;2019-09-13;-2.0;-3.0;86.0;53.0;27.0;8.0;-11.0;19.0;58.0;33.0;18.0;43.0;10.0;7.0;-36.0;-23.0;-15.0;-4.0;19.0;5.0;-4.0;-32.0;2.0;-50.0;-30.0;-8.0;-7.0;-5.0;5.0;-8.0;13.0;7.0;22.0;-73.0;14.0;13.0;7.0;7.0;32.0;9.0;-28.0;-20.0;-49.0;-34.0;-18.0;-43.0;-20.0;-22.0;-8.0;28.0;14.0;-32.0;-39.0;-27.0;-22.0;-17.0;-32.0;-10.0;-17.0;-59.0;-40.0;-29.0;-32.0;-31.0;-50.0;-7.0;4.0;-51.0;2.0;4.0;5.0;3.0;2.0;1.0;2.0;26.0;7.0;-7.0;-27.0;-20.0;-6.0;-62.0;-24.0;-12.0;12.0;9.0;-89.0;-57.0;-36.0;-8.0;-36.0;25.0;1;16:30:00;0;WOB;DUS
