game;addedTime;confirmed;id;incidentClass;incidentType;isHome;player;time
DRE X STU 31-05-2020;;False;2248;goalNotAwarded;varDecision;False;{'name': 'Hamadi Al Ghaddioui', 'slug': 'hamadi-al-ghaddioui', 'shortName': 'H. A. Ghaddioui', 'position': 'F', 'userCount': 218, 'id': 165015};20
BOC X STP 05-06-2020;3.0;False;2255;goalAwarded;varDecision;True;{'name': 'Manuel Wintzheimer', 'slug': 'wintzheimer-manuel', 'shortName': 'M. Wintzheimer', 'position': 'F', 'userCount': 126, 'id': 862035};45
HSV X HKI 08-06-2020;;False;2262;penaltyAwarded;varDecision;True;{'name': 'Timo Letschert', 'slug': 'timo-letschert', 'shortName': 'T. Letschert', 'position': 'D', 'userCount': 90, 'id': 317691};48
HSV X HKI 08-06-2020;;False;2261;goalAwarded;varDecision;True;{'name': 'Rick Van Drongelen', 'slug': 'rick-van-drongelen', 'shortName': 'R. V. Drongelen', 'position': 'D', 'userCount': 353, 'id': 803023};17
OSN X BOC 13-06-2020;;False;2277;penaltyNotAwarded;varDecision;True;{'name': 'Sebastian Klaas', 'slug': 'sebastian-klaas', 'shortName': 'S. Klaas', 'position': 'M', 'userCount': 1, 'id': 878628};84
JAH X KAR 17-06-2020;1.0;False;2313;goalAwarded;varDecision;False;{'name': 'Jérôme Gondorf', 'slug': 'jerome-gondorf', 'shortName': 'J. Gondorf', 'position': 'M', 'userCount': 64, 'id': 38502};45
HEI X HSV 21-06-2020;;False;2336;goalAwarded;varDecision;True;{'name': 'Stefan Schimmer', 'slug': 'stefan-schimmer', 'shortName': 'S. Schimmer', 'position': 'F', 'userCount': 30, 'id': 842922};56
KAR X ARM 21-06-2020;;False;2337;penaltyNotAwarded;varDecision;True;{'name': 'Philipp Hofmann', 'slug': 'philipp-hofmann', 'shortName': 'P. Hofmann', 'position': 'F', 'userCount': 164, 'id': 340719};87
HSV X SAN 28-06-2020;;False;2394;penaltyNotAwarded;varDecision;True;{'name': 'Aaron Hunt', 'slug': 'aaron-hunt', 'shortName': 'A. Hunt', 'position': 'M', 'userCount': 136, 'id': 493};60
H96 X BOC 28-06-2020;;False;2392;goalAwarded;varDecision;True;{'name': 'John Guidetti', 'slug': 'john-guidetti', 'shortName': 'J. Guidetti', 'position': 'F', 'userCount': 728, 'id': 37191};5
