game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
HSV X BOC 16-08-2019;0.0;2019-08-16;4.0;12.0;5.0;3.0;9.0;11.0;18.0;13.0;33.0;40.0;25.0;11.0;28.0;18.0;10.0;6.0;-6.0;18.0;11.0;10.0;24.0;49.0;10.0;100.0;86.0;55.0;36.0;45.0;41.0;18.0;15.0;13.0;11.0;10.0;44.0;32.0;42.0;55.0;27.0;40.0;;-41.0;-9.0;38.0;19.0;24.0;11.0;22.0;10.0;9.0;-28.0;45.0;13.0;4.0;-31.0;-18.0;21.0;72.0;59.0;35.0;14.0;-21.0;-12.0;-4.0;37.0;25.0;16.0;31.0;9.0;14.0;5.0;-9.0;8.0;10.0;12.0;7.0;5.0;2.0;13.0;10.0;6.0;35.0;50.0;28.0;14.0;-39.0;-16.0;-10.0;31.0;12.0;42.0;-12.0;1.0;14:30:00;1.0;BOC;HSV
SAN X NUR 16-08-2019;2.0;2019-08-16;10.0;23.0;9.0;11.0;15.0;12.0;5.0;23.0;14.0;8.0;9.0;18.0;37.0;31.0;22.0;17.0;35.0;58.0;35.0;22.0;35.0;15.0;13.0;30.0;14.0;5.0;-6.0;-63.0;-28.0;29.0;12.0;49.0;34.0;10.0;22.0;10.0;25.0;15.0;12.0;10.0;-46.0;39.0;9.0;10.0;9.0;9.0;-40.0;-10.0;9.0;-5.0;-4.0;-26.0;-20.0;-12.0;-52.0;-28.0;46.0;18.0;-6.0;38.0;27.0;16.0;15.0;36.0;19.0;14.0;-11.0;38.0;-39.0;-21.0;-9.0;9.0;6.0;18.0;14.0;37.0;-58.0;-19.0;49.0;-8.0;-2.0;10.0;-22.0;-41.0;-22.0;-39.0;-23.0;-15.0;48.0;42.0;26.0;9.0;3.0;14:30:00;1.0;NUR;SAN
ARM X AUE 17-08-2019;1.0;2019-08-17;-5.0;9.0;3.0;8.0;31.0;20.0;15.0;28.0;17.0;17.0;32.0;-6.0;23.0;100.0;90.0;53.0;29.0;45.0;23.0;-32.0;-9.0;-3.0;-10.0;53.0;31.0;20.0;20.0;10.0;-9.0;-37.0;-19.0;-1.0;-3.0;-13.0;30.0;19.0;-17.0;6.0;-20.0;-28.0;;-11.0;-2.0;13.0;42.0;-15.0;27.0;26.0;44.0;40.0;84.0;51.0;63.0;37.0;22.0;-10.0;-12.0;-17.0;21.0;6.0;5.0;28.0;19.0;11.0;-10.0;-27.0;-20.0;-8.0;-36.0;45.0;17.0;-33.0;-11.0;-5.0;-26.0;-39.0;22.0;1.0;-6.0;3.0;-6.0;5.0;2.0;-7.0;72.0;46.0;32.0;12.0;-58.0;21.0;-38.0;26.0;3.0;09:00:00;1.0;AUE;ARM
STU X STP 17-08-2019;1.0;2019-08-17;10.0;13.0;15.0;52.0;36.0;22.0;-24.0;-3.0;-12.0;-23.0;-38.0;10.0;-14.0;-7.0;5.0;3.0;-16.0;-2.0;-6.0;7.0;49.0;55.0;29.0;39.0;29.0;29.0;28.0;22.0;40.0;25.0;16.0;13.0;7.0;20.0;-7.0;-18.0;-11.0;-4.0;-14.0;-20.0;;-16.0;-7.0;-2.0;23.0;-60.0;39.0;-37.0;76.0;44.0;25.0;32.0;28.0;21.0;30.0;24.0;-18.0;61.0;33.0;-23.0;-21.0;-13.0;-22.0;-62.0;-30.0;30.0;41.0;-13.0;4.0;11.0;15.0;16.0;13.0;36.0;40.0;33.0;2.0;10.0;-10.0;47.0;39.0;25.0;19.0;11.0;20.0;13.0;25.0;20.0;5.0;8.0;26.0;-7.0;2.0;09:00:00;1.0;STP;STU
WEH X H96 17-08-2019;3.0;2019-08-17;-4.0;-87.0;-59.0;-62.0;-44.0;-23.0;-12.0;-5.0;15.0;47.0;23.0;12.0;-16.0;-18.0;-18.0;-39.0;-21.0;-12.0;6.0;-17.0;-8.0;-37.0;6.0;-28.0;-47.0;-28.0;-34.0;-37.0;-17.0;22.0;3.0;-39.0;-25.0;-6.0;-20.0;-18.0;-22.0;-14.0;-41.0;-6.0;8.0;-6.0;-15.0;-18.0;-39.0;-26.0;-27.0;-24.0;37.0;21.0;15.0;33.0;42.0;-39.0;-11.0;60.0;-20.0;61.0;34.0;31.0;14.0;3.0;3.0;2.0;-29.0;-18.0;-12.0;-54.0;12.0;21.0;16.0;69.0;36.0;4.0;-60.0;-41.0;-33.0;-9.0;-50.0;-9.0;19.0;7.0;-5.0;-28.0;-21.0;-15.0;-13.0;-7.0;-27.0;-57.0;-20.0;-4.0;0.0;09:00:00;-1.0;H96;WEH
DRE X HEI 18-08-2019;1.0;2019-08-18;-10.0;11.0;22.0;20.0;21.0;22.0;23.0;-32.0;-10.0;20.0;-22.0;-4.0;-8.0;-57.0;-43.0;-28.0;-14.0;-14.0;16.0;6.0;16.0;7.0;3.0;10.0;5.0;4.0;2.0;43.0;29.0;22.0;16.0;14.0;29.0;21.0;43.0;29.0;52.0;74.0;42.0;87.0;3.0;2.0;2.0;-15.0;-9.0;29.0;-16.0;-54.0;-55.0;-90.0;-53.0;-45.0;-18.0;36.0;21.0;36.0;43.0;68.0;51.0;74.0;49.0;33.0;18.0;22.0;24.0;54.0;60.0;28.0;32.0;20.0;2.0;-1.0;-47.0;46.0;9.0;6.0;-8.0;4.0;-32.0;-7.0;22.0;75.0;44.0;5.0;-6.0;-77.0;-61.0;-38.0;-67.0;24.0;-41.0;-40.0;2.0;09:30:00;1.0;HEI;DRE
HKI X KAR 18-08-2019;1.0;2019-08-18;10.0;44.0;66.0;19.0;18.0;22.0;15.0;17.0;-21.0;-37.0;-18.0;11.0;-3.0;-13.0;10.0;12.0;39.0;29.0;28.0;17.0;29.0;37.0;16.0;38.0;26.0;21.0;12.0;9.0;14.0;-10.0;-5.0;-1.0;22.0;-34.0;15.0;7.0;52.0;30.0;18.0;41.0;0.0;-5.0;15.0;6.0;3.0;-10.0;1.0;22.0;12.0;8.0;12.0;27.0;15.0;17.0;11.0;7.0;-5.0;2.0;-23.0;-64.0;-54.0;42.0;31.0;16.0;14.0;20.0;10.0;6.0;43.0;28.0;18.0;-32.0;-11.0;65.0;32.0;41.0;45.0;86.0;7.0;-47.0;3.0;-26.0;-13.0;-8.0;-1.0;20.0;-28.0;28.0;-24.0;7.0;-40.0;-26.0;2.0;09:30:00;1.0;KAR;HKI
FUR X JAH 18-08-2019;0.0;2019-08-18;10.0;-13.0;-7.0;-4.0;-1.0;2.0;5.0;-4.0;-1.0;4.0;8.0;7.0;31.0;18.0;15.0;54.0;29.0;12.0;7.0;7.0;4.0;6.0;3.0;7.0;15.0;-10.0;-5.0;4.0;22.0;10.0;25.0;16.0;11.0;10.0;-14.0;-14.0;-17.0;-18.0;-20.0;-67.0;25.0;12.0;3.0;-4.0;-5.0;2.0;-37.0;-18.0;12.0;8.0;73.0;50.0;27.0;15.0;6.0;-8.0;-8.0;-8.0;-7.0;22.0;9.0;-26.0;-7.0;7.0;6.0;9.0;87.0;-15.0;72.0;43.0;32.0;25.0;81.0;41.0;18.0;38.0;13.0;5.0;-8.0;-4.0;60.0;25.0;9.0;7.0;3.0;-17.0;-2.0;-4.0;-4.0;-21.0;-22.0;23.0;1.0;09:30:00;1.0;JAH;FUR
OSN X D98 19-08-2019;0.0;2019-08-19;8.0;31.0;21.0;14.0;-26.0;-17.0;-29.0;30.0;23.0;42.0;26.0;6.0;20.0;8.0;48.0;52.0;34.0;52.0;35.0;20.0;24.0;17.0;34.0;6.0;-21.0;-29.0;-16.0;-10.0;-24.0;-8.0;6.0;1.0;4.0;17.0;4.0;5.0;9.0;21.0;7.0;-8.0;24.0;24.0;19.0;22.0;41.0;5.0;35.0;56.0;35.0;-22.0;-6.0;-2.0;14.0;8.0;68.0;50.0;5.0;61.0;31.0;15.0;31.0;13.0;13.0;15.0;13.0;-36.0;-19.0;22.0;-13.0;-4.0;-4.0;26.0;15.0;34.0;2.0;-19.0;-8.0;34.0;18.0;18.0;41.0;28.0;24.0;15.0;11.0;-9.0;-12.0;-31.0;-16.0;45.0;-8.0;15.0;4.0;16:30:00;1.0;D98;OSN
D98 X DRE 23-08-2019;0.0;2019-08-23;-4.0;-10.0;7.0;-3.0;30.0;10.0;-18.0;-23.0;-28.0;-25.0;25.0;-6.0;3.0;-16.0;-32.0;-24.0;-26.0;-48.0;-29.0;-26.0;-16.0;-15.0;-7.0;-12.0;-13.0;-15.0;-30.0;-36.0;-29.0;-86.0;-100.0;-93.0;-57.0;-20.0;-12.0;-41.0;-24.0;25.0;47.0;3.0;-3.0;-4.0;-5.0;8.0;-7.0;-20.0;-35.0;-27.0;-10.0;-19.0;-25.0;-10.0;-33.0;23.0;5.0;-9.0;-28.0;-6.0;-2.0;10.0;2.0;23.0;6.0;1.0;-34.0;-20.0;-13.0;-18.0;-4.0;14.0;17.0;7.0;-12.0;6.0;-1.0;53.0;37.0;31.0;-30.0;19.0;-13.0;-37.0;-71.0;-50.0;-68.0;-48.0;-2.0;-4.0;-20.0;-16.0;-41.0;5.0;0.0;14:30:00;0.0;DRE;D98
AUE X STU 23-08-2019;0.0;2019-08-23;-5.0;-9.0;9.0;34.0;17.0;3.0;24.0;16.0;-11.0;-4.0;-36.0;-21.0;-37.0;-29.0;-72.0;-53.0;-36.0;-58.0;-39.0;-36.0;34.0;7.0;-13.0;3.0;-3.0;-10.0;-10.0;-11.0;-13.0;-15.0;-16.0;-14.0;-40.0;-15.0;-26.0;-27.0;-20.0;-17.0;-33.0;-24.0;-24.0;-16.0;-27.0;-14.0;38.0;-25.0;9.0;2.0;-26.0;-19.0;-21.0;-15.0;-13.0;-10.0;-10.0;-9.0;-17.0;-25.0;-51.0;-32.0;-23.0;-13.0;14.0;4.0;1.0;3.0;6.0;-20.0;-3.0;-20.0;-21.0;-62.0;-37.0;-30.0;-7.0;-45.0;-25.0;-15.0;-16.0;-2.0;-6.0;-4.0;-6.0;-9.0;-9.0;-9.0;-100.0;-31.0;-18.0;-5.0;-17.0;-15.0;0.0;14:30:00;0.0;STU;AUE
H96 X FUR 24-08-2019;1.0;2019-08-24;1.0;9.0;12.0;13.0;46.0;31.0;38.0;51.0;34.0;51.0;32.0;1.0;15.0;7.0;14.0;-46.0;-18.0;-11.0;7.0;16.0;-41.0;-35.0;-9.0;-19.0;-48.0;-56.0;-40.0;-20.0;-7.0;3.0;-5.0;3.0;-45.0;-8.0;-30.0;-37.0;-17.0;-5.0;13.0;32.0;12.0;13.0;43.0;58.0;41.0;-8.0;33.0;17.0;-15.0;-37.0;-23.0;-17.0;-1.0;3.0;-4.0;2.0;-3.0;-14.0;-30.0;-7.0;-5.0;15.0;10.0;25.0;51.0;31.0;19.0;-1.0;11.0;37.0;18.0;12.0;6.0;5.0;-3.0;-5.0;-2.0;12.0;7.0;-46.0;-24.0;22.0;12.0;-14.0;15.0;14.0;-24.0;-6.0;34.0;7.0;-46.0;-7.0;1.0;09:00:00;0.0;FUR;H96
JAH X ARM 24-08-2019;3.0;2019-08-24;1.0;-40.0;-35.0;-46.0;-28.0;-20.0;-16.0;-11.0;-27.0;-23.0;-21.0;6.0;-19.0;-15.0;-15.0;-10.0;-31.0;-21.0;-15.0;22.0;9.0;4.0;-12.0;-13.0;-10.0;-45.0;-40.0;-24.0;-66.0;-17.0;-16.0;-19.0;-18.0;-10.0;-28.0;-70.0;-33.0;-21.0;-54.0;-35.0;-47.0;-30.0;-19.0;17.0;32.0;-2.0;22.0;37.0;25.0;53.0;27.0;23.0;47.0;33.0;17.0;8.0;-4.0;16.0;-14.0;-9.0;-7.0;-61.0;-1.0;20.0;18.0;48.0;29.0;-8.0;-16.0;-7.0;-2.0;-8.0;-27.0;-21.0;-15.0;-53.0;-29.0;-20.0;-67.0;-5.0;-7.0;10.0;1.0;-18.0;-19.0;-16.0;-14.0;-13.0;-11.0;-46.0;-27.0;17.0;1.0;09:00:00;-1.0;ARM;JAH
BOC X WEH 24-08-2019;3.0;2019-08-24;-10.0;-51.0;-52.0;-43.0;-9.0;4.0;29.0;54.0;35.0;-33.0;-17.0;-15.0;-38.0;-20.0;-7.0;7.0;9.0;36.0;26.0;20.0;11.0;23.0;-8.0;-37.0;-13.0;-8.0;9.0;4.0;8.0;8.0;28.0;22.0;18.0;-49.0;24.0;20.0;16.0;54.0;64.0;-42.0;25.0;21.0;22.0;20.0;-24.0;-25.0;58.0;1.0;-4.0;-3.0;6.0;8.0;64.0;68.0;46.0;32.0;-14.0;71.0;93.0;65.0;3.0;4.0;12.0;10.0;16.0;17.0;12.0;-10.0;10.0;13.0;13.0;-11.0;15.0;9.0;32.0;43.0;28.0;17.0;-11.0;23.0;55.0;50.0;32.0;12.0;17.0;-23.0;53.0;27.0;18.0;-44.0;77.0;88.0;3.0;09:00:00;0.0;WEH;BOC
HEI X SAN 25-08-2019;2.0;2019-08-25;-1.0;-45.0;-59.0;-31.0;-18.0;-7.0;8.0;7.0;26.0;20.0;-48.0;8.0;-23.0;-15.0;-13.0;-10.0;-10.0;29.0;17.0;6.0;7.0;7.0;8.0;28.0;59.0;18.0;-15.0;-44.0;-35.0;-25.0;-16.0;-14.0;-9.0;1.0;-23.0;-9.0;29.0;19.0;12.0;11.0;28.0;18.0;-19.0;-6.0;-30.0;-28.0;-44.0;31.0;-6.0;4.0;-17.0;-4.0;-3.0;-14.0;17.0;-10.0;-15.0;-50.0;-27.0;-14.0;-55.0;-45.0;-20.0;39.0;46.0;28.0;20.0;-10.0;14.0;3.0;29.0;19.0;28.0;31.0;33.0;35.0;34.0;24.0;-6.0;18.0;49.0;33.0;24.0;19.0;17.0;5.0;45.0;24.0;11.0;-4.0;-22.0;11.0;0.0;09:30:00;-1.0;SAN;HEI
NUR X OSN 25-08-2019;0.0;2019-08-25;-6.0;3.0;-12.0;-9.0;-6.0;-4.0;19.0;15.0;20.0;22.0;18.0;6.0;22.0;18.0;39.0;25.0;17.0;39.0;16.0;6.0;22.0;10.0;4.0;4.0;-4.0;-1.0;10.0;9.0;42.0;87.0;53.0;39.0;62.0;3.0;40.0;16.0;-34.0;-9.0;79.0;76.0;8.0;6.0;-24.0;-1.0;5.0;2.0;7.0;9.0;46.0;33.0;30.0;47.0;28.0;11.0;6.0;3.0;-4.0;-2.0;4.0;28.0;21.0;-24.0;-11.0;-8.0;-42.0;-31.0;-14.0;-6.0;13.0;6.0;54.0;38.0;39.0;20.0;46.0;22.0;13.0;5.0;-4.0;44.0;22.0;12.0;97.0;60.0;1.0;13.0;5.0;-5.0;16.0;11.0;8.0;-8.0;1.0;09:30:00;1.0;OSN;NUR
KAR X HSV 25-08-2019;4.0;2019-08-25;6.0;-12.0;-50.0;-51.0;-37.0;39.0;-21.0;-21.0;-39.0;-12.0;-6.0;14.0;-16.0;-1.0;1.0;8.0;-8.0;-9.0;-32.0;-15.0;-9.0;-11.0;20.0;-6.0;-2.0;-3.0;40.0;26.0;-42.0;-7.0;11.0;30.0;22.0;9.0;9.0;3.0;-6.0;23.0;20.0;7.0;-13.0;-9.0;27.0;14.0;26.0;12.0;83.0;57.0;50.0;-41.0;-13.0;-43.0;-12.0;-13.0;-17.0;-5.0;-46.0;1.0;22.0;12.0;26.0;26.0;-35.0;-13.0;18.0;-27.0;-14.0;-28.0;-1.0;-9.0;-16.0;40.0;19.0;22.0;6.0;65.0;-36.0;6.0;-20.0;19.0;18.0;12.0;30.0;99.0;58.0;46.0;93.0;96.0;57.0;-15.0;32.0;24.0;2.0;09:30:00;-1.0;HSV;KAR
