game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BGN X ATT 15-12-2019;177 (79%);216 (82%);393 (81%);139 (75%);85 (62%);224 (69%);13;18;31;11;13;24;55%;66%;60%;45%;34%;40%;2;2;4;0;0;0;2;3;5;1;0;1;4;0;4;4;1;5;7;7;14;13;10;23;3;1;4;2;2;4;0;0;0;3;2;5;1/8 (13%);2/11 (18%);3/19 (16%);0/8 (0%);1/5 (20%);1/13 (8%);3/4 (75%);4/5 (80%);7/9 (78%);6/12 (50%);1/4 (25%);7/16 (44%);34;37;71;39;22;61;18;15;1;1;2;0;3;3;0;0;0;1;0;1;7;6;13;8;12;20;14/28 (50%);22/40 (55%);36/68 (53%);13/30 (43%);11/39 (28%);24/69 (35%);1;0;1;1;3;4;223;262;485;186;138;324;82;70;152;80;77;157;0;0;0;0;1;1;4;8;12;3;4;7;3;7;10;3;2;5;0;5;5;2;2;4;3;4;7;6;1;7;11;7;18;13;3;16;7;12;19;9;5;14;1;0;1;0;5;5;1.0;2019-12-15;-10.0;-14.0;-2.0;52.0;27.0;7.0;-8.0;-4.0;-9.0;-27.0;-19.0;-4.0;-40.0;-21.0;-15.0;-8.0;-8.0;13.0;3.0;-4.0;4.0;8.0;30.0;-13.0;19.0;15.0;11.0;19.0;15.0;3.0;-26.0;-19.0;-12.0;34.0;-5.0;-42.0;-59.0;-35.0;-26.0;-21.0;51.0;35.0;31.0;-20.0;-5.0;44.0;-14.0;-12.0;17.0;2.0;49.0;4.0;-11.0;-12.0;-11.0;-18.0;15.0;-72.0;-38.0;-21.0;-15.0;-9.0;-7.0;-13.0;-13.0;-11.0;-92.0;-23.0;-50.0;-58.0;-38.0;-22.0;-6.0;-45.0;-19.0;-29.0;-63.0;-42.0;33.0;-60.0;-20.0;-11.0;-8.0;-8.0;-18.0;-33.0;-48.0;-27.0;-32.0;14.0;-31.0;11.0;2.0;12:00:00;1.0;ATT;BGN
JUV X UDI 15-12-2019;155 (82%);175 (86%);330 (84%);363 (90%);350 (92%);713 (91%);4;2;6;3;5;8;33%;37%;35%;67%;63%;65%;0;2;2;0;0;0;0;3;3;2;0;2;0;2;2;4;7;11;10;6;16;5;19;24;2;6;8;6;3;9;0;0;0;1;0;1;1/7 (14%);2/15 (13%);3/22 (14%);2/12 (17%);1/4 (25%);3/16 (19%);3/8 (38%);5/6 (83%);8/14 (57%);5/6 (83%);4/9 (44%);9/15 (60%);15;17;32;23;15;38;5;11;3;3;6;1;4;5;0;0;0;0;2;2;7;7;14;3;4;7;15/33 (45%);19/26 (73%);34/59 (58%);12/18 (67%);18/23 (78%);30/41 (73%);1;2;3;0;0;0;190;203;393;402;381;783;62;61;123;60;45;105;;;;;;;1;7;8;7;8;15;0;3;3;0;4;4;1;5;6;6;3;9;0;3;3;3;6;9;3;6;9;12;4;16;1;10;11;10;14;24;1;0;1;1;1;2;1.0;2019-12-15;6.0;69.0;45.0;38.0;29.0;80.0;42.0;43.0;46.0;34.0;22.0;10.0;22.0;25.0;17.0;4.0;-19.0;-9.0;-11.0;-5.0;-6.0;-7.0;10.0;56.0;43.0;-39.0;-8.0;5.0;-3.0;28.0;40.0;69.0;43.0;25.0;28.0;15.0;-28.0;-11.0;-8.0;5.0;57.0;39.0;28.0;31.0;18.0;24.0;-19.0;-26.0;37.0;-27.0;-10.0;-3.0;-47.0;-47.0;-9.0;7.0;19.0;49.0;66.0;46.0;64.0;51.0;37.0;25.0;20.0;15.0;-34.0;46.0;-19.0;21.0;3.0;-43.0;-73.0;-62.0;-85.0;-64.0;-65.0;-29.0;32.0;-18.0;10.0;9.0;45.0;73.0;91.0;18.0;-16.0;-35.0;-25.0;68.0;-19.0;-34.0;3.0;12:00:00;1.0;UDI;JUV
MIL X SAS 15-12-2019;185 (81%);173 (80%);358 (80%);163 (82%);186 (81%);349 (82%);4;5;9;1;5;6;53%;48%;51%;47%;52%;49%;0;0;0;2;1;3;0;0;0;2;1;3;4;2;6;2;3;5;8;16;24;6;10;16;1;2;3;2;6;8;0;1;1;0;1;1;0/1 (0%);2/8 (25%);2/9 (22%);2/6 (33%);5/12 (42%);7/18 (39%);5/6 (83%);11/17 (65%);16/23 (70%);5/9 (56%);5/11 (45%);10/20 (50%);30;32;62;15;27;42;16;14;1;7;8;2;4;6;0;0;0;0;2;2;5;3;8;7;7;14;11/20 (55%);12/26 (46%);23/46 (50%);7/15 (47%);11/23 (48%);18/38 (47%);1;0;1;2;1;3;228;217;445;198;230;428;55;69;124;61;79;140;;;;;;;4;5;9;2;13;15;2;4;6;1;8;9;2;4;6;2;7;9;4;5;9;3;5;8;11;13;24;3;7;10;8;10;18;5;18;23;2;2;4;3;2;5;0.0;2019-12-15;-10.0;-41.0;-20.0;-14.0;-10.0;-16.0;-4.0;-2.0;2.0;15.0;5.0;8.0;-7.0;-3.0;6.0;8.0;17.0;23.0;32.0;14.0;6.0;22.0;10.0;16.0;58.0;44.0;25.0;-32.0;-72.0;-40.0;-16.0;-21.0;-32.0;-7.0;-27.0;-27.0;-19.0;65.0;29.0;15.0;-13.0;-12.0;-21.0;-23.0;-17.0;-10.0;-46.0;-85.0;-18.0;-3.0;42.0;22.0;22.0;78.0;100.0;58.0;-11.0;40.0;59.0;31.0;15.0;11.0;47.0;32.0;21.0;20.0;-14.0;-5.0;57.0;60.0;37.0;28.0;31.0;35.0;16.0;17.0;-36.0;36.0;-2.0;-13.0;17.0;4.0;38.0;16.0;-13.0;-33.0;-51.0;-16.0;-45.0;-35.0;-26.0;27.0;0.0;12:00:00;0.0;SAS;MIL
ROM X SPA 15-12-2019;96 (76%);129 (79%);225 (77%);290 (91%);244 (88%);534 (90%);8;10;18;8;3;11;28%;38%;33%;72%;62%;67%;1;0;1;1;3;4;2;0;2;1;5;6;0;1;1;4;3;7;15;17;32;0;6;6;1;2;3;6;2;8;1;0;1;0;0;0;1/2 (50%);1/3 (33%);2/5 (40%);6/16 (38%);2/11 (18%);8/27 (30%);2/2 (100%);3/3 (100%);5/5 (100%);7/9 (78%);7/11 (64%);14/20 (70%);26;21;47;24;23;47;17;12;3;4;7;2;0;2;;;;;;;4;3;7;4;4;8;21/34 (62%);12/21 (57%);33/55 (60%);26/35 (74%);23/37 (62%);49/72 (68%);1;3;4;1;1;2;127;164;291;320;276;596;50;55;105;58;54;112;;;;;;;4;1;5;7;6;13;1;2;3;6;3;9;3;0;3;3;6;9;0;2;2;6;6;12;8;5;13;3;5;8;4;3;7;13;12;25;0;3;3;0;1;1;1.0;2019-12-15;13.0;-3.0;-11.0;-4.0;-73.0;-9.0;-3.0;48.0;88.0;57.0;46.0;14.0;35.0;33.0;23.0;31.0;23.0;46.0;61.0;33.0;21.0;29.0;53.0;18.0;9.0;51.0;55.0;33.0;52.0;51.0;60.0;44.0;29.0;15.0;17.0;10.0;-9.0;7.0;-36.0;-14.0;5.0;3.0;6.0;15.0;44.0;49.0;32.0;37.0;88.0;100.0;84.0;43.0;25.0;29.0;23.0;19.0;60.0;23.0;23.0;21.0;75.0;46.0;71.0;47.0;78.0;39.0;52.0;33.0;26.0;13.0;5.0;5.0;2.0;1.0;-4.0;-7.0;-8.0;-71.0;12.0;-52.0;-33.0;28.0;39.0;52.0;32.0;14.0;-10.0;-1.0;-48.0;7.0;-31.0;34.0;3.0;15:00:00;1.0;SPA;ROM
FIO X INT 15-12-2019;181 (84%);179 (79%);360 (81%);223 (85%);162 (82%);385 (84%);6;8;14;6;11;17;45%;52%;48%;55%;48%;52%;0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;2;0;2;21;8;29;4;8;12;0;1;1;3;2;5;0;0;0;0;1;1;2/3 (67%);2/8 (25%);4/11 (36%);2/21 (10%);5/18 (28%);7/39 (18%);5/7 (71%);8/13 (62%);13/20 (65%);5/6 (83%);3/3 (100%);8/9 (89%);21;27;48;23;32;55;18;15;3;1;4;2;2;4;;;;;;;4;10;14;6;5;11;18/25 (72%);13/26 (50%);31/51 (61%);20/29 (69%);11/21 (52%);31/50 (62%);1;0;1;0;1;1;216;226;442;261;198;459;47;66;113;70;59;129;;;;;;;3;2;5;3;3;6;0;1;1;2;4;6;3;2;5;3;2;5;0;1;1;4;3;7;5;1;6;2;10;12;3;3;6;7;6;13;2;2;4;0;3;3;1.0;2019-12-15;-6.0;42.0;15.0;12.0;-37.0;-11.0;13.0;79.0;100.0;76.0;50.0;-11.0;34.0;28.0;2.0;-16.0;-8.0;8.0;8.0;3.0;-17.0;-4.0;-14.0;9.0;34.0;58.0;38.0;42.0;27.0;16.0;19.0;9.0;-28.0;-7.0;18.0;-2.0;32.0;16.0;-20.0;-31.0;25.0;10.0;13.0;-12.0;-5.0;-10.0;-32.0;22.0;-3.0;-3.0;-11.0;-7.0;-8.0;-9.0;-3.0;36.0;-11.0;26.0;22.0;10.0;21.0;-41.0;-48.0;-3.0;27.0;31.0;57.0;-11.0;24.0;2.0;-23.0;-18.0;-51.0;-32.0;-28.0;-9.0;-2.0;5.0;-12.0;2.0;5.0;7.0;15.0;12.0;14.0;12.0;61.0;42.0;46.0;-29.0;32.0;32.0;1.0;17:45:00;0.0;INT;FIO
CAG X LAZ 16-12-2019;220 (84%);207 (86%);427 (85%);146 (76%);113 (73%);259 (75%);9;11;20;9;8;17;58%;64%;61%;42%;36%;39%;2;1;3;2;2;4;2;2;4;2;2;4;1;3;4;1;3;4;8;0;8;12;24;36;3;6;9;2;0;2;0;0;0;1;1;2;3/18 (17%);13/33 (39%);16/51 (31%);1/9 (11%);3/3 (100%);4/12 (33%);3/7 (43%);5/5 (100%);8/12 (67%);2/5 (40%);5/7 (71%);7/12 (58%);24;25;49;18;23;41;10;12;2;0;2;1;2;3;;;;;;;7;3;10;4;7;11;22/35 (63%);29/37 (78%);51/72 (71%);16/29 (55%);18/41 (44%);34/70 (49%);2;2;4;2;1;3;263;241;504;192;154;346;72;79;151;68;59;127;;;;;;;2;11;13;6;2;8;2;5;7;3;3;6;1;4;5;3;0;3;2;1;3;1;4;5;7;4;11;6;6;12;4;12;16;7;6;13;1;2;3;2;2;4;2.0;2019-12-16;4.0;14.0;1.0;16.0;8.0;4.0;1.0;-2.0;-3.0;20.0;17.0;6.0;11.0;-11.0;-18.0;-9.0;-8.0;-19.0;-16.0;-14.0;-14.0;-14.0;-28.0;-13.0;-56.0;-25.0;-31.0;-22.0;-15.0;-8.0;-9.0;7.0;5.0;-19.0;20.0;-53.0;-47.0;-58.0;-79.0;-55.0;145.0;69.0;26.0;-28.0;-19.0;-6.0;-19.0;13.0;-8.0;9.0;-40.0;-20.0;-10.0;-19.0;-80.0;-44.0;-12.0;-25.0;-11.0;7.0;7.0;-36.0;-26.0;-50.0;-44.0;-34.0;-2.0;-5.0;12.0;6.0;-57.0;-45.0;-17.0;-15.0;-20.0;-16.0;16.0;15.0;43.0;9.0;7.0;8.0;9.0;-36.0;-26.0;-56.0;-82.0;-93.0;-86.0;29.0;-57.0;-56.0;1.0;17:45:00;-1.0;LAZ;CAG
SAM X JUV 18-12-2019;355 (89%);291 (86%);646 (88%);88 (66%);120 (74%);208 (71%);10;13;23;3;9;12;75%;67%;71%;25%;33%;29%;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;3;5;6;13;19;13;9;22;3;2;5;1;4;5;0;2;2;0;0;0;2/14 (14%);2/9 (22%);4/23 (17%);1/8 (13%);1/11 (9%);2/19 (11%);1/6 (17%);6/10 (60%);7/16 (44%);2/7 (29%);5/7 (71%);7/14 (50%);21;31;52;17;32;49;17;7;1;1;2;0;2;2;;;;;;;4;6;10;6;11;17;23/42 (55%);12/25 (48%);35/67 (52%);12/32 (38%);17/38 (45%);29/70 (41%);0;2;2;1;0;1;398;337;735;133;162;295;74;70;144;72;70;142;0;0;0;0;1;1;3;5;8;3;4;7;3;4;7;1;5;6;2;2;4;2;1;3;2;1;3;2;5;7;8;7;15;8;7;15;5;6;11;5;9;14;0;2;2;1;4;5;2.0;2019-12-18;8.0;-32.0;-24.0;-19.0;-57.0;-39.0;-26.0;-55.0;-37.0;-24.0;-26.0;-7.0;-43.0;-18.0;-27.0;-23.0;-20.0;-79.0;-53.0;-14.0;-16.0;-17.0;5.0;-13.0;-32.0;-24.0;-61.0;-20.0;-18.0;64.0;29.0;17.0;11.0;-10.0;9.0;-10.0;-8.0;-11.0;-9.0;-19.0;7.0;-7.0;-11.0;-22.0;-79.0;-7.0;-54.0;-38.0;-28.0;-48.0;48.0;52.0;7.0;-18.0;-8.0;-11.0;-6.0;-8.0;-1.0;-6.0;-51.0;-33.0;-7.0;-1.0;28.0;22.0;-28.0;-15.0;29.0;6.0;-3.0;-4.0;-3.0;-64.0;-43.0;-23.0;16.0;33.0;-14.0;21.0;12.0;8.0;1.0;27.0;32.0;13.0;2.0;27.0;19.0;-13.0;10.0;-4.0;1.0;15:55:00;-1.0;JUV;SAM
FIO X ROM 20-12-2019;212 (82%);181 (83%);393 (83%);126 (72%);124 (76%);250 (74%);4;7;11;3;2;5;59%;57%;58%;41%;43%;42%;0;1;1;1;0;1;1;2;3;2;0;2;2;2;4;4;0;4;11;8;19;6;8;14;0;4;4;1;4;5;0;1;1;0;0;0;0/5 (0%);1/5 (20%);1/10 (10%);2/6 (33%);1/9 (11%);3/15 (20%);7/10 (70%);5/7 (71%);12/17 (71%);3/7 (43%);4/5 (80%);7/12 (58%);24;32;56;25;16;41;16;20;2;1;3;1;1;2;0;0;0;0;1;1;10;2;12;4;5;9;19/36 (53%);18/30 (60%);37/66 (56%);4/20 (20%);12/29 (41%);16/49 (33%);1;0;1;2;0;2;257;219;476;176;164;340;64;59;123;70;61;131;;;;;;;4;5;9;4;0;4;1;2;3;1;3;4;3;3;6;3;1;4;2;2;4;4;4;8;6;9;15;9;5;14;6;7;13;8;4;12;2;1;3;2;2;4;4.0;2019-12-20;-12.0;34.0;21.0;60.0;100.0;57.0;30.0;-23.0;-10.0;-10.0;-56.0;-15.0;-34.0;-16.0;-52.0;-28.0;-3.0;-4.0;-4.0;-4.0;-18.0;-20.0;-20.0;-14.0;-13.0;-11.0;11.0;50.0;27.0;13.0;-22.0;-5.0;-11.0;-21.0;15.0;-10.0;-5.0;11.0;3.0;8.0;-13.0;-7.0;-3.0;-9.0;-2.0;-15.0;18.0;10.0;-25.0;36.0;16.0;-11.0;4.0;-9.0;11.0;-4.0;-10.0;-4.0;-16.0;-36.0;-26.0;-66.0;-43.0;-46.0;-16.0;-4.0;-4.0;-11.0;-1.0;-32.0;-16.0;-37.0;-39.0;-1.0;-8.0;-2.0;3.0;8.0;-34.0;11.0;6.0;4.0;1.0;1.0;1.0;9.0;61.0;9.0;-23.0;-20.0;-47.0;85.0;1.0;17:45:00;-1.0;ROM;FIO
UDI X CAG 21-12-2019;269 (86%);239 (88%);508 (87%);185 (83%);128 (74%);313 (79%);5;9;14;8;11;19;58%;62%;60%;42%;38%;40%;0;0;0;1;0;1;0;0;0;1;1;2;1;1;2;2;4;6;10;6;16;9;14;23;0;1;1;1;1;2;0;1;1;1;2;3;1/4 (25%);4/16 (25%);5/20 (25%);4/14 (29%);3/6 (50%);7/20 (35%);4/5 (80%);9/11 (82%);13/16 (81%);9/11 (82%);10/13 (77%);19/24 (79%);21;32;53;27;33;60;14;13;;;;;;;1;0;1;0;0;0;3;2;5;5;5;10;14/27 (52%);14/23 (61%);28/50 (56%);11/23 (48%);13/32 (41%);24/55 (44%);0;0;0;1;2;3;313;273;586;224;173;397;64;64;128;69;64;133;0;1;1;0;0;0;4;4;8;4;7;11;5;6;11;3;3;6;0;1;1;1;1;2;2;4;6;2;1;3;8;7;15;6;6;12;6;8;14;6;8;14;1;3;4;0;3;3;1.0;2019-12-21;-9.0;24.0;15.0;14.0;7.0;4.0;-6.0;6.0;7.0;30.0;7.0;-12.0;14.0;-21.0;-12.0;-13.0;-45.0;-64.0;-34.0;-17.0;-5.0;2.0;-21.0;-14.0;22.0;30.0;30.0;19.0;13.0;8.0;4.0;21.0;51.0;-37.0;58.0;36.0;50.0;33.0;-34.0;-4.0;10.0;10.0;3.0;-5.0;-14.0;43.0;-20.0;-5.0;-8.0;-5.0;6.0;23.0;13.0;33.0;40.0;19.0;21.0;10.0;25.0;14.0;-18.0;-11.0;-36.0;-20.0;-18.0;-20.0;-9.0;16.0;-35.0;-27.0;21.0;-7.0;-5.0;-19.0;-5.0;26.0;1.0;-32.0;4.0;-27.0;-20.0;-10.0;-9.0;-93.0;-59.0;-10.0;-10.0;-24.0;-47.0;10.0;-54.0;-4.0;2.0;12:00:00;1.0;CAG;UDI
INT X GEN 21-12-2019;199 (81%);229 (88%);428 (85%);200 (83%);208 (85%);408 (84%);6;0;6;5;1;6;50%;52%;51%;50%;48%;49%;0;1;1;0;1;1;0;1;1;1;2;3;1;2;3;2;3;5;14;7;21;3;5;8;1;2;3;6;0;6;0;0;0;1;0;1;0/5 (0%);1/7 (14%);1/12 (8%);3/17 (18%);1/3 (33%);4/20 (20%);2/3 (67%);9/10 (90%);11/13 (85%);4/6 (67%);4/6 (67%);8/12 (67%);17;18;35;22;19;41;12;11;4;1;5;0;3;3;;;;;;;10;8;18;5;7;12;7/20 (35%);9/18 (50%);16/38 (42%);20/25 (80%);15/25 (60%);35/50 (70%);0;0;0;2;1;3;246;259;505;240;245;485;67;59;126;69;53;122;;;;;;;0;1;1;6;5;11;0;3;3;2;1;3;0;3;3;6;3;9;1;7;8;4;2;6;6;2;8;7;9;16;1;8;9;10;7;17;2;2;4;1;0;1;0.0;2019-12-21;8.0;31.0;24.0;30.0;17.0;26.0;48.0;26.0;12.0;-19.0;-32.0;-7.0;-24.0;26.0;9.0;17.0;100.0;92.0;82.0;51.0;26.0;64.0;-5.0;33.0;79.0;44.0;80.0;42.0;32.0;35.0;4.0;6.0;-16.0;-8.0;-19.0;27.0;14.0;16.0;12.0;33.0;;-3.0;62.0;52.0;34.0;-1.0;52.0;24.0;6.0;-3.0;-5.0;-33.0;-22.0;-16.0;-6.0;-6.0;-3.0;11.0;-56.0;-20.0;-10.0;60.0;27.0;15.0;-61.0;-46.0;-29.0;-4.0;-11.0;51.0;34.0;16.0;11.0;-17.0;-9.0;-6.0;8.0;4.0;54.0;-28.0;-4.0;3.0;15.0;13.0;14.0;12.0;61.0;59.0;35.0;40.0;24.0;;4.0;15:00:00;1.0;GEN;INT
TOR X SPA 21-12-2019;176 (78%);114 (74%);290 (76%);115 (74%);139 (74%);254 (74%);12;8;20;6;9;15;59%;45%;52%;41%;55%;48%;1;0;1;0;0;0;1;1;2;1;0;1;2;3;5;2;4;6;15;18;33;11;10;21;1;2;3;6;4;10;0;0;0;1;0;1;4/9 (44%);1/9 (11%);5/18 (28%);1/15 (7%);4/12 (33%);5/27 (19%);8/9 (89%);8/9 (89%);16/18 (89%);3/7 (43%);9/11 (82%);12/18 (67%);40;33;73;24;31;55;17;23;4;1;5;2;0;2;;;;;;;6;10;16;7;2;9;9/24 (38%);16/38 (42%);25/62 (40%);13/32 (41%);14/30 (47%);27/62 (44%);0;4;4;0;2;2;226;155;381;156;189;345;73;63;136;85;77;162;0;0;0;0;1;1;4;4;8;5;5;10;1;2;3;1;1;2;3;1;4;5;1;6;2;2;4;3;1;4;11;6;17;7;5;12;6;6;12;8;6;14;0;4;4;3;1;4;2.0;2019-12-21;10.0;9.0;-12.0;-16.0;9.0;-2.0;-2.0;3.0;14.0;11.0;41.0;7.0;-40.0;-34.0;-41.0;-55.0;-41.0;-41.0;-44.0;-38.0;-23.0;-13.0;3.0;70.0;41.0;26.0;73.0;88.0;71.0;47.0;28.0;25.0;45.0;58.0;24.0;14.0;5.0;-54.0;-31.0;23.0;-2.0;-10.0;29.0;18.0;12.0;35.0;8.0;6.0;2.0;5.0;-22.0;-4.0;-11.0;-14.0;-25.0;-29.0;24.0;-17.0;-9.0;-11.0;-10.0;-2.0;9.0;9.0;10.0;7.0;31.0;7.0;22.0;21.0;33.0;75.0;53.0;35.0;11.0;20.0;17.0;11.0;-6.0;33.0;8.0;-48.0;-26.0;20.0;1.0;9.0;22.0;41.0;29.0;21.0;43.0;-16.0;1.0;17:45:00;-1.0;SPA;TOR
ATT X MIL 22-12-2019;146 (78%);148 (81%);294 (80%);222 (83%);221 (85%);443 (84%);3;3;6;8;1;9;41%;41%;41%;59%;59%;59%;0;0;0;0;2;2;0;0;0;0;4;4;2;2;4;3;1;4;13;9;22;2;3;5;0;2;2;3;2;5;0;0;0;0;2;2;1/2 (50%);0/6 (0%);1/8 (13%);3/11 (27%);2/8 (25%);5/19 (26%);2/4 (50%);5/6 (83%);7/10 (70%);7/11 (64%);4/8 (50%);11/19 (58%);18;16;34;28;19;47;12;7;3;2;5;1;0;1;0;0;0;1;0;1;6;11;17;4;5;9;13/31 (42%);18/30 (60%);31/61 (51%);15/30 (50%);9/24 (38%);24/54 (44%);0;1;1;5;0;5;187;182;369;266;261;527;62;62;124;72;56;128;;;;;;;4;1;5;3;9;12;3;0;3;1;3;4;1;0;1;4;7;11;2;1;3;5;2;7;10;4;14;8;8;16;6;2;8;8;11;19;2;2;4;0;2;2;0.0;2019-12-22;3.0;49.0;48.0;9.0;16.0;15.0;47.0;65.0;42.0;17.0;11.0;46.0;9.0;3.0;19.0;13.0;9.0;5.0;3.0;-1.0;-12.0;-13.0;60.0;-19.0;-13.0;-9.0;-6.0;-5.0;-32.0;-27.0;-10.0;-2.0;5.0;47.0;32.0;24.0;46.0;39.0;38.0;27.0;4.0;6.0;14.0;12.0;11.0;33.0;48.0;29.0;15.0;33.0;14.0;6.0;-8.0;-7.0;8.0;8.0;21.0;23.0;60.0;61.0;82.0;47.0;23.0;19.0;23.0;11.0;7.0;11.0;-8.0;21.0;47.0;50.0;26.0;15.0;17.0;14.0;19.0;12.0;19.0;2.0;42.0;32.0;40.0;78.0;54.0;41.0;51.0;51.0;20.0;23.0;13.0;-52.0;5.0;09:30:00;1.0;MIL;ATT
