game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;wonTackle;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
CEA X AME 2018-05-14;Gerson Magrão;america-mineiro;G. Magrão;47748;False;América Mineiro;1973;;;0;4 (57%);4 (0);23';M;6.0;0;0;1;0 (0);1;0;0;0 (0);;4 (57%);0;0 (0);0 (0);2;0;2;;;;;AME
CAM X CRU 2018-05-19;Róger Guedes;atletico-mineiro;R. Guedes;777341;False;Atlético Mineiro;1977;1;;1;26 (72%);11 (6);90';M;7.7;1;2;1;5 (1);1;0;1;1 (1);;26 (72%);2;1 (1);1 (1);0;3;1;;;;;CAM
CAM X CRU 2018-05-19;Emerson;atletico-mineiro;Emerson;856123;False;Atlético Mineiro;1977;;;3;56 (88%);20 (11);90';D;7.6;0;0;0;2 (1);5;0;5;3 (2);4;56 (88%);3;2 (1);5 (4);1;3;2;;;;;CAM
CAM X CRU 2018-05-19;Juan Cazares;atletico-mineiro;J. Cazares;158411;False;Atlético Mineiro;1977;;;0;81 (88%);7 (2);90';M;7.3;0;1;0;4 (2);0;0;0;0 (0);1;81 (88%);3;2 (1);13 (11);0;0;2;;;;;CAM
CAM X CRU 2018-05-19;Victor;atletico-mineiro;Victor;39418;False;Atlético Mineiro;1977;;;0;17 (81%);0 (0);90';G;7.3;0;0;0;0 (0);0;0;0;0 (0);;17 (81%);0;0 (0);8 (4);0;0;0;2;0;0 (0);0;CAM
CAM X CRU 2018-05-19;Fábio Santos;atletico-mineiro;F. Santos;35519;False;Atlético Mineiro;1977;;;2;47 (87%);4 (2);90';D;7.3;0;1;0;0 (0);3;0;0;2 (2);;47 (87%);1;4 (1);5 (2);0;0;2;;;;;CAM
CAM X CRU 2018-05-19;Fábio;cruzeiro;Fábio;17785;False;Cruzeiro;1954;;;0;20 (66%);2 (2);90';G;7.3;0;0;0;0 (0);2;0;0;0 (0);;20 (66%);0;0 (0);19 (9);0;0;0;4;2;1 (1);2;CRU
CAM X CRU 2018-05-19;Gleison Bremer;atletico-mineiro;G. Bremer;885197;False;Atlético Mineiro;1977;;;1;38 (79%);7 (6);90';D;7.2;0;1;1;0 (0);7;0;5;1 (0);1;38 (79%);0;0 (0);12 (3);0;1;0;;;;;CAM
CAM X CRU 2018-05-19;Rómulo Otero;atletico-mineiro;R. Otero;845323;False;Atlético Mineiro;1977;;;1;10 (71%);10 (6);32';M;7.1;2;1;0;7 (5);0;0;1;1 (0);1;10 (71%);0;3 (1);0 (0);0;0;0;;;;;CAM
CAM X CRU 2018-05-19;Gabriel;atletico-mineiro;Gabriel;559194;False;Atlético Mineiro;1977;;;3;60 (92%);12 (7);90';D;7.1;0;0;0;0 (0);6;0;0;3 (3);2;60 (92%);0;0 (0);9 (5);1;2;0;;;;;CAM
CAM X CRU 2018-05-19;Bruno Silva;cruzeiro;B. Silva;125235;False;Cruzeiro;1954;;;1;26 (83%);9 (6);90';M;7.1;1;2;0;1 (1);1;0;3;1 (1);;26 (83%);1;0 (0);2 (2);0;1;2;;;;;CRU
CAM X CRU 2018-05-19;Alejandro Cabral;cruzeiro;A. Cabral;48471;False;Cruzeiro;1954;;;2;30 (88%);10 (7);90';M;7.1;0;1;0;3 (3);2;1;3;2 (1);3;30 (88%);0;0 (0);1 (0);0;1;1;;;;;CRU
CAM X CRU 2018-05-19;Marcelo Hermes;cruzeiro;M. Hermes;783490;False;Cruzeiro;1954;;;4;19 (70%);14 (9);90';D;7.0;0;1;0;3 (2);2;0;1;4 (2);4;19 (70%);2;5 (1);6 (1);0;2;0;;;;;CRU
CAM X CRU 2018-05-19;Elias;atletico-mineiro;Elias;329051;False;Atlético Mineiro;1977;;;1;48 (87%);9 (5);83';M;7.0;1;1;0;1 (1);1;0;0;1 (1);3;48 (87%);1;1 (0);1 (0);0;2;1;;;;;CAM
CAM X CRU 2018-05-19;Adilson;atletico-mineiro;Adilson;39618;False;Atlético Mineiro;1977;;;1;80 (95%);11 (5);90';M;7.0;0;0;0;3 (3);1;0;2;1 (0);;80 (95%);1;0 (0);1 (1);2;0;3;;;;;CAM
CAM X CRU 2018-05-19;Murilo Cerqueira;cruzeiro;M. Cerqueira;874729;False;Cruzeiro;1954;;;2;19 (73%);8 (3);90';D;6.9;1;0;0;1 (1);5;1;3;2 (2);1;19 (73%);0;0 (0);5 (2);0;0;1;;;;;CRU
CAM X CRU 2018-05-19;Raniel;cruzeiro;Raniel;840257;False;Cruzeiro;1954;;;0;4 (50%);17 (8);74';F;6.9;0;2;0;6 (5);0;0;0;0 (0);;4 (50%);0;0 (0);0 (0);3;2;4;;;;;CRU
CAM X CRU 2018-05-19;Ricardo Oliveira;atletico-mineiro;R. Oliveira;2099;False;Atlético Mineiro;1977;;;0;5 (71%);6 (3);89';F;6.9;1;4;0;4 (2);0;0;0;0 (0);;5 (71%);0;0 (0);0 (0);0;1;0;;;;;CAM
CAM X CRU 2018-05-19;Luan;atletico-mineiro;Luan;243427;False;Atlético Mineiro;1977;;;2;32 (82%);10 (4);58';M;6.8;0;0;0;2 (1);1;0;0;2 (1);2;32 (82%);2;2 (1);1 (1);0;0;1;;;;;CAM
CAM X CRU 2018-05-19;Manoel;cruzeiro;Manoel;84845;False;Cruzeiro;1954;;;2;19 (82%);3 (2);90';D;6.7;0;0;0;0 (0);1;0;3;2 (1);1;19 (82%);0;0 (0);5 (2);0;0;0;;;;;CRU
CAM X CRU 2018-05-19;Rafael Sóbis;cruzeiro;R. Sóbis;17789;False;Cruzeiro;1954;;;0;5 (83%);2 (0);45';F;6.6;0;3;0;0 (0);1;0;0;0 (0);1;5 (83%);0;1 (0);1 (0);1;0;0;;;;;CRU
CAM X CRU 2018-05-19;Matheus Galdezani;atletico-mineiro;M. Galdezani;797476;False;Atlético Mineiro;1977;;;0;10 (100%);0 (0);7';M;6.5;0;0;0;0 (0);0;0;0;0 (0);;10 (100%);0;0 (0);0 (0);0;0;0;;;;;CAM
CAM X CRU 2018-05-19;Robinho;cruzeiro;Robinho;125018;False;Cruzeiro;1954;;;1;14 (77%);7 (3);68';M;6.5;0;0;0;2 (1);0;0;0;1 (1);;14 (77%);2;4 (1);3 (1);3;1;0;;;;;CRU
CAM X CRU 2018-05-19;Giorgian De Arrascaeta;cruzeiro;G. De Arrascaeta;333587;False;Cruzeiro;1954;;;1;13 (76%);13 (5);45';M;6.4;0;0;0;2 (1);0;0;1;1 (0);4;13 (76%);1;4 (1);0 (0);0;3;1;;;;;CRU
CAM X CRU 2018-05-19;Vitinho;cruzeiro;Vitinho;914477;False;Cruzeiro;1954;;;0;3 (75%);3 (1);22';D;6.3;0;0;0;1 (0);0;0;1;0 (0);;3 (75%);0;0 (0);1 (0);1;1;0;;;;;CRU
CAM X CRU 2018-05-19;Sassá;cruzeiro;Sassá;243157;False;Cruzeiro;1954;;;0;3 (100%);4 (0);16';F;6.3;0;0;0;0 (0);0;0;0;0 (0);;3 (100%);0;0 (0);0 (0);0;0;3;;;;;CRU
CAM X CRU 2018-05-19;Ezequiel;cruzeiro;Ezequiel;311670;False;Cruzeiro;1954;;;2;13 (68%);8 (3);90';D;6.2;0;0;0;0 (0);2;0;0;2 (1);2;13 (68%);0;2 (0);3 (0);1;0;1;;;;;CRU
CAM X CRU 2018-05-19;Federico Mancuello;cruzeiro;F. Mancuello;122615;False;Cruzeiro;1954;;;1;9 (64%);8 (2);48';M;5.6;0;0;0;0 (0);0;0;1;1 (0);;9 (64%);1;2 (0);2 (0);1;0;2;;;;;CRU
CAM X CRU 2018-05-19;Alerrandro;atletico-mineiro;Alerrandro;923948;False;Atlético Mineiro;1977;;;0;0 (0%);1 (0);1';F;–;0;0;0;0 (0);0;0;0;0 (0);;0 (0%);0;0 (0);0 (0);0;0;1;;;;;CAM
FLA X VAS 2018-05-19;Andrés Ríos;vasco-da-gama;A. Ríos;34135;False;Vasco da Gama;1974;;1;2;17 (68%);20 (10);86';F;7.7;0;1;0;4 (3);1;0;0;2 (1);;17 (68%);3;3 (1);0 (0);2;2;5;;;;;VAS
FLA X VAS 2018-05-19;Wagner;vasco-da-gama;Wagner;33112;False;Vasco da Gama;1974;1;;0;23 (92%);5 (2);62';M;7.7;2;0;0;0 (0);0;0;2;0 (0);;23 (92%);2;6 (1);2 (2);0;1;2;;;;;VAS
FLA X VAS 2018-05-19;Diego Alves;flamengo;D. Alves;27828;False;Flamengo;5981;;;0;19 (67%);0 (0);90';G;7.4;0;0;0;0 (0);0;0;0;0 (0);;19 (67%);0;0 (0);16 (7);0;0;0;6;0;0 (0);2;FLA
FLA X VAS 2018-05-19;Diego;flamengo;Diego;6256;False;Flamengo;5981;;;2;40 (87%);11 (9);90';M;7.3;0;1;1;3 (3);0;0;0;2 (2);1;40 (87%);1;3 (0);1 (1);0;4;2;;;;;FLA
FLA X VAS 2018-05-19;Werley;vasco-da-gama;Werley;123212;False;Vasco da Gama;1974;;;2;22 (75%);12 (7);90';D;7.2;0;0;0;0 (0);14;0;2;2 (2);;22 (75%);0;0 (0);13 (8);0;1;2;;;;;VAS
FLA X VAS 2018-05-19;Renê;flamengo;Renê;243113;False;Flamengo;5981;;;0;49 (75%);10 (6);90';D;7.1;0;0;0;1 (1);2;1;2;0 (0);;49 (75%);2;1 (0);7 (3);2;2;1;;;;;FLA
FLA X VAS 2018-05-19;Breno;vasco-da-gama;Breno;31947;False;Vasco da Gama;1974;;;3;20 (87%);9 (7);89';D;7.1;0;0;0;0 (0);4;2;2;3 (3);1;20 (87%);0;0 (0);3 (1);0;2;0;;;;;VAS
FLA X VAS 2018-05-19;Henrique;vasco-da-gama;Henrique;336851;False;Vasco da Gama;1974;;;2;23 (82%);11 (6);90';D;7.0;0;0;0;0 (0);5;0;0;2 (2);;23 (82%);2;0 (0);3 (2);1;3;2;;;;;VAS
FLA X VAS 2018-05-19;Réver;flamengo;Réver;39421;False;Flamengo;5981;;;1;27 (93%);4 (3);45';D;7.0;0;1;0;0 (0);2;1;1;1 (0);;27 (93%);0;0 (0);6 (4);0;0;0;;;;;FLA
FLA X VAS 2018-05-19;Rhodolfo;flamengo;Rhodolfo;39355;False;Flamengo;5981;;;2;29 (90%);5 (4);44';D;7.0;0;0;0;1 (1);0;0;0;2 (1);;29 (90%);0;0 (0);4 (3);0;1;0;;;;;FLA
FLA X VAS 2018-05-19;Vinícius Júnior;flamengo;V. Júnior;868812;False;Flamengo;5981;1;;0;10 (71%);12 (5);79';M;6.9;1;1;0;5 (3);0;0;0;0 (0);1;10 (71%);0;3 (0);0 (0);2;2;1;;;;;FLA
FLA X VAS 2018-05-19;Yago Pikachu;vasco-da-gama;Y. Pikachu;363688;False;Vasco da Gama;1974;;;2;13 (56%);11 (5);90';M;6.9;2;0;0;3 (1);1;0;0;2 (1);;13 (56%);1;6 (2);5 (2);2;2;2;;;;;VAS
FLA X VAS 2018-05-19;Rodinei;flamengo;Rodinei;244039;False;Flamengo;5981;;;0;31 (91%);6 (3);90';D;6.9;0;1;0;1 (1);5;0;1;0 (0);1;31 (91%);1;8 (1);2 (2);0;1;1;;;;;FLA
FLA X VAS 2018-05-19;Leandro Desábato;vasco-da-gama;L. Desábato;231952;False;Vasco da Gama;1974;;;4;31 (91%);11 (6);90';M;6.9;1;0;0;1 (1);4;0;2;4 (3);3;31 (91%);0;1 (0);2 (0);0;1;3;;;;;VAS
FLA X VAS 2018-05-19;Éverton Ribeiro;flamengo;É. Ribeiro;145063;False;Flamengo;5981;;;0;40 (81%);17 (8);90';M;6.9;1;1;0;2 (0);0;0;1;0 (0);1;40 (81%);1;7 (2);3 (3);1;8;4;;;;;FLA
FLA X VAS 2018-05-19;Rafael Galhardo;vasco-da-gama;R. Galhardo;158289;False;Vasco da Gama;1974;;;3;19 (79%);7 (4);90';D;6.8;0;1;0;0 (0);3;0;1;3 (2);2;19 (79%);0;2 (0);1 (1);0;1;1;;;;;VAS
FLA X VAS 2018-05-19;Léo Duarte;flamengo;L. Duarte;839982;False;Flamengo;5981;;;2;39 (84%);8 (5);90';D;6.7;0;0;0;0 (0);5;1;2;2 (1);1;39 (84%);0;0 (0);7 (4);0;0;0;;;;;FLA
FLA X VAS 2018-05-19;Gustavo Cuéllar;flamengo;G. Cuéllar;180059;False;Flamengo;5981;;;5;56 (87%);13 (6);89';M;6.6;0;0;0;1 (0);1;0;1;5 (3);;56 (87%);0;1 (0);7 (5);1;1;3;;;;;FLA
FLA X VAS 2018-05-19;Thiago Galhardo;vasco-da-gama;T. Galhardo;165677;False;Vasco da Gama;1974;;;1;13 (61%);17 (9);70';M;6.6;2;0;3;8 (4);0;0;0;1 (1);2;13 (61%);0;1 (0);0 (0);0;2;1;;;;;VAS
FLA X VAS 2018-05-19;Martín Silva;vasco-da-gama;M. Silva;36979;False;Vasco da Gama;1974;;;0;8 (42%);0 (0);90';G;6.6;0;0;0;0 (0);1;0;0;0 (0);;8 (42%);0;0 (0);17 (6);0;0;0;2;0;0 (0);0;VAS
FLA X VAS 2018-05-19;Evander;vasco-da-gama;Evander;822515;False;Vasco da Gama;1974;;;0;9 (81%);4 (1);20';M;6.5;0;0;0;1 (1);0;0;0;0 (0);2;9 (81%);1;2 (1);3 (1);0;0;0;;;;;VAS
FLA X VAS 2018-05-19;Marlos Moreno;flamengo;M. Moreno;818942;False;Flamengo;5981;;;0;0 (0%);0 (0);11';M;6.5;0;0;1;0 (0);0;0;0;0 (0);;0 (0%);0;0 (0);0 (0);0;0;0;;;;;FLA
FLA X VAS 2018-05-19;Henrique Dourado;flamengo;Henrique;329219;False;Flamengo;5981;;;0;7 (58%);16 (5);88';F;6.5;0;0;0;2 (1);0;0;0;0 (0);1;7 (58%);1;0 (0);0 (0);3;2;2;;;;;FLA
FLA X VAS 2018-05-19;Lucas Paquetá;flamengo;L. Paquetá;839981;False;Flamengo;5981;;;2;34 (85%);21 (8);90';M;6.4;0;1;0;2 (2);3;1;1;2 (2);5;34 (85%);2;2 (1);1 (0);4;1;2;;;;;FLA
FLA X VAS 2018-05-19;Bruno Silva;vasco-da-gama;B. Silva;39399;False;Vasco da Gama;1974;;;0;22 (81%);7 (2);90';M;6.4;0;1;1;0 (0);4;0;1;0 (0);;22 (81%);0;0 (0);2 (1);0;0;4;;;;;VAS
FLA X VAS 2018-05-19;Lincoln;flamengo;Lincoln;905454;False;Flamengo;5981;;;0;1 (100%);0 (0);2';F;6.3;1;0;0;0 (0);0;0;0;0 (0);;1 (100%);0;0 (0);0 (0);0;0;0;;;;;FLA
FLA X VAS 2018-05-19;Kelvin;vasco-da-gama;Kelvin;147650;False;Vasco da Gama;1974;;;0;6 (85%);6 (1);28';M;6.3;0;1;0;2 (1);0;0;0;0 (0);1;6 (85%);1;0 (0);1 (0);1;0;1;;;;;VAS
FLA X VAS 2018-05-19;Duvier Riascos;vasco-da-gama;D. Riascos;220233;False;Vasco da Gama;1974;;;0;2 (100%);3 (1);3';F;6.0;0;1;0;0 (0);1;0;0;0 (0);1;2 (100%);0;0 (0);1 (1);0;0;1;;;;;VAS
PAL X BAH 2018-05-19;Lucas Lima;palmeiras;L. Lima;244589;False;Palmeiras;1963;;1;4;47 (85%);14 (8);90';M;8.2;0;1;0;2 (2);0;0;1;4 (4);;47 (85%);3;5 (1);10 (7);3;2;3;;;;;PAL
PAL X BAH 2018-05-19;Miguel Borja;palmeiras;M. A. Borja;329601;False;Palmeiras;1963;1;1;0;9 (52%);6 (5);72';F;7.9;1;2;1;1 (1);0;0;0;0 (0);;9 (52%);1;0 (0);0 (0);0;1;1;;;;;PAL
PAL X BAH 2018-05-19;Diogo Barbosa;palmeiras;D. Goiano;243107;False;Palmeiras;1963;;;2;34 (81%);10 (6);90';D;7.7;0;0;0;1 (1);1;1;3;2 (2);2;34 (81%);1;1 (0);5 (3);1;1;1;;;;;PAL
PAL X BAH 2018-05-19;Antônio Carlos;palmeiras;A. Carlos;242209;False;Palmeiras;1963;1;;0;33 (76%);4 (3);90';D;7.6;1;1;0;0 (0);4;1;0;0 (0);;33 (76%);0;0 (0);7 (2);0;1;1;;;;;PAL
PAL X BAH 2018-05-19;Keno;palmeiras;Keno;787607;False;Palmeiras;1963;;;4;9 (64%);14 (8);81';M;7.4;0;0;0;3 (1);0;0;2;4 (3);1;9 (64%);2;1 (0);0 (0);2;2;1;;;;;PAL
PAL X BAH 2018-05-19;Lucas Fonseca;bahia;L. Fonseca;243441;False;Bahia;1955;;;2;27 (81%);7 (5);90';D;7.4;0;1;0;1 (1);5;1;4;2 (1);1;27 (81%);1;0 (0);7 (5);0;1;1;;;;;BAH
PAL X BAH 2018-05-19;Jailson;palmeiras;Jailson;25263;False;Palmeiras;1963;;;0;12 (66%);0 (0);90';G;7.4;0;0;0;0 (0);1;0;0;0 (0);;12 (66%);0;0 (0);11 (7);0;0;0;4;0;0 (0);0;PAL
PAL X BAH 2018-05-19;Edson;bahia;Edson;578420;False;Bahia;1955;;;1;34 (85%);9 (6);90';M;7.2;0;0;0;0 (0);1;0;8;1 (0);;34 (85%);1;0 (0);2 (2);1;3;1;;;;;BAH
PAL X BAH 2018-05-19;Marcos Rocha;palmeiras;M. Rocha;82576;False;Palmeiras;1963;;;2;45 (71%);7 (3);90';D;7.2;0;0;0;0 (0);1;0;4;2 (1);1;45 (71%);0;4 (1);17 (8);1;0;2;;;;;PAL
PAL X BAH 2018-05-19;Edu Dracena;palmeiras;E. Dracena;18763;False;Palmeiras;1963;;;0;42 (95%);3 (0);90';D;7.2;0;0;0;0 (0);0;1;2;0 (0);1;42 (95%);0;0 (0);5 (5);0;0;1;;;;;PAL
PAL X BAH 2018-05-19;Alejandro Guerra;palmeiras;A. Guerra;20725;False;Palmeiras;1963;;;0;8 (88%);2 (0);9';M;7.1;1;0;0;0 (0);0;0;0;0 (0);;8 (88%);3;0 (0);0 (0);2;0;0;;;;;PAL
PAL X BAH 2018-05-19;Régis;bahia;Régis;335365;False;Bahia;1955;;;1;2 (40%);4 (3);18';M;7.0;0;0;0;2 (2);0;0;0;1 (0);;2 (40%);1;2 (1);0 (0);1;0;0;;;;;BAH
PAL X BAH 2018-05-19;Vinícius;bahia;Vinícius;243247;False;Bahia;1955;;;0;49 (90%);1 (0);88';M;7.0;0;0;3;0 (0);0;0;1;0 (0);;49 (90%);3;3 (1);9 (8);1;0;0;;;;;BAH
PAL X BAH 2018-05-19;Felipe Melo;palmeiras;F. Melo;4811;False;Palmeiras;1963;;;3;30 (88%);13 (6);79';M;7.0;0;0;0;0 (0);1;2;6;3 (2);2;30 (88%);0;0 (0);7 (5);2;2;3;;;;;PAL
PAL X BAH 2018-05-19;Anderson;bahia;Anderson;791193;False;Bahia;1955;;;0;3 (27%);0 (0);33';G;6.8;0;0;0;0 (0);0;0;0;0 (0);;3 (27%);0;0 (0);10 (2);0;0;0;2;0;0 (0);0;BAH
PAL X BAH 2018-05-19;Bruno Henrique;palmeiras;B. Henrique;345113;False;Palmeiras;1963;;;1;44 (88%);11 (4);90';M;6.8;0;0;0;1 (1);1;0;0;1 (1);3;44 (88%);1;1 (0);3 (1);1;2;2;;;;;PAL
PAL X BAH 2018-05-19;Zé Rafael;bahia;Z. Rafael;329069;False;Bahia;1955;;;1;22 (95%);13 (7);90';M;6.8;3;1;0;4 (4);0;0;0;1 (1);1;22 (95%);1;1 (0);0 (0);3;2;1;;;;;BAH
PAL X BAH 2018-05-19;Willian;palmeiras;Willian;146308;False;Palmeiras;1963;1;;1;22 (75%);10 (3);90';M;6.8;3;1;2;0 (0);0;0;1;1 (1);3;22 (75%);0;1 (0);0 (0);0;2;1;;;;;PAL
PAL X BAH 2018-05-19;Gregore;bahia;Gregore;840276;False;Bahia;1955;;;2;52 (94%);15 (7);90';M;6.7;0;0;0;3 (3);2;0;2;2 (2);2;52 (94%);0;2 (0);3 (3);1;1;4;;;;;BAH
PAL X BAH 2018-05-19;Nino Paraíba;bahia;N. Paraíba;77375;False;Bahia;1955;;;2;32 (84%);6 (3);90';D;6.7;0;0;0;0 (0);6;1;5;2 (1);;32 (84%);0;3 (0);5 (4);1;1;0;;;;;BAH
PAL X BAH 2018-05-19;Everson;bahia;Everson;886387;False;Bahia;1955;;;2;25 (71%);9 (5);90';D;6.6;0;1;0;1 (1);3;0;2;2 (2);1;25 (71%);0;0 (0);7 (3);0;0;1;;;;;BAH
PAL X BAH 2018-05-19;Élber;bahia;Élber;243413;False;Bahia;1955;;;1;27 (73%);17 (9);90';M;6.6;1;0;1;5 (3);2;0;2;1 (1);1;27 (73%);0;0 (0);2 (2);3;5;0;;;;;BAH
PAL X BAH 2018-05-19;Thiago Santos;palmeiras;T. Santos;378590;False;Palmeiras;1963;;;0;12 (80%);3 (2);11';M;6.5;0;0;0;0 (0);0;0;1;0 (0);1;12 (80%);0;0 (0);2 (1);0;0;0;;;;;PAL
PAL X BAH 2018-05-19;Júnior Brumado;bahia;J. Brumado;888376;False;Bahia;1955;;;2;8 (80%);13 (5);72';F;6.4;0;1;1;0 (0);0;0;0;2 (1);;8 (80%);0;0 (0);0 (0);4;2;2;;;;;BAH
PAL X BAH 2018-05-19;Léo Pelé;bahia;L. Pelé;360940;False;Bahia;1955;;;0;30 (85%);4 (1);90';D;6.3;0;0;0;0 (0);4;0;1;0 (0);;30 (85%);1;3 (0);3 (1);0;1;3;;;;;BAH
PAL X BAH 2018-05-19;Hyoran;palmeiras;Hyoran;551348;False;Palmeiras;1963;;;0;5 (100%);3 (0);18';M;6.2;0;0;0;1 (0);0;0;0;0 (0);;5 (100%);0;1 (0);0 (0);0;0;1;;;;;PAL
PAL X BAH 2018-05-19;Douglas Friedrich;bahia;D. Friedrich;838439;False;Bahia;1955;;;0;6 (35%);0 (0);57';G;6.0;0;0;0;0 (0);3;0;0;0 (0);;6 (35%);0;0 (0);14 (3);0;0;0;1;0;2 (2);0;BAH
PAL X BAH 2018-05-19;Flávio;bahia;Flávio;839521;False;Bahia;1955;;;1;0 (0%);2 (1);2';M;–;0;0;0;0 (0);0;0;0;1 (0);;0 (0%);0;0 (0);0 (0);0;0;0;;;;;BAH
VIT X CEA 2018-05-20;Neílton;vitoria;Neílton;329223;False;Vitória;1962;1;1;2;27 (77%);11 (4);90';M;7.8;1;1;2;0 (0);0;0;0;2 (2);1;27 (77%);2;5 (0);2 (2);4;2;1;;;;;VIT
VIT X CEA 2018-05-20;Walisson Maia;vitoria;W. Maia;552176;False;Vitória;1962;;;2;20 (69%);12 (7);90';D;7.7;0;0;0;0 (0);8;2;6;2 (2);;20 (69%);0;0 (0);6 (1);1;1;1;;;;;VIT
VIT X CEA 2018-05-20;Wallyson;vitoria;Wallyson;84848;False;Vitória;1962;1;;0;26 (92%);8 (2);90';M;7.7;2;1;1;1 (1);0;0;0;0 (0);1;26 (92%);2;10 (2);3 (2);0;1;0;;;;;VIT
VIT X CEA 2018-05-20;Ricardinho;ceara-sc;Ricardinho;880130;False;Ceará SC;2001;;;3;54 (90%);10 (5);90';M;7.5;1;0;0;1 (1);1;0;0;3 (3);1;54 (90%);2;2 (1);6 (5);1;1;2;;;;;CEA
VIT X CEA 2018-05-20;Luiz Otávio;ceara-sc;L. Otávio;871204;False;Ceará SC;2001;;;2;50 (94%);4 (4);90';D;7.5;0;0;0;1 (1);5;3;1;2 (2);;50 (94%);1;0 (0);1 (0);0;0;0;;;;;CEA
VIT X CEA 2018-05-20;Jeferson;vitoria;Jeferson;358526;False;Vitória;1962;;;3;26 (72%);13 (10);90';D;7.4;0;0;0;1 (1);1;1;2;3 (3);;26 (72%);1;4 (1);8 (4);0;0;0;;;;;VIT
VIT X CEA 2018-05-20;Juninho;ceara-sc;Juninho;842073;False;Ceará SC;2001;;;6;66 (86%);17 (10);90';M;7.3;0;1;0;0 (0);3;0;2;6 (6);2;66 (86%);0;0 (0);8 (6);2;2;2;;;;;CEA
VIT X CEA 2018-05-20;Samuel Xavier;ceara-sc;S. Xavier;795773;False;Ceará SC;2001;;;1;53 (89%);13 (8);78';D;7.3;0;0;0;1 (0);5;0;2;1 (1);;53 (89%);3;4 (0);4 (3);0;2;1;;;;;CEA
VIT X CEA 2018-05-20;Willian Farias;vitoria;W. Farias;243239;False;Vitória;1962;;;1;35 (79%);8 (6);90';M;7.2;0;1;0;1 (1);0;1;4;1 (1);2;35 (79%);0;0 (0);2 (1);0;1;0;;;;;VIT
VIT X CEA 2018-05-20;Elias;vitoria;Elias;874777;False;Vitória;1962;;;0;10 (35%);0 (0);90';G;7.0;0;0;0;0 (0);1;0;1;0 (0);;10 (35%);0;0 (0);20 (3);0;0;0;5;0;0 (0);0;VIT
VIT X CEA 2018-05-20;Wescley;ceara-sc;Wescley;869854;False;Ceará SC;2001;1;;0;19 (73%);13 (2);90';M;7.0;3;2;2;4 (1);0;0;0;0 (0);2;19 (73%);2;0 (0);1 (0);1;0;4;;;;;CEA
VIT X CEA 2018-05-20;José Welison;vitoria;J. Welison;551422;False;Vitória;1962;;;3;30 (81%);11 (5);90';M;7.0;0;2;0;3 (2);1;0;3;3 (1);;30 (81%);0;0 (0);4 (2);1;0;0;;;;;VIT
VIT X CEA 2018-05-20;Richardson;ceara-sc;Richardson;870758;False;Ceará SC;2001;;;1;25 (83%);5 (4);45';M;6.9;1;0;1;0 (0);2;0;0;1 (1);;25 (83%);1;0 (0);3 (1);0;2;0;;;;;CEA
VIT X CEA 2018-05-20;Rafael Pereira;ceara-sc;R. Pereira;44356;False;Ceará SC;2001;;;0;43 (86%);4 (3);90';D;6.9;0;0;0;0 (0);5;1;1;0 (0);;43 (86%);0;0 (0);5 (3);0;0;0;;;;;CEA
VIT X CEA 2018-05-20;Pio;ceara-sc;Pio;870189;False;Ceará SC;2001;;;0;7 (77%);4 (4);12';M;6.8;0;0;0;1 (1);0;0;0;0 (0);;7 (77%);1;3 (0);2 (1);0;1;0;;;;;CEA
VIT X CEA 2018-05-20;Lucas Fernandes;vitoria;L. Fernandes;829764;False;Vitória;1962;;;1;12 (80%);10 (5);29';M;6.8;0;1;0;3 (0);0;0;1;1 (1);1;12 (80%);0;0 (0);0 (0);0;3;0;;;;;VIT
VIT X CEA 2018-05-20;Lucas;vitoria;Lucas;165575;False;Vitória;1962;;;2;26 (86%);8 (6);78';D;6.8;0;1;1;0 (0);0;0;1;2 (1);1;26 (86%);1;3 (0);1 (0);0;3;0;;;;;VIT
VIT X CEA 2018-05-20;Élton;ceara-sc;Élton;54412;False;Ceará SC;2001;;;1;20 (74%);11 (4);90';F;6.8;1;1;0;0 (0);2;0;0;1 (1);;20 (74%);2;2 (1);0 (0);1;0;2;;;;;CEA
VIT X CEA 2018-05-20;Hyuri;ceara-sc;Hyuri;349534;False;Ceará SC;2001;;;0;10 (71%);11 (6);45';M;6.7;0;1;1;4 (3);0;0;0;0 (0);;10 (71%);1;0 (0);1 (0);0;0;1;;;;;CEA
VIT X CEA 2018-05-20;Rhayner;vitoria;Rhayner;241468;False;Vitória;1962;;;3;18 (85%);14 (6);70';M;6.7;0;0;0;4 (2);0;0;2;3 (2);;18 (85%);0;0 (0);1 (0);1;1;4;;;;;VIT
VIT X CEA 2018-05-20;Kanu;vitoria;Kanu;59839;False;Vitória;1962;;;0;15 (83%);4 (2);90';D;6.7;0;0;0;0 (0);9;0;2;0 (0);;15 (83%);0;0 (0);2 (1);0;0;1;;;;;VIT
VIT X CEA 2018-05-20;Romário;ceara-sc;Romário;261681;False;Ceará SC;2001;;;2;36 (73%);12 (7);90';D;6.5;0;0;0;1 (1);1;0;2;2 (1);1;36 (73%);0;3 (0);5 (1);1;1;3;;;;;CEA
