game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;wonTackle;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
INT X FLA 2018-09-05;Vitinho;flamengo;Vitinho;242054;False;Flamengo;5981;1;;4;25 (67%);18 (8);90';M;7.3;1;3;1;4 (2);0;0;2;4 (3);2;25 (67%);1;2 (1);4 (2);3;2;1;;;;;FLA
INT X FLA 2018-09-05;Jonatan Álvez;internacional;J. Álvez;591434;False;Internacional;1966;;;2;13 (56%);18 (10);67';F;7.1;1;0;0;1 (1);1;0;0;2 (1);1;13 (56%);0;1 (0);3 (3);0;2;2;;;;;INT
INT X FLA 2018-09-05;Rômulo;flamengo;Rômulo;167027;False;Flamengo;5981;;;3;61 (91%);13 (5);90';M;7.1;0;0;0;0 (0);1;0;4;3 (2);;61 (91%);2;0 (0);5 (4);1;1;1;;;;;FLA
INT X FLA 2018-09-05;Pará;flamengo;Pará;124982;False;Flamengo;5981;;;2;39 (83%);8 (6);90';D;7.1;0;0;0;0 (0);1;0;1;2 (2);1;39 (83%);2;8 (2);6 (4);1;2;0;;;;;FLA
INT X FLA 2018-09-05;Rodrigo Moledo;internacional;R. Moledo;72080;False;Internacional;1966;;;1;27 (81%);7 (7);90';D;7.1;0;1;0;1 (1);3;0;4;1 (0);;27 (81%);0;0 (0);6 (2);0;1;0;;;;;INT
INT X FLA 2018-09-05;Andrés D'Alessandro;internacional;A. D'Alessandro;17639;False;Internacional;1966;;;2;6 (75%);4 (4);23';M;7.1;0;0;0;0 (0);0;0;0;2 (2);;6 (75%);1;1 (1);0 (0);0;2;0;;;;;INT
INT X FLA 2018-09-05;Nico López;internacional;N. López;255881;False;Internacional;1966;;1;3;23 (74%);8 (5);77';M;7.0;0;1;0;2 (1);0;0;0;3 (2);;23 (74%);2;3 (1);1 (1);2;1;0;;;;;INT
INT X FLA 2018-09-05;Léo Duarte;flamengo;L. Duarte;839982;False;Flamengo;5981;;;1;70 (93%);10 (6);90';D;6.9;0;0;0;1 (1);9;0;1;1 (0);;70 (93%);0;0 (0);3 (0);0;1;2;;;;;FLA
INT X FLA 2018-09-05;Edenilson;internacional;Edenilson;221636;False;Internacional;1966;;;0;29 (85%);8 (3);90';M;6.9;0;0;0;2 (2);1;0;2;0 (0);;29 (85%);1;4 (1);1 (1);1;1;1;;;;;INT
INT X FLA 2018-09-05;Marcelo Lomba;internacional;M. Lomba;34141;False;Internacional;1966;;;0;13 (76%);0 (0);90';G;6.9;0;0;0;0 (0);0;0;0;0 (0);;13 (76%);0;0 (0);13 (9);0;0;0;3;0;0 (0);0;INT
INT X FLA 2018-09-05;Víctor Cuesta;internacional;V. Cuesta;587148;False;Internacional;1966;;;0;29 (82%);8 (5);90';D;6.8;0;0;0;1 (1);4;0;5;0 (0);;29 (82%);0;0 (0);7 (4);1;2;3;;;;;INT
INT X FLA 2018-09-05;Fernando Uribe;flamengo;F. Uribe;107233;False;Flamengo;5981;;;0;3 (60%);1 (0);20';F;6.8;0;0;0;0 (0);0;0;0;0 (0);;3 (60%);1;0 (0);0 (0);0;0;1;;;;;FLA
INT X FLA 2018-09-05;Rhodolfo;flamengo;Rhodolfo;39355;False;Flamengo;5981;;;1;64 (92%);7 (5);90';D;6.8;0;0;0;0 (0);3;0;2;1 (1);1;64 (92%);0;0 (0);10 (7);0;0;0;;;;;FLA
INT X FLA 2018-09-05;Renê;flamengo;Renê;243113;False;Flamengo;5981;;;3;57 (82%);15 (8);90';D;6.7;0;0;0;3 (2);4;0;1;3 (1);1;57 (82%);1;2 (0);10 (7);3;2;1;;;;;FLA
INT X FLA 2018-09-05;Willian Arão;flamengo;W. Arão;242213;False;Flamengo;5981;;;0;27 (81%);7 (4);35';M;6.7;0;0;0;1 (1);0;0;2;0 (0);1;27 (81%);1;0 (0);1 (1);1;1;1;;;;;FLA
INT X FLA 2018-09-05;Marlos Moreno;flamengo;M. Moreno;818942;False;Flamengo;5981;;;1;29 (80%);11 (6);80';M;6.6;2;1;0;0 (0);1;0;0;1 (1);;29 (80%);0;1 (0);0 (0);3;3;1;;;;;FLA
INT X FLA 2018-09-05;Patrick;internacional;Patrick;594428;False;Internacional;1966;;;4;35 (87%);20 (9);90';M;6.6;1;0;0;3 (3);0;0;1;4 (2);2;35 (87%);0;0 (0);0 (0);3;0;4;;;;;INT
INT X FLA 2018-09-05;Fabiano;internacional;F. Leismann;551304;False;Internacional;1966;;;0;5 (45%);0 (0);29';D;6.6;0;0;0;0 (0);1;0;1;0 (0);;5 (45%);0;0 (0);6 (0);0;0;0;;;;;INT
INT X FLA 2018-09-05;Éverton Ribeiro;flamengo;É. Ribeiro;145063;False;Flamengo;5981;;1;0;62 (84%);5 (0);90';M;6.6;0;1;0;0 (0);0;0;2;0 (0);2;62 (84%);1;1 (0);2 (2);2;0;1;;;;;FLA
INT X FLA 2018-09-05;Lincoln;flamengo;Lincoln;905454;False;Flamengo;5981;;;1;10 (58%);5 (1);70';F;6.5;0;1;0;0 (0);0;0;0;1 (1);1;10 (58%);0;0 (0);0 (0);0;0;1;;;;;FLA
INT X FLA 2018-09-05;Zeca;internacional;Zeca;555454;False;Internacional;1966;;;3;23 (76%);8 (4);61';D;6.5;0;0;0;0 (0);1;0;0;3 (2);2;23 (76%);1;3 (1);5 (1);2;1;0;;;;;INT
INT X FLA 2018-09-05;Robert Piris;flamengo;R. Piris;805216;False;Flamengo;5981;;;0;38 (86%);7 (1);55';M;6.3;0;0;0;0 (0);2;0;4;0 (0);1;38 (86%);0;0 (0);4 (2);2;0;2;;;;;FLA
INT X FLA 2018-09-05;Matheus Sávio;flamengo;M. Sávio;795034;False;Flamengo;5981;;;0;5 (62%);2 (0);10';M;6.3;1;0;0;0 (0);0;0;0;0 (0);;5 (62%);0;0 (0);1 (1);0;0;1;;;;;FLA
INT X FLA 2018-09-05;Leandro Damião;internacional;L. Damião;108485;False;Internacional;1966;;;0;1 (100%);4 (1);13';F;6.3;0;0;0;1 (0);0;0;0;0 (0);;1 (100%);0;0 (0);0 (0);0;1;0;;;;;INT
INT X FLA 2018-09-05;Diego Alves;flamengo;D. Alves;27828;False;Flamengo;5981;;;0;19 (86%);1 (0);90';G;6.3;0;0;0;0 (0);0;0;0;0 (0);;19 (86%);0;0 (0);12 (9);0;0;0;3;0;0 (0);0;FLA
INT X FLA 2018-09-05;Iago;internacional;Iago;869644;False;Internacional;1966;;;1;26 (65%);7 (1);90';D;6.0;0;0;0;0 (0);1;0;0;1 (1);1;26 (65%);0;3 (0);4 (0);1;0;1;;;;;INT
FLU X VIT 2018-09-06;Léo;fluminense;Léo;329005;False;Fluminense;1961;;;3;32 (78%);13 (8);90';D;8.4;1;1;0;7 (4);1;0;4;3 (3);;32 (78%);4;13 (3);6 (3);1;1;1;;;;;FLU
FLU X VIT 2018-09-06;Ronaldo;vitoria;Ronaldo;840106;False;Vitória;1962;;;0;13 (48%);0 (0);90';G;8.0;0;0;0;0 (0);1;0;0;0 (0);;13 (48%);0;0 (0);20 (6);0;0;0;5;1;0 (0);2;VIT
FLU X VIT 2018-09-06;Aderllan Santos;vitoria;A. Santos;129617;False;Vitória;1962;;;3;27 (81%);12 (8);90';D;7.8;0;0;0;0 (0);9;2;1;3 (1);;27 (81%);0;0 (0);6 (4);0;1;1;;;;;VIT
FLU X VIT 2018-09-06;Jeferson;vitoria;Jeferson;358526;False;Vitória;1962;;;8;24 (70%);13 (9);90';D;7.6;0;0;0;0 (0);5;0;3;8 (6);2;24 (70%);0;1 (0);9 (5);0;0;0;;;;;VIT
FLU X VIT 2018-09-06;Bruno Bispo;vitoria;B. Bispo;849183;False;Vitória;1962;;;4;23 (67%);9 (6);90';D;7.4;0;0;0;2 (1);2;0;1;4 (3);1;23 (67%);1;1 (0);5 (2);0;0;1;;;;;VIT
FLU X VIT 2018-09-06;Digão;fluminense;Digão;76491;False;Fluminense;1961;;;0;91 (87%);8 (3);90';D;7.4;0;0;0;0 (0);6;1;0;0 (0);;91 (87%);0;0 (0);20 (14);0;0;1;;;;;FLU
FLU X VIT 2018-09-06;Everaldo;fluminense;Everaldo;923951;False;Fluminense;1961;;;0;27 (81%);7 (4);80';M;7.3;1;3;0;4 (3);0;0;0;0 (0);;27 (81%);2;4 (0);5 (1);1;0;0;;;;;FLU
FLU X VIT 2018-09-06;Richard;fluminense;Richard;897617;False;Fluminense;1961;;;2;57 (89%);7 (7);90';M;7.3;0;1;0;0 (0);1;0;2;2 (1);;57 (89%);0;0 (0);6 (5);0;1;0;;;;;FLU
FLU X VIT 2018-09-06;Gum;fluminense;Gum;90655;False;Fluminense;1961;;;0;73 (83%);6 (4);90';D;7.3;0;1;1;0 (0);6;0;0;0 (0);;73 (83%);1;0 (0);15 (9);0;0;2;;;;;FLU
FLU X VIT 2018-09-06;Douglas Moreira;fluminense;D. Moreira;870804;False;Fluminense;1961;;;3;47 (87%);10 (6);90';M;7.2;0;1;1;2 (2);0;0;1;3 (3);1;47 (87%);0;0 (0);0 (0);0;0;1;;;;;FLU
FLU X VIT 2018-09-06;Júlio César;fluminense;J. César;44647;False;Fluminense;1961;;;0;12 (80%);0 (0);90';G;7.1;0;0;0;0 (0);0;0;0;0 (0);;12 (80%);0;0 (0);4 (1);0;0;0;1;0;0 (0);0;FLU
FLU X VIT 2018-09-06;Marcos Júnior;fluminense;M. Júnior;232910;False;Fluminense;1961;;;1;12 (70%);8 (5);45';F;7.0;0;0;0;2 (1);0;0;0;1 (1);;12 (70%);3;1 (1);2 (0);0;2;2;;;;;FLU
FLU X VIT 2018-09-06;Lucas Ribeiro;vitoria;L. Ribeiro;945578;False;Vitória;1962;;;1;19 (82%);5 (2);90';D;6.9;0;0;0;0 (0);8;0;1;1 (1);1;19 (82%);0;0 (0);5 (2);1;0;0;;;;;VIT
FLU X VIT 2018-09-06;Erick;vitoria;Erick;895650;False;Vitória;1962;;;1;12 (66%);7 (4);75';M;6.8;0;0;0;1 (1);1;0;1;1 (0);;12 (66%);0;6 (2);2 (0);2;2;0;;;;;VIT
FLU X VIT 2018-09-06;Ayrton;fluminense;Ayrton;818473;False;Fluminense;1961;;;2;33 (80%);17 (8);90';D;6.8;0;3;0;9 (3);2;0;3;2 (0);;33 (80%);1;3 (0);5 (2);0;1;3;;;;;FLU
FLU X VIT 2018-09-06;Léo Ceará;vitoria;L. Ceará;576002;False;Vitória;1962;;;2;16 (61%);13 (5);90';F;6.8;0;2;0;1 (0);2;0;0;2 (2);;16 (61%);1;2 (0);1 (1);2;1;1;;;;;VIT
FLU X VIT 2018-09-06;Luciano;fluminense;Luciano;282557;False;Fluminense;1961;;;0;24 (96%);7 (2);66';M;6.8;1;0;0;1 (1);0;0;1;0 (0);2;24 (96%);2;7 (1);2 (2);2;1;0;;;;;FLU
FLU X VIT 2018-09-06;Pablo Dyego;fluminense;P. Dyego;550248;False;Fluminense;1961;;;2;5 (83%);4 (2);24';F;6.7;0;0;0;0 (0);0;0;0;2 (2);;5 (83%);0;1 (0);1 (1);1;0;0;;;;;FLU
FLU X VIT 2018-09-06;Yago;vitoria;Yago;552164;False;Vitória;1962;;;2;7 (53%);6 (3);30';M;6.6;0;0;0;2 (1);1;0;0;2 (2);1;7 (53%);0;1 (0);1 (0);1;0;0;;;;;VIT
FLU X VIT 2018-09-06;Walter Bou;vitoria;W. A. Bou;558816;False;Vitória;1962;;;1;6 (50%);4 (2);60';F;6.5;0;0;0;1 (0);1;0;0;1 (1);;6 (50%);1;0 (0);1 (0);0;0;1;;;;;VIT
FLU X VIT 2018-09-06;Kayke Rodrigues;fluminense;K. Rodrigues;108193;False;Fluminense;1961;;;0;18 (75%);5 (1);90';F;6.5;1;0;0;0 (0);0;0;0;0 (0);;18 (75%);1;0 (0);2 (2);2;1;1;;;;;FLU
FLU X VIT 2018-09-06;André Lima;vitoria;A. Lima;28272;False;Vitória;1962;;;0;5 (100%);3 (0);19';F;6.5;0;0;0;0 (0);1;0;0;0 (0);;5 (100%);0;0 (0);0 (0);1;0;1;;;;;VIT
FLU X VIT 2018-09-06;Rodrigo Andrade;vitoria;R. Andrade;874398;False;Vitória;1962;;;0;8 (50%);5 (4);71';M;6.4;1;0;0;0 (0);1;0;0;0 (0);;8 (50%);0;0 (0);2 (0);1;2;0;;;;;VIT
FLU X VIT 2018-09-06;Ramon;vitoria;Ramon;839516;False;Vitória;1962;;;2;19 (67%);9 (3);90';M;6.4;0;0;0;0 (0);2;0;2;2 (1);3;19 (67%);0;0 (0);5 (4);1;1;2;;;;;VIT
FLU X VIT 2018-09-06;Nickson;vitoria;Nickson;761430;False;Vitória;1962;;;0;4 (80%);3 (0);15';M;6.4;0;0;0;0 (0);0;0;0;0 (0);;4 (80%);0;4 (0);1 (0);0;0;0;;;;;VIT
FLU X VIT 2018-09-06;Júnior Dutra;fluminense;J. Dutra;109339;False;Fluminense;1961;;;0;2 (100%);3 (0);10';F;6.4;0;0;0;1 (0);0;0;0;0 (0);;2 (100%);0;1 (1);0 (0);0;0;0;;;;;FLU
FLU X VIT 2018-09-06;Matheus Alessandro;fluminense;M. Alessandro;868094;False;Fluminense;1961;;;1;10 (71%);10 (3);45';M;6.3;1;0;0;3 (0);0;0;0;1 (1);1;10 (71%);1;2 (1);0 (0);2;1;0;;;;;FLU
FLU X VIT 2018-09-06;Léo Gomes;vitoria;L. Gomes;931751;False;Vitória;1962;;;0;28 (73%);16 (6);90';M;5.9;0;0;1;2 (1);3;0;0;0 (0);6;28 (73%);0;0 (0);4 (1);0;2;1;;;;;VIT
SAN X GRE 2018-09-06;Marcelo Oliveira;gremio;M. Oliveira;123139;False;Grêmio;5926;;;4;26 (81%);11 (7);90';D;7.8;0;0;0;3 (2);2;1;2;4 (3);1;26 (81%);1;1 (0);2 (0);0;1;1;;;;;GRE
SAN X GRE 2018-09-06;Dodô;santos;Dodô;108481;False;Santos;1968;;;2;50 (82%);8 (8);90';D;7.7;0;0;0;3 (3);2;0;0;2 (1);;50 (82%);1;2 (0);3 (2);0;1;0;;;;;SAN
SAN X GRE 2018-09-06;Bressan;gremio;Bressan;312114;False;Grêmio;5926;;;3;39 (90%);3 (3);90';D;7.5;1;0;0;0 (0);6;0;3;3 (3);;39 (90%);0;0 (0);6 (3);0;0;0;;;;;GRE
SAN X GRE 2018-09-06;Marcelo Grohe;gremio;M. Grohe;39427;False;Grêmio;5926;;;0;8 (50%);0 (0);90';G;7.5;0;0;0;0 (0);0;0;0;0 (0);;8 (50%);0;0 (0);12 (4);0;0;0;2;0;0 (0);0;GRE
SAN X GRE 2018-09-06;Cícero;gremio;Cícero;33539;False;Grêmio;5926;;;1;65 (85%);11 (7);90';M;7.5;0;1;0;0 (0);2;0;5;1 (1);;65 (85%);1;0 (0);7 (4);2;2;2;;;;;GRE
SAN X GRE 2018-09-06;Robson Bambu;santos;R. Bambu;923186;False;Santos;1968;;;4;65 (86%);10 (8);90';D;7.4;0;0;0;1 (1);4;1;1;4 (2);;65 (86%);0;0 (0);9 (2);0;1;1;;;;;SAN
SAN X GRE 2018-09-06;Vanderlei;santos;Vanderlei;77526;False;Santos;1968;;;0;15 (78%);0 (0);90';G;7.4;0;0;0;0 (0);1;0;0;0 (0);;15 (78%);0;0 (0);6 (2);0;0;0;3;0;0 (0);0;SAN
SAN X GRE 2018-09-06;Bryan Ruiz;santos;B. Ruiz;21768;False;Santos;1968;;;0;12 (80%);6 (5);19';M;7.3;0;1;0;2 (2);0;0;1;0 (0);;12 (80%);1;2 (1);0 (0);0;0;0;;;;;SAN
SAN X GRE 2018-09-06;Diego Pituca;santos;D. Pituca;866417;False;Santos;1968;;;2;67 (85%);11 (3);90';M;7.2;0;1;0;0 (0);0;1;3;2 (2);;67 (85%);0;1 (0);9 (7);1;1;1;;;;;SAN
SAN X GRE 2018-09-06;Gustavo Henrique;santos;G. Henrique;243181;False;Santos;1968;;;0;67 (88%);10 (6);90';D;7.0;0;0;1;0 (0);2;0;1;0 (0);;67 (88%);0;0 (0);11 (5);0;1;1;;;;;SAN
SAN X GRE 2018-09-06;Matheuzinho;gremio;Matheuzinho;912786;False;Grêmio;5926;;;2;74 (90%);8 (3);90';M;6.9;0;0;0;2 (1);2;0;2;2 (2);1;74 (90%);0;0 (0);3 (1);1;0;1;;;;;GRE
SAN X GRE 2018-09-06;Rodrygo;santos;Rodrygo;910536;False;Santos;1968;;;2;35 (89%);11 (7);90';M;6.9;0;1;0;3 (2);0;0;1;2 (1);;35 (89%);0;1 (0);0 (0);1;2;0;;;;;SAN
SAN X GRE 2018-09-06;Léo Gomes;gremio;L. Gomes;869641;False;Grêmio;5926;;;2;48 (84%);8 (4);90';D;6.9;0;0;0;1 (0);0;0;1;2 (1);;48 (84%);0;1 (0);4 (2);0;1;0;;;;;GRE
SAN X GRE 2018-09-06;Ramiro;gremio;Ramiro;330693;False;Grêmio;5926;;;3;64 (87%);11 (3);90';M;6.9;1;2;1;0 (0);1;0;3;3 (3);4;64 (87%);0;1 (0);3 (2);1;0;0;;;;;GRE
SAN X GRE 2018-09-06;Pedro Geromel;gremio;P. Geromel;13338;False;Grêmio;5926;;;0;63 (87%);11 (4);90';D;6.9;0;0;0;0 (0);12;0;1;0 (0);2;63 (87%);0;0 (0);12 (6);1;0;0;;;;;GRE
SAN X GRE 2018-09-06;Daniel Guedes;santos;D. Guedes;178483;False;Santos;1968;;;0;19 (79%);6 (3);45';D;6.8;0;0;0;3 (2);0;0;1;0 (0);;19 (79%);1;6 (3);2 (0);0;0;2;;;;;SAN
SAN X GRE 2018-09-06;Thaciano;gremio;Thaciano;872039;False;Grêmio;5926;;;1;46 (90%);14 (8);90';M;6.7;0;0;1;1 (1);1;0;1;1 (1);3;46 (90%);1;0 (0);6 (5);2;2;1;;;;;GRE
SAN X GRE 2018-09-06;Alisson;gremio;Alisson;291723;False;Grêmio;5926;;;1;26 (72%);16 (7);90';M;6.7;0;0;0;6 (3);1;1;1;1 (0);2;26 (72%);3;6 (0);0 (0);1;3;1;;;;;GRE
SAN X GRE 2018-09-06;Gabriel Barbosa;santos;Gabriel;358554;False;Santos;1968;;;1;24 (70%);10 (3);90';F;6.6;1;0;1;3 (1);0;0;0;1 (0);;24 (70%);0;1 (0);1 (0);2;1;3;;;;;SAN
SAN X GRE 2018-09-06;Alison;santos;Alison;329201;False;Santos;1968;;;3;29 (82%);9 (5);71';M;6.6;0;0;0;0 (0);1;0;1;3 (3);2;29 (82%);1;0 (0);2 (1);0;0;1;;;;;SAN
SAN X GRE 2018-09-06;Victor Ferraz;santos;V. Ferraz;255613;False;Santos;1968;;;4;57 (87%);11 (6);90';D;6.6;0;0;0;3 (1);0;0;0;4 (2);1;57 (87%);0;0 (0);3 (0);1;0;2;;;;;SAN
SAN X GRE 2018-09-06;Derlis González;santos;D. González;252843;False;Santos;1968;;;0;6 (66%);8 (3);27';M;6.6;1;0;0;4 (3);0;0;1;0 (0);1;6 (66%);1;2 (1);2 (0);2;0;1;;;;;SAN
SAN X GRE 2018-09-06;Eduardo Sasha;santos;E. Sasha;143846;False;Santos;1968;;;1;17 (85%);8 (3);63';M;6.4;0;0;0;0 (0);1;0;0;1 (1);1;17 (85%);1;2 (0);1 (0);2;0;1;;;;;SAN
SAN X GRE 2018-09-06;André;gremio;André;118815;False;Grêmio;5926;;;0;18 (75%);20 (7);81';F;6.4;1;0;0;3 (1);0;0;0;0 (0);3;18 (75%);0;0 (0);1 (0);2;4;2;;;;;GRE
SAN X GRE 2018-09-06;Jean Mota;santos;J. Mota;243231;False;Santos;1968;;;1;23 (82%);7 (2);45';M;6.3;0;0;0;1 (1);0;0;0;1 (1);3;23 (82%);1;3 (0);3 (2);1;0;1;;;;;SAN
SAN X GRE 2018-09-06;Pepê;gremio;Pepê;882664;False;Grêmio;5926;;;0;6 (100%);2 (0);9';F;6.2;0;0;0;2 (0);0;0;0;0 (0);;6 (100%);0;1 (0);0 (0);0;0;0;;;;;GRE
AME X VAS 2018-09-06;Carlinhos;america-mineiro;Carlinhos;360322;False;América Mineiro;1973;1;;2;30 (83%);8 (4);90';D;7.8;1;1;0;0 (0);3;1;2;2 (2);;30 (83%);1;1 (0);2 (1);1;1;3;;;;;AME
AME X VAS 2018-09-06;Leandro Donizete;america-mineiro;L. Donizete;77548;False;América Mineiro;1973;;;2;59 (92%);3 (3);90';M;7.5;1;0;0;1 (1);1;0;1;2 (1);;59 (92%);0;0 (0);12 (10);0;0;0;;;;;AME
AME X VAS 2018-09-06;Maxi López;vasco-da-gama;M. López;17611;False;Vasco da Gama;1974;1;;0;5 (55%);7 (2);90';F;7.5;1;1;0;0 (0);0;1;0;0 (0);;5 (55%);0;0 (0);0 (0);2;1;1;;;;;VAS
AME X VAS 2018-09-06;Gerson Magrão;america-mineiro;G. Magrão;47748;False;América Mineiro;1973;1;;2;29 (82%);13 (6);88';M;7.3;2;1;0;1 (1);1;0;1;2 (0);1;29 (82%);0;3 (0);2 (0);2;2;2;;;;;AME
AME X VAS 2018-09-06;Messias;america-mineiro;Messias;839765;False;América Mineiro;1973;;;1;26 (86%);6 (6);90';D;7.0;0;0;0;0 (0);4;0;2;1 (1);;26 (86%);0;0 (0);5 (3);0;1;0;;;;;AME
AME X VAS 2018-09-06;Luiz Gustavo;vasco-da-gama;L. Gustavo;243491;False;Vasco da Gama;1974;;;1;69 (86%);13 (8);90';D;7.0;0;0;0;0 (0);5;0;3;1 (0);;69 (86%);0;0 (0);11 (6);0;2;2;;;;;VAS
AME X VAS 2018-09-06;Leandro Desábato;vasco-da-gama;L. Desábato;231952;False;Vasco da Gama;1974;;;3;56 (91%);6 (3);75';M;7.0;1;0;0;0 (0);0;0;1;3 (3);;56 (91%);0;0 (0);6 (5);1;0;2;;;;;VAS
AME X VAS 2018-09-06;Andrés Ríos;vasco-da-gama;A. Ríos;34135;False;Vasco da Gama;1974;;;0;23 (82%);7 (4);45';F;7.0;0;0;0;0 (0);0;0;0;0 (0);;23 (82%);0;0 (0);3 (2);0;1;1;;;;;VAS
AME X VAS 2018-09-06;Giovanni;america-mineiro;Giovanni;552618;False;América Mineiro;1973;;;2;27 (73%);12 (7);90';M;6.9;0;0;0;1 (1);2;0;1;2 (1);;27 (73%);1;1 (0);5 (2);0;1;2;;;;;AME
AME X VAS 2018-09-06;David;america-mineiro;David;33553;False;América Mineiro;1973;;;1;56 (90%);4 (1);90';M;6.9;0;1;0;0 (0);3;0;1;1 (1);;56 (90%);1;0 (0);8 (6);1;0;1;;;;;AME
AME X VAS 2018-09-06;Lenon;vasco-da-gama;Lenon;881477;False;Vasco da Gama;1974;;;0;64 (91%);9 (5);90';D;6.8;0;0;1;0 (0);1;0;1;0 (0);;64 (91%);0;13 (3);6 (3);1;0;1;;;;;VAS
AME X VAS 2018-09-06;Norberto Neto;america-mineiro;N. Neto;839515;False;América Mineiro;1973;;;0;21 (77%);8 (2);69';D;6.8;0;0;0;3 (2);1;0;0;0 (0);;21 (77%);2;6 (4);1 (0);2;0;2;;;;;AME
AME X VAS 2018-09-06;Luan;america-mineiro;Luan;73096;False;América Mineiro;1973;;;2;21 (72%);27 (12);90';F;6.8;0;1;0;0 (0);1;0;0;2 (2);1;21 (72%);1;0 (0);1 (1);2;4;3;;;;;AME
AME X VAS 2018-09-06;João Ricardo;america-mineiro;J. Ricardo;839761;False;América Mineiro;1973;;;0;18 (52%);1 (1);90';G;6.7;0;0;0;0 (0);1;0;0;0 (0);;18 (52%);0;0 (0);26 (10);0;0;0;2;1;0 (0);2;AME
AME X VAS 2018-09-06;Aderlan Silva;america-mineiro;A. Silva;584432;False;América Mineiro;1973;;1;0;7 (87%);8 (3);21';D;6.7;0;0;0;2 (2);2;0;1;0 (0);;7 (87%);1;0 (0);1 (0);1;0;0;;;;;AME
AME X VAS 2018-09-06;Raul;vasco-da-gama;Raul;870760;False;Vasco da Gama;1974;;;2;49 (87%);12 (6);90';M;6.6;0;0;0;0 (0);2;0;0;2 (2);;49 (87%);0;1 (0);2 (2);1;3;1;;;;;VAS
AME X VAS 2018-09-06;Matheus Ferraz;america-mineiro;M. Ferraz;329083;False;América Mineiro;1973;;;1;39 (90%);10 (7);90';D;6.6;1;0;0;0 (0);6;1;2;1 (1);;39 (90%);0;0 (0);5 (2);0;0;2;;;;;AME
AME X VAS 2018-09-06;Wesley;america-mineiro;Wesley;34073;False;América Mineiro;1973;;;2;27 (84%);6 (3);65';M;6.6;0;0;1;0 (0);0;0;1;2 (1);;27 (84%);0;1 (0);5 (3);1;1;2;;;;;AME
AME X VAS 2018-09-06;Wagner;vasco-da-gama;Wagner;33112;False;Vasco da Gama;1974;;;2;39 (86%);9 (6);90';M;6.6;0;0;0;1 (1);0;0;0;2 (1);;39 (86%);0;6 (0);5 (2);2;3;1;;;;;VAS
AME X VAS 2018-09-06;Yago Pikachu;vasco-da-gama;Y. Pikachu;363688;False;Vasco da Gama;1974;;;0;21 (87%);7 (3);64';M;6.5;0;0;1;0 (0);0;0;1;0 (0);2;21 (87%);1;3 (2);0 (0);1;3;1;;;;;VAS
AME X VAS 2018-09-06;Juninho;america-mineiro;Juninho;330691;False;América Mineiro;1973;;;1;6 (54%);5 (3);25';M;6.5;0;0;0;0 (0);0;0;2;1 (0);;6 (54%);0;0 (0);2 (1);0;0;2;;;;;AME
AME X VAS 2018-09-06;Andrey;vasco-da-gama;Andrey;822513;False;Vasco da Gama;1974;;;0;16 (94%);2 (0);15';M;6.3;0;0;1;0 (0);0;0;0;0 (0);;16 (94%);1;0 (0);2 (2);1;0;0;;;;;VAS
AME X VAS 2018-09-06;Henrique;vasco-da-gama;Henrique;336851;False;Vasco da Gama;1974;;;2;43 (89%);16 (8);90';D;6.3;0;0;0;1 (0);1;0;1;2 (1);3;43 (89%);0;4 (0);1 (1);1;4;1;;;;;VAS
AME X VAS 2018-09-06;Martín Silva;vasco-da-gama;M. Silva;36979;False;Vasco da Gama;1974;;;0;15 (78%);0 (0);90';G;6.3;0;0;0;0 (0);1;0;0;0 (0);;15 (78%);0;0 (0);8 (4);0;0;0;3;0;0 (0);0;VAS
AME X VAS 2018-09-06;Marrony;vasco-da-gama;Marrony;926871;False;Vasco da Gama;1974;;;1;8 (61%);9 (4);26';M;6.2;1;0;0;0 (0);1;0;0;1 (0);1;8 (61%);0;0 (0);0 (0);2;1;0;;;;;VAS
AME X VAS 2018-09-06;Thiago Galhardo;vasco-da-gama;T. Galhardo;165677;False;Vasco da Gama;1974;;;0;13 (68%);8 (3);45';M;6.2;0;0;0;2 (1);1;0;0;0 (0);1;13 (68%);0;0 (0);1 (1);1;1;0;;;;;VAS
AME X VAS 2018-09-06;Bruno Silva;vasco-da-gama;B. Silva;39399;False;Vasco da Gama;1974;;;0;62 (93%);7 (1);90';D;6.2;0;0;0;0 (0);1;0;0;0 (0);;62 (93%);0;0 (0);4 (3);1;0;1;;;;;VAS
AME X VAS 2018-09-06;Lincoln;america-mineiro;Lincoln;794928;False;América Mineiro;1973;;;0;2 (100%);1 (1);2';M;–;0;0;0;0 (0);0;0;0;0 (0);;2 (100%);0;0 (0);0 (0);0;1;0;;;;;AME
SPT X CRU 2018-09-08;Sander;sport-recife;Sander;795014;False;Sport Recife;1959;;;4;37 (80%);18 (14);90';D;7.9;0;0;0;3 (3);2;0;2;4 (4);1;37 (80%);1;4 (1);2 (1);1;3;2;;;;;SPT
