game;accuratePass;aerialDuels;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
UNB X MUN 24-02-2017;11 (84%);1 (0);;0;0;;;;2 (2);15803;0;1;32';Stefan Aigner;False;;0;M;;6.6;;;S. Aigner;0;0;0;1860-munchen;MUN;2536;1860 München;0;1 (1);0 (0);3 (2);0 (0);11 (84%);0;16;1
UNB X MUN 24-02-2017;8 (53%);3 (1);1;1;1;;;;7 (2);138158;3;0;58';Levent Ayçiçek;False;;0;F;;6.5;;;L. Ayçiçek;0;1;0;1860-munchen;MUN;2536;1860 München;0;2 (0);1 (0);10 (3);4 (0);8 (53%);1;28;1
UNB X MUN 24-02-2017;16 (66%);2 (1);;;0;;;0;0 (0);125274;0;0;90';Stefan Ortega;False;;0;G;2;6.5;0 (0);2;S. Ortega;0;0;0;1860-munchen;MUN;2536;1860 München;2;0 (0);0 (0);2 (1);18 (10);16 (66%);0;34;0
UNB X MUN 24-02-2017;7 (58%);8 (5);;0;1;;;;5 (2);78939;0;1;58';Christian Gytkjær;False;;0;F;;6.5;;;C. Gytkjær;0;0;0;1860-munchen;MUN;2536;1860 München;3;3 (0);0 (0);13 (7);1 (1);7 (58%);0;22;3
UNB X MUN 24-02-2017;20 (57%);5 (1);1;0;2;;;;4 (1);14108;1;0;90';Michael Parensen;False;;0;D;;6.5;;;M. Parensen;1;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;1;0 (0);0 (0);9 (2);7 (1);20 (57%);1;61;0
UNB X MUN 24-02-2017;13 (48%);4 (3);1;2;2;;;;7 (2);792142;3;0;67';Felix Uduokhai;False;;1;D;;6.4;;;F. Uduokhai;0;0;0;1860-munchen;MUN;2536;1860 München;3;0 (0);0 (0);11 (5);5 (2);13 (48%);2;44;0
UNB X MUN 24-02-2017;9 (64%);2 (0);;0;2;;;;4 (1);11263;0;0;32';Ivica Olić;False;;0;F;;6.4;;;I. Olić;2;0;0;1860-munchen;MUN;2536;1860 München;2;2 (1);0 (0);6 (1);0 (0);9 (64%);0;22;0
UNB X MUN 24-02-2017;9 (60%);2 (1);;2;1;;;;17 (8);803148;1;1;90';Amilton da Silva;False;1;1;F;;6.3;;;A. d. Silva;0;0;0;1860-munchen;MUN;2536;1860 München;2;9 (3);4 (1);19 (9);0 (0);9 (60%);2;53;3
UNB X MUN 24-02-2017;2 (100%);0 (0);;0;0;;;;0 (0);39815;0;0;2';Philipp Hosiner;False;;0;F;;–;;;P. Hosiner;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);0 (0);0 (0);2 (100%);0;3;0
WKI X FUR 24-02-2017;33 (76%);2 (1);;0;2;;;;13 (10);254113;3;0;90';Emanuel Taffertshofer;False;;0;M;;7.4;;;E. Taffertshofer;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;2 (1);0 (0);15 (11);7 (2);33 (76%);4;64;5
WKI X FUR 24-02-2017;71 (88%);6 (2);;0;0;;;;2 (2);121793;1;1;90';Marcel Franke;False;;1;D;;7.3;;;M. Franke;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;5;1 (1);0 (0);8 (4);21 (17);71 (88%);0;91;1
WKI X FUR 24-02-2017;20 (66%);5 (3);1;2;3;1;;;13 (5);168893;3;4;90';Peter Kurzweg;False;;0;M;;7.2;;;P. Kurzweg;1;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;5 (2);1 (0);18 (8);5 (2);20 (66%);3;62;0
WKI X FUR 24-02-2017;13 (44%);6 (4);;1;1;;1;;5 (3);142851;2;0;90';Tobias Schrock;False;;0;M;;7.1;;;T. Schrock;0;1;1;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;0 (0);0 (0);11 (7);3 (0);13 (44%);2;38;1
WKI X FUR 24-02-2017;46 (67%);7 (2);2;1;2;;;;8 (4);123915;5;0;90';Niko Giesselmann;False;;1;D;;7.1;;;N. Giesselmann;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;3;2 (1);1 (0);15 (6);10 (5);46 (67%);3;95;0
WKI X FUR 24-02-2017;53 (79%);3 (3);;0;1;;;;3 (2);4723;2;0;90';Marco Caligiuri;False;;1;D;;7.1;;;M. Caligiuri;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);6 (5);13 (5);53 (79%);2;83;1
WKI X FUR 24-02-2017;43 (78%);8 (6);;0;0;;;;0 (0);93666;1;1;90';Sebastian Neumann;False;;1;D;;7.0;;;S. Neumann;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;8;0 (0);0 (0);8 (6);10 (3);43 (78%);0;68;0
WKI X FUR 24-02-2017;19 (61%);3 (1);1;0;1;;;;8 (5);792572;2;0;80';Benedikt Kirsch;False;;0;M;;6.9;;;B. Kirsch;0;1;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);0 (0);11 (6);3 (0);19 (61%);3;43;2
WKI X FUR 24-02-2017;2 (66%);3 (1);;0;0;;;;4 (3);49443;1;0;10';Ádám Pintér;False;;0;D;;6.9;;;Á. Pintér;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;1 (0);0 (0);7 (4);1 (0);2 (66%);3;10;0
WKI X FUR 24-02-2017;23 (82%);0 (0);;1;0;;;;4 (2);142628;0;2;63';Rico Benatelli;False;;0;F;;6.7;;;R. Benatelli;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;1 (0);2 (0);4 (2);2 (1);23 (82%);2;37;0
WKI X FUR 24-02-2017;5 (45%);1 (1);;0;0;;;;1 (1);142398;1;0;45';Felix Müller;False;;0;M;;6.7;;;F. Müller;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;0 (0);1 (0);2 (2);1 (0);5 (45%);1;22;0
WKI X FUR 24-02-2017;4 (44%);7 (3);;0;1;;;;2 (2);94810;0;0;12';Marco Königs;False;;0;F;;6.7;;;M. Königs;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;0 (0);0 (0);9 (5);0 (0);4 (44%);1;11;1
WKI X FUR 24-02-2017;9 (69%);1 (0);;2;1;;;;6 (3);40324;0;0;27';Dániel Nagy;False;;0;M;;6.7;;;D. Nagy;0;2;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;1 (1);0 (0);7 (3);0 (0);9 (69%);1;21;1
WKI X FUR 24-02-2017;23 (65%);4 (2);1;1;4;;;;11 (5);26786;1;0;90';Andreas Hofmann;False;;0;M;;6.7;;;A. Hofmann;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);15 (7);5 (3);23 (65%);5;47;1
WKI X FUR 24-02-2017;28 (60%);7 (5);;1;2;;;;5 (3);38801;2;0;90';Junior Diaz;False;;0;D;;6.6;;;J. Diaz;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;6;0 (0);0 (0);12 (8);13 (4);28 (60%);2;69;1
WKI X FUR 24-02-2017;25 (64%);5 (2);;1;0;;;;3 (2);26771;0;0;90';David Pisot;False;;0;D;;6.6;;;D. Pisot;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;3;1 (1);0 (0);8 (4);13 (7);25 (64%);1;59;0
WKI X FUR 24-02-2017;23 (62%);2 (0);;1;2;;;;5 (1);16077;6;0;90';Johannes van den Bergh;False;;0;M;;6.6;;;J. v. d. Bergh;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);1 (0);7 (1);5 (1);23 (62%);0;52;1
WKI X FUR 24-02-2017;27 (73%);10 (5);2;1;1;;;;9 (3);230378;0;0;90';Sebastian Ernst;False;;0;F;;6.5;;;S. Ernst;2;0;1;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;3 (1);2 (0);19 (8);0 (0);27 (73%);0;56;2
WKI X FUR 24-02-2017;5 (55%);6 (1);;0;1;;;;3 (1);136171;1;0;64';Veton Berisha;False;;0;F;;6.5;;;V. Berisha;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);0 (0);9 (2);0 (0);5 (55%);1;12;0
WKI X FUR 24-02-2017;18 (58%);11 (4);;0;4;;;;9 (3);123917;1;1;90';Serdar Dursun;False;;0;F;;6.5;;;S. Dursun;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;3 (0);0 (0);20 (7);3 (1);18 (58%);3;44;0
WKI X FUR 24-02-2017;26 (59%);5 (3);1;3;2;;;;12 (5);121613;2;0;90';Robert Žulj;False;;0;F;;6.5;;;R. Žulj;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;1 (0);3 (0);17 (8);5 (0);26 (59%);1;65;4
WKI X FUR 24-02-2017;20 (55%);2 (2);;;0;;;0;0 (0);67497;0;0;90';Balázs Megyeri;False;;0;G;1;6.5;0 (0);1;B. Megyeri;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);2 (2);25 (9);20 (55%);0;46;1
WKI X FUR 24-02-2017;5 (55%);2 (0);;0;0;;;;0 (0);41611;0;0;26';Mathis Bolly;False;;0;F;;6.5;;;M. Bolly;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;0 (0);1 (0);2 (0);0 (0);5 (55%);0;11;0
WKI X FUR 24-02-2017;24 (82%);7 (4);3;2;0;;;;14 (7);190065;2;0;90';Khaled Narey;False;;0;M;;6.4;;;K. Narey;1;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;2;5 (3);2 (0);21 (11);4 (2);24 (82%);2;62;3
WKI X FUR 24-02-2017;9 (81%);8 (5);2;3;2;;;;12 (4);38892;0;1;78';Elia Soriano;False;3;0;F;;6.4;;;E. Soriano;0;1;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;3 (1);1 (0);20 (9);0 (0);9 (81%);2;33;3
WKI X FUR 24-02-2017;2 (20%);1 (1);;2;1;;;;6 (3);18894;2;1;45';Valdet Rama;False;;0;M;;6.2;;;V. Rama;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;1 (1);5 (0);7 (4);1 (0);2 (20%);0;23;2
WKI X FUR 24-02-2017;14 (63%);0 (0);;;0;;;2;0 (0);1707;0;0;90';Robert Wulnikowski;False;;0;G;1;5.9;0 (0);0;R. Wulnikowski;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;1;0 (0);0 (0);0 (0);18 (10);14 (63%);0;26;0
SAN X EBR 24-02-2017;41 (74%);6 (3);;1;5;;1;;13 (6);33828;4;1;90';Mirko Boland;False;;0;M;;8.0;;;M. Boland;0;1;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;2 (1);0 (0);19 (9);7 (4);41 (74%);3;75;2
SAN X EBR 24-02-2017;23 (76%);6 (3);;0;1;;;;2 (1);98201;1;1;90';Gustav Valsvik;False;;2;D;;7.8;;;G. Valsvik;0;3;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;8;0 (0);0 (0);8 (4);8 (5);23 (76%);0;47;1
SAN X EBR 24-02-2017;11 (40%);0 (0);;;0;;;0;1 (1);8832;0;0;90';Jasmin Fejzić;False;;0;G;0;7.7;0 (0);5;J. Fejzić;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;0 (0);0 (0);1 (1);23 (7);11 (40%);0;35;1
SAN X EBR 24-02-2017;20 (47%);1 (1);1;1;3;;;;12 (7);101390;0;0;90';Phil Ofosu-Ayeh;False;;1;D;;7.6;;;P. Ofosu-Ayeh;0;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;1 (1);1 (0);13 (8);9 (3);20 (47%);5;82;1
SAN X EBR 24-02-2017;13 (59%);2 (1);;0;0;;;;3 (3);8843;1;0;90';Ken Reichel;False;;1;D;;7.4;;;K. Reichel;2;3;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;0 (0);4 (0);5 (4);7 (2);13 (59%);2;49;1
SAN X EBR 24-02-2017;18 (66%);3 (2);1;1;1;;;;10 (4);168909;0;5;90';Thomas Pledl;False;;1;M;;7.3;;;T. Pledl;1;0;2;sv-sandhausen;SAN;6157;SV Sandhausen;0;4 (1);13 (3);13 (6);4 (1);18 (66%);2;58;1
SAN X EBR 24-02-2017;17 (89%);1 (0);1;0;0;;;;13 (8);137017;1;4;90';Onel Hernández;False;;0;M;;7.3;;;O. Hernández;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;10 (6);13 (3);14 (8);1 (1);17 (89%);2;56;0
SAN X EBR 24-02-2017;20 (62%);2 (1);;1;2;;;;7 (3);124776;1;2;82';Hendrick Zuck;False;;0;M;;7.2;;;H. Zuck;0;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;1;3 (2);4 (1);9 (4);3 (1);20 (62%);1;53;0
SAN X EBR 24-02-2017;15 (57%);11 (6);;0;0;;;;1 (1);150928;2;0;61';Tim Knipping;False;;0;D;;7.1;;;T. Knipping;0;1;0;sv-sandhausen;SAN;6157;SV Sandhausen;7;0 (0);0 (0);12 (7);6 (0);15 (57%);1;39;0
SAN X EBR 24-02-2017;20 (64%);7 (5);;0;0;;;;1 (1);122010;0;1;90';Saulo Decarli;False;;0;D;;7.1;;;S. Decarli;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;6;0 (0);0 (0);8 (6);7 (1);20 (64%);0;41;1
SAN X EBR 24-02-2017;35 (74%);4 (3);1;0;1;;;;3 (2);1162;2;0;73';Stefan Kulovits;False;;1;M;;7.1;;;S. Kulovits;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;3;0 (0);1 (1);7 (5);5 (4);35 (74%);2;57;0
SAN X EBR 24-02-2017;2 (33%);4 (0);;2;1;;;;5 (2);793175;1;1;25';Suleiman Abdullahi;False;;1;F;;7.0;;;S. Abdullahi;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;1 (1);0 (0);9 (2);0 (0);2 (33%);1;13;0
SAN X EBR 24-02-2017;38 (84%);4 (1);1;0;2;;;;7 (4);124771;2;1;90';Denis Linsmayer;False;;0;M;;7.0;;;D. Linsmayer;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;1;0 (0);0 (0);11 (5);5 (4);38 (84%);1;59;3
SAN X EBR 24-02-2017;8 (80%);2 (0);;0;1;;;;1 (0);121792;4;1;29';Tim Kister;False;;0;D;;7.0;;;T. Kister;0;1;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);0 (0);3 (0);2 (1);8 (80%);0;16;0
SAN X EBR 24-02-2017;14 (51%);2 (2);;;0;;;2;0 (0);7617;0;0;90';Marco Knaller;False;;0;G;3;7.0;0 (0);2;M. Knaller;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;3;0 (0);0 (0);2 (2);25 (12);14 (51%);0;37;1
SAN X EBR 24-02-2017;16 (55%);3 (3);1;0;0;;;;3 (2);123682;2;1;90';Philipp Klingmann;False;;0;D;;6.8;;;P. Klingmann;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;6;0 (0);1 (0);6 (5);5 (2);16 (55%);2;52;0
SAN X EBR 24-02-2017;20 (69%);9 (6);1;0;1;;;;4 (2);18233;0;2;90';Daniel Gordon;False;;1;D;;6.8;;;D. Gordon;1;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;8;0 (0);0 (0);13 (8);4 (3);20 (69%);2;44;0
SAN X EBR 24-02-2017;6 (37%);15 (7);;4;0;;;;5 (1);8808;1;2;65';Dominick Kumbela;False;;0;F;;6.8;;;D. Kumbela;1;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;3;0 (0);1 (1);20 (8);1 (0);6 (37%);0;29;2
SAN X EBR 24-02-2017;14 (63%);12 (5);;0;3;;;;4 (1);126774;0;0;90';Christoffer Nyman;False;1;0;F;;6.7;;;C. Nyman;0;2;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;3 (1);0 (0);16 (6);1 (1);14 (63%);0;30;0
SAN X EBR 24-02-2017;26 (61%);10 (4);2;0;4;;;;8 (4);116735;2;0;88';Quirin Moll;False;;0;M;;6.7;;;Q. Moll;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;3;0 (0);1 (0);18 (8);7 (3);26 (61%);3;55;1
SAN X EBR 24-02-2017;17 (77%);2 (2);1;1;1;;;;4 (1);39884;0;0;90';Andrew Wooten;False;1;0;F;;6.7;;;A. Wooten;1;2;0;sv-sandhausen;SAN;6157;SV Sandhausen;1;1 (1);1 (0);6 (3);0 (0);17 (77%);0;29;0
SAN X EBR 24-02-2017;24 (55%);7 (6);3;1;0;;;;11 (7);142116;3;1;90';Damian Roßbach;False;;0;D;;6.6;;;D. Roßbach;1;0;1;sv-sandhausen;SAN;6157;SV Sandhausen;4;0 (0);1 (1);18 (13);5 (1);24 (55%);2;80;6
SAN X EBR 24-02-2017;2 (40%);3 (0);;0;0;;;;2 (1);38691;0;1;25';Richard Sukuta-Pasu;False;;0;F;;6.6;;;R. Sukuta-Pasu;0;1;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;1 (0);0 (0);5 (1);0 (0);2 (40%);0;8;1
SAN X EBR 24-02-2017;4 (66%);1 (0);;0;0;;;;1 (1);26825;0;0;8';Jan Hochscheidt;False;;0;M;;6.5;;;J. Hochscheidt;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;1;1 (1);0 (0);2 (1);0 (0);4 (66%);0;9;0
SAN X EBR 24-02-2017;17 (54%);13 (5);1;3;3;;;;14 (6);280009;2;1;90';Lucas Höler;False;;0;M;;6.4;;;L. Höler;1;1;1;sv-sandhausen;SAN;6157;SV Sandhausen;0;3 (2);0 (0);27 (11);1 (1);17 (54%);1;62;4
SAN X EBR 24-02-2017;10 (71%);0 (0);2;0;0;;;;2 (0);138209;0;0;17';Daniel Łukasik;False;;0;M;;6.4;;;D. Łukasik;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);0 (0);2 (0);0 (0);10 (71%);0;14;0
SAN X EBR 24-02-2017;19 (73%);4 (1);1;4;0;;;;13 (6);136926;1;0;65';Julian-Maurice Derstroff;False;;0;M;;6.0;;;J. Derstroff;0;0;1;sv-sandhausen;SAN;6157;SV Sandhausen;2;2 (0);0 (0);17 (7);2 (0);19 (73%);4;47;2
SAN X EBR 24-02-2017;2 (100%);0 (0);;0;0;;;;0 (0);39896;1;0;2';Adam Matuszczyk;False;;0;M;;–;;;A. Matuszczyk;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;0 (0);0 (0);0 (0);0 (0);2 (100%);0;4;0
DUS X HEI 25-02-2017;50 (78%);10 (8);;0;1;;;;1 (0);72192;3;0;90';Timo Beermann;False;;3;D;;7.9;;;T. Beermann;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;7;0 (0);0 (0);11 (8);20 (13);50 (78%);0;80;0
DUS X HEI 25-02-2017;39 (81%);4 (1);;0;1;;;;4 (4);15004;1;0;90';Norman Theuerkauf;False;;0;D;;7.5;;;N. Theuerkauf;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;7;0 (0);0 (0);8 (5);8 (3);39 (81%);4;62;0
DUS X HEI 25-02-2017;26 (65%);1 (1);;;0;;;2;0 (0);121908;0;0;90';Kevin Müller;False;;0;G;1;7.4;1 (1);4;K. Müller;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;0 (0);0 (0);1 (1);29 (15);26 (65%);0;51;0
DUS X HEI 25-02-2017;33 (76%);6 (1);;0;0;;;;3 (3);368854;2;0;90';Robin Bormuth;False;;0;D;;7.3;;;R. Bormuth;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;4;0 (0);0 (0);9 (4);9 (5);33 (76%);3;54;0
DUS X HEI 25-02-2017;24 (72%);5 (2);;1;2;;;;6 (2);19225;3;0;90';Arne Feick;False;;2;D;;7.3;;;A. Feick;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;4;1 (0);1 (0);11 (4);7 (4);24 (72%);1;58;2
DUS X HEI 25-02-2017;16 (53%);9 (4);;0;1;;;;10 (6);254297;2;0;90';Ihlas Bebou;False;;0;M;;7.2;;;I. Bebou;3;3;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;5 (2);2 (0);19 (10);2 (1);16 (53%);1;56;3
DUS X HEI 25-02-2017;26 (81%);7 (1);;0;2;;;;12 (10);138152;1;1;79';Kaan Ayhan;False;;0;M;;7.2;;;K. Ayhan;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (1);6 (0);19 (11);3 (2);26 (81%);4;54;5
DUS X HEI 25-02-2017;26 (66%);17 (15);;2;7;;;;15 (4);228981;0;0;90';Tim Kleindienst;False;;0;F;;7.1;;;T. Kleindienst;0;3;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;5;4 (1);1 (0);32 (19);0 (0);26 (66%);3;63;0
DUS X HEI 25-02-2017;35 (76%);6 (5);1;0;3;;;;9 (5);40230;0;0;89';Marcel Titsch-Rivero;False;;1;M;;7.1;;;M. Titsch-Rivero;0;0;1;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;0 (0);0 (0);15 (10);3 (2);35 (76%);2;58;3
DUS X HEI 25-02-2017;9 (64%);4 (1);;1;1;;;;6 (4);40226;1;2;90';Ronny Philp;False;;1;D;;7.1;;;R. Philp;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;7;2 (1);3 (1);10 (5);5 (1);9 (64%);0;51;3
DUS X HEI 25-02-2017;21 (56%);3 (1);;0;0;;;;3 (3);187423;0;0;90';Kevin Akpoguma;False;;0;D;;7.0;;;K. Akpoguma;1;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;3;0 (0);0 (0);6 (4);10 (1);21 (56%);2;48;1
DUS X HEI 25-02-2017;18 (66%);6 (0);;1;1;;;;6 (5);40445;2;1;90';Julian Schauerte;False;;0;D;;7.0;;;J. Schauerte;0;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;0 (0);1 (1);12 (5);5 (2);18 (66%);1;53;4
DUS X HEI 25-02-2017;27 (75%);4 (1);1;0;2;;;;3 (1);40379;1;1;90';Lukas Schmitz;False;;0;D;;7.0;;;L. Schmitz;0;0;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);4 (2);7 (2);6 (4);27 (75%);1;59;1
DUS X HEI 25-02-2017;20 (69%);12 (4);;0;1;;;;2 (1);13009;0;3;84';Rouwen Hennings;False;;0;F;;7.0;;;R. Hennings;2;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;3;1 (0);0 (0);14 (5);1 (0);20 (69%);1;46;1
DUS X HEI 25-02-2017;14 (38%);1 (1);;;0;;;2;0 (0);294;0;0;90';Michael Rensing;False;;0;G;0;7.0;0 (0);1;M. Rensing;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);1 (1);31 (9);14 (38%);0;44;0
DUS X HEI 25-02-2017;23 (67%);9 (4);;0;0;;;;6 (5);128792;1;0;90';Sebastian Griesbeck;False;;0;M;;6.9;;;S. Griesbeck;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;3;2 (1);0 (0);15 (9);5 (2);23 (67%);4;50;0
DUS X HEI 25-02-2017;20 (60%);2 (1);1;0;1;;;;5 (3);112040;3;1;64';Christian Gartner;False;;0;M;;6.9;;;C. Gartner;1;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;0 (0);5 (0);7 (4);5 (0);20 (60%);2;48;1
DUS X HEI 25-02-2017;7 (77%);2 (0);;1;1;;;;9 (5);132634;0;2;26';Özkan Yıldırım;False;;0;M;;6.8;;;Ö. Yıldırım;1;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;3 (1);1 (1);11 (5);1 (0);7 (77%);2;19;2
DUS X HEI 25-02-2017;5 (83%);1 (1);1;1;0;;;;5 (2);122578;1;2;18';Denis Thomalla;False;1;0;F;;6.8;;;D. Thomalla;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;0;3 (2);0 (0);6 (3);0 (0);5 (83%);0;11;0
DUS X HEI 25-02-2017;2 (100%);1 (0);;0;1;;;;1 (0);790775;0;1;6';Emmanuel Iyoha;False;;0;F;;6.7;;;E. Iyoha;1;0;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);2 (0);0 (0);2 (100%);0;6;0
DUS X HEI 25-02-2017;13 (52%);2 (2);2;0;1;;;;7 (2);26573;3;2;90';Marc Schnatterer;False;;1;M;;6.7;;;M. Schnatterer;0;1;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;2 (0);7 (0);9 (4);4 (1);13 (52%);1;51;2
DUS X HEI 25-02-2017;24 (85%);5 (1);2;1;2;;;;9 (3);142613;2;1;90';Marcel Sobottka;False;;0;M;;6.6;;;M. Sobottka;0;1;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;1 (0);2 (0);14 (4);3 (2);24 (85%);1;43;2
DUS X HEI 25-02-2017;6 (50%);4 (4);;1;2;;;;3 (0);52755;0;1;72';John Verhoek;False;1;0;F;;6.5;;;J. Verhoek;0;2;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;0 (0);0 (0);7 (4);0 (0);6 (50%);0;20;0
DUS X HEI 25-02-2017;2 (66%);2 (1);;0;0;;;;1 (1);4859;0;0;11';Axel Bellinghausen;False;;0;M;;6.4;;;A. Bellinghausen;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);1 (0);3 (2);0 (0);2 (66%);0;7;1
DUS X HEI 25-02-2017;24 (57%);11 (6);1;2;0;;;;9 (3);2640;0;2;90';Oliver Fink;False;;0;M;;6.3;;;O. Fink;1;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;2;3 (0);1 (0);20 (9);3 (1);24 (57%);2;61;1
DUS X HEI 25-02-2017;2 (66%);1 (0);;1;2;;;;4 (0);789067;1;0;11';Dave Gnaase;False;;0;M;;6.1;;;D. Gnaase;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;0;1 (0);0 (0);5 (0);1 (0);2 (66%);0;7;0
DUS X HEI 25-02-2017;15 (65%);7 (5);;2;3;;;;7 (1);800252;1;0;79';Tim Skarke;False;;0;M;;5.9;;;T. Skarke;1;1;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;5;1 (0);1 (0);14 (6);3 (0);15 (65%);0;43;2
DUS X HEI 25-02-2017;0 (0%);0 (0);;0;0;;;;0 (0);253469;0;0;1';Hauke Wahl;False;;0;D;;–;;;H. Wahl;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0
