game;accuratePass;aerialDuels;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
H96 X ARM 25-02-2017;91 (91%);6 (5);1;1;2;;1;;9 (5);143398;8;0;90';Salif Sané;False;;0;D;;7.7;;;S. Sané;0;0;1;hannover-96;H96;2541;Hannover 96;5;1 (1);1 (1);15 (10);4 (3);91 (91%);2;121;2
H96 X ARM 25-02-2017;10 (58%);2 (1);1;0;1;;;;7 (5);14004;6;0;90';Michael Görlitz;False;;1;D;;7.3;;;M. Görlitz;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;5;0 (0);0 (0);9 (6);4 (1);10 (58%);4;46;1
H96 X ARM 25-02-2017;5 (50%);1 (1);;0;2;;1;;6 (3);123688;1;0;68';Christoph Hemlein;False;2;0;M;;7.2;;;C. Hemlein;0;0;1;arminia-bielefeld;ARM;2540;Arminia Bielefeld;1;1 (0);2 (1);7 (4);2 (1);5 (50%);2;26;1
H96 X ARM 25-02-2017;93 (83%);4 (0);2;1;4;;;;9 (3);42930;5;1;90';Manuel Schmiedebach;False;;0;M;;7.2;;;M. Schmiedebach;0;2;0;hannover-96;H96;2541;Hannover 96;0;2 (1);0 (0);13 (3);4 (3);93 (83%);1;130;1
H96 X ARM 25-02-2017;32 (88%);2 (1);;3;2;1;;;7 (2);142249;1;3;45';Sebastian Maier;False;;0;M;;7.1;;;S. Maier;0;1;0;hannover-96;H96;2541;Hannover 96;0;0 (0);2 (2);9 (3);4 (3);32 (88%);0;46;2
H96 X ARM 25-02-2017;60 (84%);5 (3);;1;0;;;;10 (8);38363;2;0;86';Marvin Bakalorz;False;;0;M;;7.1;;;M. Bakalorz;0;0;0;hannover-96;H96;2541;Hannover 96;0;3 (2);0 (0);15 (11);5 (1);60 (84%);2;86;4
H96 X ARM 25-02-2017;21 (60%);17 (9);1;1;0;1;;;7 (4);22097;0;1;90';Christopher Nöthe;False;;0;M;;7.1;;;C. Nöthe;0;1;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;2;2 (1);3 (2);24 (13);4 (2);21 (60%);1;56;5
H96 X ARM 25-02-2017;80 (87%);14 (7);;0;2;;;;4 (3);74201;1;0;90';Florian Hübner;False;;0;D;;7.0;;;F. Hübner;0;1;0;hannover-96;H96;2541;Hannover 96;5;0 (0);0 (0);18 (10);5 (4);80 (87%);2;104;1
H96 X ARM 25-02-2017;11 (45%);5 (4);;0;3;;;;9 (5);26516;4;1;90';Tom Schütz;False;;0;M;;7.0;;;T. Schütz;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;2;2 (1);2 (0);14 (9);6 (0);11 (45%);3;41;2
H96 X ARM 25-02-2017;5 (62%);1 (0);;0;2;;;;4 (2);16122;1;0;14';Sören Brandy;False;;0;F;;7.0;;;S. Brandy;0;1;1;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;0 (0);0 (0);5 (2);0 (0);5 (62%);1;13;1
H96 X ARM 25-02-2017;18 (58%);6 (3);;0;1;;;;2 (1);1569;6;1;90';Sebastian Schuppan;False;;0;D;;7.0;;;S. Schuppan;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;5;0 (0);0 (0);8 (4);4 (2);18 (58%);1;58;0
H96 X ARM 25-02-2017;10 (58%);13 (6);;0;3;;1;;11 (5);85058;0;0;90';Fabian Klos;False;3;0;F;;6.9;;;F. Klos;0;0;1;arminia-bielefeld;ARM;2540;Arminia Bielefeld;1;4 (1);2 (0);24 (11);1 (1);10 (58%);1;32;3
H96 X ARM 25-02-2017;49 (77%);6 (3);;1;0;;;;8 (7);26031;1;1;90';Miiko Albornoz;False;;0;D;;6.9;;;M. Albornoz;0;0;0;hannover-96;H96;2541;Hannover 96;0;0 (0);10 (2);14 (10);5 (1);49 (77%);3;101;4
H96 X ARM 25-02-2017;58 (79%);9 (4);;3;2;;;;7 (3);280993;3;4;90';Iver Fossum;False;;0;M;;6.8;;;I. Fossum;0;0;2;hannover-96;H96;2541;Hannover 96;0;1 (1);0 (0);16 (7);1 (0);58 (79%);0;87;2
H96 X ARM 25-02-2017;3 (37%);2 (2);;0;0;;;;2 (1);132645;0;0;21';Niclas Füllkrug;False;;0;F;;6.8;;;N. Füllkrug;1;2;0;hannover-96;H96;2541;Hannover 96;0;2 (1);0 (0);4 (3);1 (1);3 (37%);0;13;0
H96 X ARM 25-02-2017;12 (66%);8 (5);;0;4;;;;5 (1);74574;8;0;90';Julian Börner;False;;0;D;;6.8;;;J. Börner;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;6;0 (0);0 (0);13 (6);0 (0);12 (66%);1;37;1
H96 X ARM 25-02-2017;16 (84%);2 (1);1;0;1;;;;5 (3);74335;0;1;63';Reinhold Yabo;False;;0;M;;6.8;;;R. Yabo;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;0 (0);0 (0);7 (4);2 (2);16 (84%);3;22;0
H96 X ARM 25-02-2017;16 (76%);8 (3);;0;2;;1;;7 (3);16186;1;0;90';Martin Harnik;False;;0;F;;6.8;;;M. Harnik;0;1;1;hannover-96;H96;2541;Hannover 96;0;3 (0);1 (0);15 (6);0 (0);16 (76%);1;34;2
H96 X ARM 25-02-2017;26 (72%);1 (1);1;0;0;;;;5 (3);168943;1;0;69';Kenan Karaman;False;;0;M;;6.7;;;K. Karaman;0;0;0;hannover-96;H96;2541;Hannover 96;0;1 (0);0 (0);6 (4);2 (0);26 (72%);0;45;3
H96 X ARM 25-02-2017;2 (33%);1 (0);;0;2;;;;2 (1);123320;2;0;22';Andreas Voglsammer;False;;0;F;;6.6;;;A. Voglsammer;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;0 (0);0 (0);3 (1);1 (0);2 (33%);1;10;0
H96 X ARM 25-02-2017;7 (53%);3 (0);1;2;1;;;;11 (5);840429;0;0;76';Keanu Staude;False;;0;M;;6.4;;;K. Staude;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;4 (2);0 (0);14 (5);1 (1);7 (53%);0;26;3
H96 X ARM 25-02-2017;6 (60%);2 (1);1;0;2;;;;3 (0);21446;1;0;27';Manuel Junglas;False;;0;M;;6.4;;;M. Junglas;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;1;0 (0);0 (0);5 (1);2 (1);6 (60%);0;13;0
H96 X ARM 25-02-2017;20 (74%);3 (1);1;0;1;;;;4 (2);126219;2;0;90';Brian Behrendt;False;;0;D;;6.3;;;B. Behrendt;0;1;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;6;0 (0);0 (0);7 (3);7 (5);20 (74%);2;41;1
H96 X ARM 25-02-2017;0 (0%);1 (0);;1;1;;;;1 (0);45444;0;0;4';Artur Sobiech;False;;0;F;;6.3;;;A. Sobiech;0;0;0;hannover-96;H96;2541;Hannover 96;0;0 (0);0 (0);2 (0);0 (0);0 (0%);0;2;0
H96 X ARM 25-02-2017;13 (33%);1 (1);;;0;;;3;0 (0);8839;0;0;90';Wolfgang Hesl;False;;0;G;0;6.3;0 (0);2;W. Hesl;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;0 (0);0 (0);1 (1);38 (12);13 (33%);0;44;0
H96 X ARM 25-02-2017;21 (80%);0 (0);;;0;;;1;0 (0);340;0;0;90';Philipp Tschauner;False;;0;G;0;6.3;0 (0);1;P. Tschauner;0;0;0;hannover-96;H96;2541;Hannover 96;0;0 (0);0 (0);0 (0);9 (4);21 (80%);0;39;0
H96 X ARM 25-02-2017;34 (70%);7 (3);1;0;3;;;;3 (0);800577;2;0;90';Fynn Arkenberg;False;;0;D;;6.2;;;F. Arkenberg;0;1;0;hannover-96;H96;2541;Hannover 96;0;0 (0);3 (1);10 (3);1 (0);34 (70%);0;68;0
H96 X ARM 25-02-2017;8 (61%);0 (0);;0;1;;;;4 (1);116570;0;0;45';Felix Klaus;False;;0;M;;6.0;;;F. Klaus;0;0;0;hannover-96;H96;2541;Hannover 96;0;2 (0);0 (0);4 (1);0 (0);8 (61%);0;20;1
NUR X BOC 26-02-2017;34 (69%);2 (2);;;0;;;1;0 (0);24937;0;0;90';Manuel Riemann;False;;0;G;3;8.7;0 (0);6;M. Riemann;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;3;0 (0);0 (0);2 (2);33 (18);34 (69%);0;63;0
NUR X BOC 26-02-2017;16 (51%);5 (4);1;0;0;;;;5 (4);793238;4;0;90';Dennis Lippert;False;;1;D;;7.6;;;D. Lippert;0;0;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;3;0 (0);1 (0);10 (8);12 (4);16 (51%);4;68;1
NUR X BOC 26-02-2017;60 (74%);11 (8);;0;2;;;;3 (1);236;2;0;90';Tim Hoogland;False;;0;D;;7.4;;;T. Hoogland;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;6;0 (0);0 (0);14 (9);12 (5);60 (74%);0;91;1
NUR X BOC 26-02-2017;23 (63%);9 (4);;0;0;;;;3 (3);152115;1;3;90';Johannes Wurtz;False;;0;M;;7.2;;;J. Wurtz;0;1;0;vfl-bochum;BOC;2542;VfL Bochum;3;0 (0);0 (0);12 (7);4 (0);23 (63%);1;47;2
NUR X BOC 26-02-2017;49 (86%);5 (5);2;1;0;;;;7 (4);138131;4;0;90';Dominik Wydra;False;;0;M;;7.2;;;D. Wydra;0;1;0;vfl-bochum;BOC;2542;VfL Bochum;2;0 (0);0 (0);12 (9);12 (8);49 (86%);2;70;2
NUR X BOC 26-02-2017;14 (58%);4 (3);;0;2;;1;;5 (2);129923;1;1;65';Nils Quaschner;False;;0;M;;7.2;;;N. Quaschner;0;0;1;vfl-bochum;BOC;2542;VfL Bochum;0;1 (0);0 (0);9 (5);2 (0);14 (58%);2;31;0
NUR X BOC 26-02-2017;21 (84%);6 (1);1;1;1;;;;8 (4);37630;1;7;90';Tobias Kempe;False;;0;M;;7.2;;;T. Kempe;0;1;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;3 (2);12 (4);14 (5);2 (0);21 (84%);1;49;1
NUR X BOC 26-02-2017;6 (40%);19 (6);;0;1;;;;3 (2);28324;0;3;90';Tim Matavž;False;2;0;F;;7.2;;;T. Matavž;1;1;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;1 (1);0 (0);22 (8);0 (0);6 (40%);1;23;2
NUR X BOC 26-02-2017;44 (68%);4 (3);1;0;1;;;;6 (4);21666;2;0;90';Felix Bastians;False;;2;D;;7.2;;;F. Bastians;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;1 (1);0 (0);10 (7);14 (2);44 (68%);1;75;2
NUR X BOC 26-02-2017;1 (20%);1 (0);;0;0;;;;3 (3);114062;0;0;13';Mikael Ishak;False;;0;F;;7.1;;;M. Ishak;1;0;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;1 (1);0 (0);4 (3);2 (0);1 (20%);1;10;1
NUR X BOC 26-02-2017;24 (64%);8 (4);;0;0;;;;1 (1);26214;3;0;90';Georg Margreitter;False;;0;D;;7.1;;;G. Margreitter;0;2;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;5;0 (0);0 (0);9 (5);10 (6);24 (64%);0;51;2
NUR X BOC 26-02-2017;9 (50%);9 (4);;1;3;;;;14 (6);13059;0;1;77';Rúrik Gíslason;False;;0;F;;7.1;;;R. Gíslason;0;2;2;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;6 (2);1 (0);23 (10);0 (0);9 (50%);0;41;4
NUR X BOC 26-02-2017;38 (77%);7 (4);1;1;1;1;;;8 (3);254411;3;2;73';Jan Gyamerah;False;;0;D;;7.0;;;J. Gyamerah;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;3 (1);3 (1);15 (7);8 (4);38 (77%);2;72;1
NUR X BOC 26-02-2017;21 (67%);8 (5);2;1;1;;;;10 (6);237064;0;0;90';Nico Rieble;False;;1;D;;7.0;;;N. Rieble;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;4;1 (1);1 (0);18 (11);5 (1);21 (67%);4;62;1
NUR X BOC 26-02-2017;20 (69%);8 (5);;0;0;;;;0 (0);22454;2;0;77';Even Hovland;False;;1;D;;7.0;;;E. Hovland;1;1;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;6;0 (0);0 (0);8 (5);6 (2);20 (69%);0;41;0
NUR X BOC 26-02-2017;7 (41%);2 (1);;0;1;;;;2 (1);97931;1;2;29';Shawn Parker;False;;0;F;;6.9;;;S. Parker;0;1;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;1 (1);0 (0);4 (2);4 (0);7 (41%);0;22;0
NUR X BOC 26-02-2017;16 (57%);3 (2);1;1;3;;;;6 (1);833067;4;0;90';Lukas Mühl;False;;0;M;;6.8;;;L. Mühl;0;1;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;0 (0);1 (0);9 (3);8 (3);16 (57%);1;43;0
NUR X BOC 26-02-2017;1 (16%);1 (1);;0;0;;;;3 (2);288321;2;0;17';Paweł Dawidowicz;False;;0;D;;6.7;;;P. Dawidowicz;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;2 (1);0 (0);4 (3);3 (1);1 (16%);0;21;1
NUR X BOC 26-02-2017;25 (64%);7 (2);;2;1;;;;4 (2);142537;1;0;90';Selim Gündüz;False;1;0;M;;6.6;;;S. Gündüz;0;0;1;vfl-bochum;BOC;2542;VfL Bochum;1;1 (1);2 (0);11 (4);4 (1);25 (64%);0;56;2
NUR X BOC 26-02-2017;14 (50%);2 (2);;;0;;;0;0 (0);18601;0;0;90';Thorsten Kirschbaum;False;;0;G;1;6.6;0 (0);1;T. Kirschbaum;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;1;0 (0);0 (0);2 (2);22 (9);14 (50%);0;32;0
NUR X BOC 26-02-2017;11 (50%);15 (6);;1;2;;;;5 (3);807400;3;1;61';Abdelhamid Sabiri;False;1;0;M;;6.5;;;A. Sabiri;0;1;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;1 (0);0 (0);20 (9);0 (0);11 (50%);2;38;1
NUR X BOC 26-02-2017;7 (70%);3 (0);;1;2;;;;2 (0);795001;1;0;25';Görkem Sağlam;False;;0;M;;6.5;;;G. Sağlam;0;0;1;vfl-bochum;BOC;2542;VfL Bochum;2;0 (0);0 (0);5 (0);0 (0);7 (70%);0;16;0
NUR X BOC 26-02-2017;3 (60%);0 (0);;0;0;;;;2 (2);226804;0;0;4';Russell Canouse;False;;0;M;;6.5;;;R. Canouse;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);0 (0);2 (2);0 (0);3 (60%);1;7;1
NUR X BOC 26-02-2017;36 (67%);18 (10);1;1;2;;;;3 (1);119179;0;0;90';Anthony Losilla;False;;1;M;;6.5;;;A. Losilla;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;2;0 (0);0 (0);21 (11);5 (2);36 (67%);1;62;0
NUR X BOC 26-02-2017;8 (40%);7 (3);;2;1;;;;3 (0);53811;0;0;86';Peniel Mlapa;False;1;0;F;;6.5;;;P. Mlapa;1;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;0 (0);0 (0);10 (3);2 (0);8 (40%);0;29;0
NUR X BOC 26-02-2017;23 (67%);5 (0);;1;2;;;;5 (2);40322;2;1;90';Hanno Behrens;False;;0;M;;6.5;;;H. Behrens;1;2;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;0 (0);0 (0);10 (2);1 (0);23 (67%);2;49;0
NUR X BOC 26-02-2017;1 (100%);1 (0);1;0;0;;;;1 (0);326643;0;0;13';Cedric Teuchert;False;;0;F;;6.4;;;C. Teuchert;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;0 (0);0 (0);2 (0);0 (0);1 (100%);0;3;0
NUR X BOC 26-02-2017;25 (67%);2 (1);1;0;0;;;;6 (2);830012;4;0;90';Patrick Kammerbauer;False;;0;D;;6.3;;;P. Kammerbauer;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;1;3 (0);2 (1);8 (3);8 (3);25 (67%);1;66;1
AUE X DRE 26-02-2017;72 (90%);2 (1);1;0;0;;1;;2 (1);169249;5;0;90';Jannik Müller;False;;2;D;;8.3;;;J. Müller;0;0;1;dynamo-dresden;DRE;2595;Dynamo Dresden;3;0 (0);0 (0);4 (2);8 (7);72 (90%);1;92;0
AUE X DRE 26-02-2017;26 (76%);1 (0);1;0;1;1;;;11 (8);335357;0;3;85';Marvin Stefaniak;False;;0;F;;8.1;;;M. Stefaniak;0;2;2;dynamo-dresden;DRE;2595;Dynamo Dresden;0;2 (1);5 (2);12 (8);3 (3);26 (76%);6;63;1
AUE X DRE 26-02-2017;14 (60%);6 (4);;3;1;;2;;6 (2);38923;0;1;78';Stefan Kutschke;False;;1;F;;7.9;;;S. Kutschke;0;0;4;dynamo-dresden;DRE;2595;Dynamo Dresden;0;1 (1);0 (0);12 (6);0 (0);14 (60%);1;36;0
AUE X DRE 26-02-2017;22 (78%);3 (2);;1;2;;1;;16 (12);96920;2;1;90';Dimitriy Nazarov;False;1;0;F;;7.8;;;D. Nazarov;1;2;1;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;4 (2);1 (0);19 (14);4 (3);22 (78%);4;53;6
AUE X DRE 26-02-2017;21 (75%);0 (0);;0;1;;1;;3 (3);97924;2;1;90';Niklas Kreuzer;False;;0;D;;7.7;;;N. Kreuzer;0;0;1;dynamo-dresden;DRE;2595;Dynamo Dresden;4;0 (0);4 (1);3 (3);4 (2);21 (75%);2;53;1
AUE X DRE 26-02-2017;40 (85%);3 (3);2;0;3;1;;;13 (5);124743;4;2;90';Philip Heise;False;1;0;D;;7.5;;;P. Heise;0;1;0;dynamo-dresden;DRE;2595;Dynamo Dresden;1;3 (0);5 (1);16 (8);3 (1);40 (85%);4;83;1
AUE X DRE 26-02-2017;46 (82%);2 (1);1;2;1;1;;;7 (3);157871;2;1;90';Aias Aosman;False;;0;M;;7.2;;;A. Aosman;0;1;0;dynamo-dresden;DRE;2595;Dynamo Dresden;1;1 (1);1 (0);9 (4);7 (5);46 (82%);2;74;0
AUE X DRE 26-02-2017;54 (90%);6 (5);;0;2;;;;2 (0);143914;1;0;90';Giuliano Modica;False;;2;D;;7.2;;;G. Modica;0;0;1;dynamo-dresden;DRE;2595;Dynamo Dresden;5;0 (0);0 (0);8 (5);12 (7);54 (90%);0;69;0
AUE X DRE 26-02-2017;16 (69%);1 (0);;2;0;;;;7 (4);137095;3;1;55';Mario Kvesić;False;;0;M;;7.2;;;M. Kvesić;6;2;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;2 (1);6 (1);8 (4);4 (3);16 (69%);0;51;3
AUE X DRE 26-02-2017;36 (76%);1 (1);1;1;0;;;;10 (5);136930;5;2;90';Calogero Rizzuto;False;;0;D;;7.0;;;C. Rizzuto;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;9;4 (1);0 (0);11 (6);9 (3);36 (76%);3;84;1
AUE X DRE 26-02-2017;5 (71%);0 (0);;1;2;;;;5 (2);8907;0;2;37';Nicky Adler;False;;0;F;;6.9;;;N. Adler;0;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;1 (1);0 (0);5 (2);1 (1);5 (71%);0;14;1
AUE X DRE 26-02-2017;44 (86%);0 (0);;;0;;;1;0 (0);187185;0;0;90';Marvin Schwäbe;False;;0;G;1;6.7;0 (0);1;M. Schwäbe;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;1;0 (0);0 (0);0 (0);23 (16);44 (86%);0;63;0
AUE X DRE 26-02-2017;6 (100%);0 (0);;0;2;;;;7 (3);142169;0;1;32';Erich Berko;False;;0;F;;6.7;;;E. Berko;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;2 (0);1 (0);7 (3);0 (0);6 (100%);1;16;2
AUE X DRE 26-02-2017;2 (100%);0 (0);;0;0;;;;1 (1);9610;0;0;5';Fabian Müller;False;;0;D;;6.7;;;F. Müller;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;0 (0);0 (0);1 (1);0 (0);2 (100%);1;3;0
AUE X DRE 26-02-2017;1 (20%);1 (0);;0;0;;;;2 (2);37631;0;0;12';Pascal Testroet;False;3;1;F;;6.6;;;P. Testroet;0;1;0;dynamo-dresden;DRE;2595;Dynamo Dresden;1;2 (2);0 (0);3 (2);0 (0);1 (20%);0;10;0
AUE X DRE 26-02-2017;17 (73%);0 (0);1;1;0;;;;3 (1);4861;0;0;58';Andreas Lambertz;False;;0;F;;6.6;;;A. Lambertz;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;4;0 (0);0 (0);3 (1);0 (0);17 (73%);1;34;0
AUE X DRE 26-02-2017;35 (85%);5 (2);1;0;1;;;;4 (2);424;4;1;90';Christian Tiffert;False;;0;M;;6.6;;;C. Tiffert;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;0 (0);1 (0);9 (4);3 (0);35 (85%);2;54;0
AUE X DRE 26-02-2017;38 (79%);2 (1);2;1;1;;;;11 (5);798154;1;2;90';Niklas Hauptmann;False;;0;M;;6.5;;;N. Hauptmann;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;2 (0);0 (0);13 (6);2 (1);38 (79%);1;60;4
AUE X DRE 26-02-2017;6 (60%);1 (0);;0;0;;;;0 (0);254001;0;0;53';Pascal Köpke;False;1;0;F;;6.5;;;P. Köpke;0;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);1 (0);0 (0);6 (60%);0;14;0
AUE X DRE 26-02-2017;7 (87%);1 (0);1;1;0;;;;4 (1);254025;2;0;35';Louis Samson;False;;0;M;;6.4;;;L. Samson;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;2 (1);0 (0);5 (1);0 (0);7 (87%);0;16;0
AUE X DRE 26-02-2017;7 (50%);1 (0);;0;2;;;;9 (6);142329;1;0;56';Fabio Kaufmann;False;;0;M;;6.4;;;F. Kaufmann;0;0;1;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;3 (2);3 (1);10 (6);4 (1);7 (50%);1;31;3
AUE X DRE 26-02-2017;32 (84%);4 (1);;0;1;;;;3 (2);132148;1;1;90';Steve Breitkreuz;False;;0;D;;6.4;;;S. Breitkreuz;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;6;0 (0);0 (0);7 (3);7 (5);32 (84%);2;52;0
AUE X DRE 26-02-2017;47 (83%);3 (1);1;2;4;;;;11 (4);38310;3;0;90';Marco Hartmann;False;;1;M;;6.3;;;M. Hartmann;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;2;0 (0);0 (0);14 (5);7 (4);47 (83%);3;72;1
AUE X DRE 26-02-2017;11 (68%);4 (2);;0;0;;;;1 (1);4283;2;1;90';Albert Bunjaku;False;1;0;M;;6.3;;;A. Bunjaku;0;2;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;1 (1);0 (0);5 (3);0 (0);11 (68%);0;24;0
AUE X DRE 26-02-2017;14 (73%);0 (0);1;;0;;;0;2 (1);26952;0;0;90';Martin Männel;False;;0;G;0;6.2;0 (0);5;M. Männel;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);2 (1);6 (2);14 (73%);0;32;1
AUE X DRE 26-02-2017;22 (68%);4 (2);;0;2;;;;3 (1);108171;1;0;90';Adam Sušac;False;;0;D;;6.1;;;A. Sušac;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;7;0 (0);0 (0);7 (3);6 (2);22 (68%);1;44;0
AUE X DRE 26-02-2017;3 (75%);1 (0);1;2;0;;;;8 (2);108667;1;0;34';Simon Skarlatidis;False;;0;M;;6.0;;;S. Skarlatidis;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;3 (0);1 (0);9 (2);0 (0);3 (75%);2;16;0
AUE X DRE 26-02-2017;16 (72%);0 (0);;1;1;;;;7 (2);78881;0;0;90';Sebastian Hertner;False;;0;D;;5.5;;;S. Hertner;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;3 (0);3 (0);7 (2);7 (3);16 (72%);2;45;0
STU X KAI 26-02-2017;106 (91%);5 (4);;0;1;;;;4 (3);73980;2;0;90';Marcin Kamiński;False;;0;D;;8.1;;;M. Kamiński;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;3;0 (0);0 (0);9 (7);26 (21);106 (91%);3;125;0
STU X KAI 26-02-2017;97 (93%);5 (3);;2;1;;;;5 (2);280025;1;0;90';Timo Baumgartl;False;;1;D;;7.6;;;T. Baumgartl;1;1;0;vfb-stuttgart;STU;2677;VfB Stuttgart;2;0 (0);0 (0);10 (5);21 (16);97 (93%);1;117;2
STU X KAI 26-02-2017;66 (89%);4 (2);;0;0;1;;;3 (2);20738;1;2;90';Emiliano Insúa;False;;0;D;;7.6;;;E. Insúa;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;1 (0);3 (1);7 (4);8 (4);66 (89%);2;97;0
STU X KAI 26-02-2017;49 (89%);1 (1);;0;0;;;;2 (2);136935;2;1;90';Jean Zimmer;False;;0;D;;7.5;;;J. Zimmer;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;0 (0);1 (0);3 (3);6 (6);49 (89%);1;78;1
STU X KAI 26-02-2017;39 (81%);2 (2);2;0;3;;;;9 (4);74340;3;1;90';Christoph Moritz;False;;0;M;;7.4;;;C. Moritz;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;4;1 (1);0 (0);11 (6);6 (2);39 (81%);3;63;0
STU X KAI 26-02-2017;79 (91%);6 (3);2;0;1;;;;4 (1);318741;1;3;90';Anto Grgić;False;;0;M;;7.3;;;A. Grgić;1;1;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;0 (0);9 (2);10 (4);8 (6);79 (91%);1;104;0
STU X KAI 26-02-2017;7 (100%);1 (0);;1;0;;1;;1 (0);806964;0;0;10';Berkay Özcan;False;;0;M;;7.2;;;B. Özcan;0;0;1;vfb-stuttgart;STU;2677;VfB Stuttgart;0;0 (0);0 (0);2 (0);0 (0);7 (100%);0;10;0
STU X KAI 26-02-2017;49 (90%);2 (2);;1;2;;;;12 (9);48508;2;1;90';Marcel Gaus;False;;0;D;;7.2;;;M. Gaus;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;1;1 (1);0 (0);14 (11);5 (3);49 (90%);6;77;2
STU X KAI 26-02-2017;5 (55%);3 (2);;0;0;;1;;1 (1);26231;0;0;67';Simon Terodde;False;1;0;F;;7.1;;;S. Terodde;0;0;1;vfb-stuttgart;STU;2677;VfB Stuttgart;0;0 (0);0 (0);4 (3);1 (0);5 (55%);0;17;1
STU X KAI 26-02-2017;10 (47%);0 (0);;;0;;;1;0 (0);24693;0;0;90';Mitchell Langerak;False;;0;G;0;7.1;0 (0);2;M. Langerak;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;0;0 (0);0 (0);0 (0);16 (5);10 (47%);0;30;0
