game;accuratePass;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;id;interceptionWon;keyPass;minutesPlayed;name;national;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;wasFouled;wonTackle
EVE X STO 2017-08-12;42 (85%);1;4;2;;1;;751;0;1;90';Wayne Rooney;False;0;F;;7.8;;;W. Rooney;0;0;1;everton;EVE;48;Everton;3;2 (0);8 (5);14 (5);12 (6);42 (85%);1;3;
EVE X STO 2017-08-12;57 (86%);;1;1;;;;106337;3;0;90';Idrissa Gueye;False;0;M;;7.6;;;I. Gueye;0;1;1;everton;EVE;48;Everton;3;1 (1);1 (0);12 (9);5 (2);57 (86%);5;3;
EVE X STO 2017-08-12;55 (83%);;1;0;;;;110846;2;0;90';Michael Keane;False;1;D;;7.5;;;M. Keane;0;0;0;everton;EVE;48;Everton;9;0 (0);1 (1);6 (4);6 (4);55 (83%);1;0;
EVE X STO 2017-08-12;13 (44%);;0;0;;;1;138530;0;0;90';Jordan Pickford;False;0;G;4;7.4;0 (0);1;J. Pickford;0;0;0;everton;EVE;48;Everton;5;0 (0);0 (0);4 (4);24 (8);13 (44%);0;0;
EVE X STO 2017-08-12;48 (87%);3;0;2;;;;27009;6;0;90';Morgan Schneiderlin;False;0;M;;7.2;;;M. Schneiderlin;0;0;0;everton;EVE;48;Everton;1;0 (0);0 (0);16 (8);2 (1);48 (87%);5;1;
EVE X STO 2017-08-12;12 (70%);;0;0;;;;22481;2;1;90';Mame Biram Diouf;False;0;M;;7.2;;;M. B. Diouf;0;2;0;stoke-city;STO;29;Stoke City;2;1 (1);1 (0);11 (8);1 (0);12 (70%);2;1;
EVE X STO 2017-08-12;15 (75%);1;2;1;1;;;372344;0;2;90';Dominic Calvert-Lewin;False;0;M;;7.1;;;D. Calvert-Lewin;1;1;1;everton;EVE;48;Everton;2;0 (0);1 (1);15 (3);0 (0);15 (75%);0;0;
EVE X STO 2017-08-12;8 (80%);;0;0;;;;27314;4;0;90';Ryan Shawcross;False;0;D;;7.1;;;R. Shawcross;0;0;0;stoke-city;STO;29;Stoke City;5;0 (0);0 (0);7 (5);1 (0);8 (80%);3;1;
EVE X STO 2017-08-12;15 (62%);;0;2;;;;17063;4;0;90';Erik Pieters;False;0;M;;7.1;;;E. Pieters;0;0;0;stoke-city;STO;29;Stoke City;3;0 (0);4 (1);12 (8);5 (0);15 (62%);4;1;
EVE X STO 2017-08-12;30 (68%);;3;2;;;;765;6;0;90';Darren Fletcher;False;0;M;;7.1;;;D. Fletcher;0;1;0;stoke-city;STO;29;Stoke City;0;2 (2);3 (0);11 (6);11 (3);30 (68%);2;1;
EVE X STO 2017-08-12;19 (82%);;1;1;;;;65953;1;0;90';Xherdan Shaqiri;False;0;F;;7.0;;;X. Shaqiri;0;0;1;stoke-city;STO;29;Stoke City;0;3 (2);11 (0);7 (4);2 (0);19 (82%);2;0;
EVE X STO 2017-08-12;22 (88%);1;2;1;;;;25929;0;1;72';Bojan Krkić;False;0;F;;6.9;;;B. Krkić;0;1;0;stoke-city;STO;29;Stoke City;0;1 (1);2 (0);8 (4);0 (0);22 (88%);0;3;
EVE X STO 2017-08-12;26 (81%);;4;3;;;;20602;2;1;90';Joe Allen;False;0;M;;6.9;;;J. Allen;1;1;0;stoke-city;STO;29;Stoke City;2;2 (2);1 (0);15 (7);4 (2);26 (81%);1;3;
EVE X STO 2017-08-12;36 (100%);1;0;2;;;;20204;3;0;45';Ashley Williams;False;1;D;;6.9;;;A. Williams;0;0;0;everton;EVE;48;Everton;4;0 (0);0 (0);6 (3);1 (1);36 (100%);0;0;
EVE X STO 2017-08-12;48 (73%);1;0;0;;;;10507;3;0;90';Phil Jagielka;False;0;D;;6.9;;;P. Jagielka;0;0;0;everton;EVE;48;Everton;9;0 (0);0 (0);7 (3);13 (6);48 (73%);0;1;
EVE X STO 2017-08-12;24 (77%);;0;0;;;;139227;0;0;90';Kurt Zouma;False;2;D;;6.8;;;K. Zouma;0;0;0;stoke-city;STO;29;Stoke City;7;0 (0);1 (0);8 (5);7 (3);24 (77%);0;0;
EVE X STO 2017-08-12;15 (60%);;0;0;;;0;98448;0;0;90';Jack Butland;False;0;G;0;6.8;0 (0);3;J. Butland;0;0;0;stoke-city;STO;29;Stoke City;0;0 (0);0 (0);0 (0);19 (10);15 (60%);0;0;
EVE X STO 2017-08-12;18 (85%);;0;2;;;;97410;0;1;60';Davy Klaassen;False;0;F;;6.8;;;D. Klaassen;0;0;1;everton;EVE;48;Everton;0;0 (0);0 (0);4 (1);0 (0);18 (85%);1;0;
EVE X STO 2017-08-12;6 (66%);;0;0;;;;917;0;1;18';Peter Crouch;False;0;F;;6.8;;;P. Crouch;1;0;0;stoke-city;STO;29;Stoke City;1;0 (0);0 (0);8 (6);0 (0);6 (66%);0;0;
EVE X STO 2017-08-12;8 (61%);;1;0;;;;111962;1;1;72';Saido Berahino;False;0;F;;6.7;;;S. Berahino;0;1;0;stoke-city;STO;29;Stoke City;1;0 (0);0 (0);9 (3);0 (0);8 (61%);0;2;
EVE X STO 2017-08-12;20 (66%);;2;0;;;;48988;4;0;90';Geoff Cameron;False;0;D;;6.7;;;G. Cameron;0;0;0;stoke-city;STO;29;Stoke City;3;1 (1);2 (0);7 (4);8 (1);20 (66%);2;0;
EVE X STO 2017-08-12;4 (80%);;0;0;;;;3593;0;0;13';Kevin Mirallas;False;0;F;;6.7;;;K. Mirallas;0;0;0;everton;EVE;48;Everton;2;0 (0);3 (0);1 (1);0 (0);4 (80%);1;0;
EVE X STO 2017-08-12;6 (66%);;1;1;;;;21626;0;1;18';Eric Maxim Choupo-Moting;False;0;F;;6.6;;;E. M. Choupo-Moting;0;0;0;stoke-city;STO;29;Stoke City;0;3 (1);2 (0);8 (4);0 (0);6 (66%);2;1;
EVE X STO 2017-08-12;14 (66%);1;2;1;;;;73763;1;1;45';Cuco Martina;False;0;D;;6.5;;;C. Martina;0;0;0;everton;EVE;48;Everton;3;0 (0);3 (2);9 (3);1 (0);14 (66%);1;2;
EVE X STO 2017-08-12;18 (64%);1;1;0;;;;9766;1;1;90';Leighton Baines;False;0;M;;6.5;;;L. Baines;0;0;0;everton;EVE;48;Everton;2;1 (0);0 (0);5 (1);2 (1);18 (64%);0;0;
EVE X STO 2017-08-12;11 (73%);1;1;1;;;;795058;0;0;30';Tom Davies;False;0;M;;6.4;;;T. Davies;0;0;0;everton;EVE;48;Everton;0;0 (0);0 (0);6 (1);0 (0);11 (73%);1;0;
EVE X STO 2017-08-12;13 (61%);;0;1;;;;188407;0;0;77';Sandro Ramírez;False;0;F;;6.3;;;S. Ramírez;1;1;0;everton;EVE;48;Everton;0;3 (0);1 (0);6 (1);1 (0);13 (61%);1;0;
SOU X SWA 2017-08-12;27 (69%);1;2;1;;;;38560;1;2;90';Dušan Tadić;False;0;M;;7.8;;;D. Tadić;1;2;1;southampton;SOU;45;Southampton;1;3 (3);8 (4);13 (8);2 (1);27 (69%);2;3;
SOU X SWA 2017-08-12;41 (82%);;0;1;;;;38393;1;0;90';Federico Fernández;False;4;D;;7.8;;;F. Fernández;0;0;0;swansea-city;SWA;74;Swansea City;11;0 (0);0 (0);4 (2);11 (4);41 (82%);1;0;
SOU X SWA 2017-08-12;70 (87%);2;1;1;;;;69416;4;5;90';Oriol Romeu;False;0;M;;7.7;;;O. Romeu;0;0;0;southampton;SOU;45;Southampton;0;0 (0);0 (0);15 (9);7 (5);70 (87%);3;3;
SOU X SWA 2017-08-12;29 (72%);;0;0;;;;32821;5;0;90';Kyle Naughton;False;3;D;;7.7;;;K. Naughton;0;0;0;swansea-city;SWA;74;Swansea City;4;0 (0);0 (0);5 (3);5 (1);29 (72%);1;0;
SOU X SWA 2017-08-12;53 (86%);;0;1;;;;20756;1;4;86';Ryan Bertrand;False;0;D;;7.6;;;R. Bertrand;0;1;0;southampton;SOU;45;Southampton;0;1 (0);6 (3);8 (5);3 (2);53 (86%);1;2;
SOU X SWA 2017-08-12;67 (94%);;0;2;;;;559;0;2;90';Steven Davis;False;0;M;;7.6;;;S. Davis;2;0;0;southampton;SOU;45;Southampton;2;0 (0);1 (1);10 (7);4 (4);67 (94%);3;2;
SOU X SWA 2017-08-12;35 (87%);;0;0;;;;313442;0;0;90';Alfie Mawson;False;1;D;;7.3;;;A. Mawson;0;0;0;swansea-city;SWA;74;Swansea City;8;0 (0);0 (0);4 (3);9 (7);35 (87%);0;1;
SOU X SWA 2017-08-12;35 (87%);1;2;1;;;;31821;0;1;90';Leroy Fer;False;0;M;;7.3;;;L. Fer;0;1;0;swansea-city;SWA;74;Swansea City;2;3 (2);0 (0);15 (11);5 (4);35 (87%);5;2;
SOU X SWA 2017-08-12;26 (63%);;0;0;;;3;15479;0;0;90';Łukasz Fabiański;False;0;G;0;7.3;0 (0);2;Ł. Fabiański;0;0;0;swansea-city;SWA;74;Swansea City;0;0 (0);0 (0);1 (1);30 (15);26 (63%);0;1;
SOU X SWA 2017-08-12;23 (85%);;2;0;;;;161717;0;3;71';James Ward-Prowse;False;0;M;;7.2;;;J. Ward-Prowse;2;1;1;southampton;SOU;45;Southampton;2;0 (0);8 (2);6 (3);0 (0);23 (85%);0;0;
SOU X SWA 2017-08-12;37 (88%);;2;1;;;;115346;0;5;90';Nathan Redmond;False;0;M;;7.2;;;N. Redmond;2;2;0;southampton;SOU;45;Southampton;0;0 (0);3 (2);4 (0);2 (1);37 (88%);0;0;
SOU X SWA 2017-08-12;15 (78%);;0;0;;;;257205;0;0;19';Sofiane Boufal;False;0;M;;7.1;;;S. Boufal;1;0;0;southampton;SOU;45;Southampton;0;2 (2);1 (0);4 (4);0 (0);15 (78%);1;1;
SOU X SWA 2017-08-12;12 (85%);;0;2;;;;53816;0;0;69';Manolo Gabbiadini;False;0;F;;7.1;;;M. Gabbiadini;0;5;0;southampton;SOU;45;Southampton;0;0 (0);1 (0);6 (1);0 (0);12 (85%);0;0;
SOU X SWA 2017-08-12;41 (85%);;1;1;;;;44760;0;0;90';Cédric Soares;False;1;D;;7.1;;;C. Soares;1;1;0;southampton;SOU;45;Southampton;2;1 (1);7 (0);9 (4);6 (0);41 (85%);1;0;
SOU X SWA 2017-08-12;32 (84%);1;1;0;;;;801460;2;1;90';Tom Carroll;False;1;M;;7.0;;;T. Carroll;0;0;0;swansea-city;SWA;74;Swansea City;0;0 (0);2 (1);8 (3);5 (3);32 (84%);2;1;
SOU X SWA 2017-08-12;40 (76%);1;0;1;;;;24248;3;0;90';Maya Yoshida;False;0;D;;7.0;;;M. Yoshida;1;3;0;southampton;SOU;45;Southampton;3;0 (0);0 (0);8 (4);5 (1);40 (76%);1;0;
SOU X SWA 2017-08-12;31 (83%);;1;0;;;;134361;3;1;90';Jack Stephens;False;1;D;;6.9;;;J. Stephens;1;0;0;southampton;SOU;45;Southampton;1;1 (0);0 (0);5 (2);7 (1);31 (83%);0;1;
SOU X SWA 2017-08-12;6 (85%);;1;0;;;;610766;0;0;81';Tammy Abraham;False;0;F;;6.8;;;T. Abraham;2;1;0;swansea-city;SWA;74;Swansea City;1;1 (1);0 (0);5 (3);0 (0);6 (85%);1;0;
SOU X SWA 2017-08-12;4 (100%);;0;0;;;;40671;0;0;9';Kyle Bartley;False;1;D;;6.8;;;K. Bartley;0;0;0;swansea-city;SWA;74;Swansea City;1;0 (0);0 (0);1 (1);0 (0);4 (100%);0;0;
SOU X SWA 2017-08-12;7 (50%);;0;0;;;2;19314;0;0;90';Fraser Forster;False;0;G;0;6.8;0 (0);0;F. Forster;0;0;0;southampton;SOU;45;Southampton;0;0 (0);0 (0);0 (0);9 (2);7 (50%);0;0;
SOU X SWA 2017-08-12;4 (57%);;0;0;;;;387082;0;1;4';Sam McQueen;False;0;D;;6.6;;;S. McQueen;0;0;0;southampton;SOU;45;Southampton;0;0 (0);0 (0);1 (0);0 (0);4 (57%);0;0;
SOU X SWA 2017-08-12;5 (71%);;0;0;;;;97905;0;0;21';Charlie Austin;False;0;F;;6.6;;;C. Austin;0;1;0;southampton;SOU;45;Southampton;0;0 (0);0 (0);0 (0);1 (1);5 (71%);0;0;
SOU X SWA 2017-08-12;21 (65%);1;0;0;;;;27247;0;0;90';Martin Olsson;False;0;D;;6.6;;;M. Olsson;0;0;0;swansea-city;SWA;74;Swansea City;4;0 (0);4 (0);5 (2);4 (1);21 (65%);0;0;
SOU X SWA 2017-08-12;15 (71%);1;4;5;;;;103045;0;0;90';Jordan Ayew;False;0;F;;6.5;;;J. Ayew;0;0;0;swansea-city;SWA;74;Swansea City;3;1 (0);1 (0);21 (8);0 (0);15 (71%);1;5;
SOU X SWA 2017-08-12;24 (96%);1;0;1;;;;20538;0;0;74';Leon Britton;False;1;M;;6.5;;;L. Britton;0;0;0;swansea-city;SWA;74;Swansea City;1;0 (0);0 (0);3 (0);0 (0);24 (96%);0;0;
SOU X SWA 2017-08-12;12 (66%);;2;3;;;;636;0;1;86';Wayne Routledge;False;0;M;;6.5;;;W. Routledge;0;0;0;swansea-city;SWA;74;Swansea City;3;1 (1);1 (1);12 (3);2 (0);12 (66%);0;0;
SOU X SWA 2017-08-12;1 (20%);1;0;0;;;;367228;0;0;4';Oliver McBurnie;False;0;F;;6.4;;;O. McBurnie;0;0;0;swansea-city;SWA;74;Swansea City;0;0 (0);0 (0);3 (2);0 (0);1 (20%);0;0;
SOU X SWA 2017-08-12;3 (75%);;0;2;;;;164291;0;0;16';Jay Fulton;False;0;M;;6.4;;;J. Fulton;0;0;0;swansea-city;SWA;74;Swansea City;0;0 (0);0 (0);2 (0);0 (0);3 (75%);0;0;
WBA X BOU 2017-08-12;18 (69%);;0;1;;1;;159653;3;1;90';Ahmed Hegazy;False;1;D;;8.1;;;A. Hegazy;0;1;2;west-bromwich-albion;WBA;8;West Bromwich Albion;10;0 (0);0 (0);7 (4);7 (1);18 (69%);0;0;
WBA X BOU 2017-08-12;14 (70%);;0;1;;;;50027;7;0;90';Craig Dawson;False;2;D;;7.6;;;C. Dawson;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;3;0 (0);0 (0);4 (2);8 (4);14 (70%);0;0;
WBA X BOU 2017-08-12;8 (29%);;1;1;1;;;10540;0;3;90';Chris Brunt;False;0;D;;7.6;;;C. Brunt;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;2;0 (0);6 (3);6 (4);16 (2);8 (29%);3;0;
WBA X BOU 2017-08-12;54 (90%);;0;0;;;;149663;1;0;90';Nathan Aké;False;0;D;;7.5;;;N. Aké;0;0;1;bournemouth;BOU;60;Bournemouth;3;0 (0);1 (0);9 (9);3 (1);54 (90%);4;1;
WBA X BOU 2017-08-12;11 (84%);;2;2;;;;41631;0;2;90';James McClean;False;1;M;;7.5;;;J. McClean;0;2;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;1 (0);3 (1);14 (7);2 (1);11 (84%);7;0;
WBA X BOU 2017-08-12;22 (66%);;0;0;;;;34578;0;3;90';Jake Livermore;False;0;M;;7.5;;;J. Livermore;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;1 (0);0 (0);9 (7);7 (4);22 (66%);3;1;
WBA X BOU 2017-08-12;16 (66%);;0;0;;;0;13918;0;0;90';Asmir Begović;False;0;G;0;7.4;0 (0);5;A. Begović;0;0;0;bournemouth;BOU;60;Bournemouth;0;0 (0);0 (0);1 (1);15 (7);16 (66%);0;1;
WBA X BOU 2017-08-12;19 (73%);;0;0;;;;128637;1;0;90';Allan Nyom;False;1;D;;7.3;;;A. Nyom;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;1 (0);1 (0);4 (3);8 (3);19 (73%);2;1;
WBA X BOU 2017-08-12;98 (93%);;1;1;;;;39121;2;0;90';Harry Arter;False;0;M;;7.3;;;H. Arter;0;1;0;bournemouth;BOU;60;Bournemouth;0;1 (0);0 (0);6 (3);12 (8);98 (93%);3;0;
WBA X BOU 2017-08-12;93 (87%);;0;0;;;;14695;0;1;90';Andrew Surman;False;1;M;;7.3;;;A. Surman;0;1;0;bournemouth;BOU;60;Bournemouth;2;0 (0);0 (0);8 (6);6 (3);93 (87%);1;1;
WBA X BOU 2017-08-12;40 (90%);;2;0;;;;138261;0;2;90';Ryan Fraser;False;0;M;;7.1;;;R. Fraser;1;0;1;bournemouth;BOU;60;Bournemouth;0;0 (0);6 (1);5 (3);3 (1);40 (90%);1;2;
WBA X BOU 2017-08-12;16 (100%);2;0;2;;;;151037;2;0;90';Claudio Yacob;False;0;M;;7.0;;;C. Yacob;0;2;0;west-bromwich-albion;WBA;8;West Bromwich Albion;4;0 (0);0 (0);8 (3);3 (3);16 (100%);2;0;
WBA X BOU 2017-08-12;13 (72%);;0;0;;;;36466;1;2;72';Matt Phillips;False;0;M;;7.0;;;M. Phillips;1;1;0;west-bromwich-albion;WBA;8;West Bromwich Albion;2;4 (1);5 (2);5 (2);3 (2);13 (72%);0;0;
WBA X BOU 2017-08-12;44 (81%);;2;0;;;;15152;1;0;80';Simon Francis;False;0;D;;7.0;;;S. Francis;0;0;0;bournemouth;BOU;60;Bournemouth;3;2 (2);9 (1);13 (9);5 (0);44 (81%);2;1;
WBA X BOU 2017-08-12;6 (30%);1;0;0;;;1;10599;0;0;90';Ben Foster;False;0;G;0;7.0;0 (0);2;B. Foster;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;0 (0);0 (0);2 (1);19 (5);6 (30%);1;0;
WBA X BOU 2017-08-12;21 (87%);;3;1;;;;100621;0;1;90';Joshua King;False;0;F;;6.9;;;J. King;2;0;0;bournemouth;BOU;60;Bournemouth;1;3 (3);0 (0);12 (5);0 (0);21 (87%);0;1;
WBA X BOU 2017-08-12;4 (80%);;0;0;;;;863651;0;2;20';Rekeem Harper;False;0;M;;6.7;;;R. Harper;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;1 (0);0 (0);2 (1);1 (1);4 (80%);1;0;
WBA X BOU 2017-08-12;49 (77%);;1;0;;;;42707;1;1;90';Steve Cook;False;0;D;;6.7;;;S. Cook;0;0;0;bournemouth;BOU;60;Bournemouth;3;0 (0);0 (0);7 (6);12 (3);49 (77%);1;3;
WBA X BOU 2017-08-12;1 (100%);;0;1;;;;35532;0;0;2';Salomón Rondón;False;0;F;;6.7;;;S. Rondón;0;0;1;west-bromwich-albion;WBA;8;West Bromwich Albion;0;0 (0);0 (0);2 (0);0 (0);1 (100%);0;0;
WBA X BOU 2017-08-12;12 (60%);1;2;4;;;;26989;0;2;88';Jay Rodriguez;False;0;F;;6.7;;;J. Rodriguez;0;2;3;west-bromwich-albion;WBA;8;West Bromwich Albion;0;2 (0);1 (0);16 (0);0 (0);12 (60%);0;0;
WBA X BOU 2017-08-12;22 (84%);;2;0;;;;185955;0;0;45';Jordon Ibe;False;0;M;;6.6;;;J. Ibe;1;0;0;bournemouth;BOU;60;Bournemouth;2;2 (0);4 (1);8 (4);1 (0);22 (84%);2;2;
WBA X BOU 2017-08-12;6 (100%);;1;0;;;;98437;0;1;64';Benik Afobe;False;0;F;;6.6;;;B. Afobe;0;0;0;bournemouth;BOU;60;Bournemouth;1;0 (0);2 (1);5 (2);0 (0);6 (100%);0;2;
WBA X BOU 2017-08-12;57 (81%);;0;0;;;;21501;0;0;90';Charlie Daniels;False;0;D;;6.6;;;C. Daniels;1;0;0;bournemouth;BOU;60;Bournemouth;1;0 (0);1 (1);4 (3);10 (2);57 (81%);2;1;
WBA X BOU 2017-08-12;3 (100%);;1;1;;;;946;0;1;26';Jermain Defoe;False;0;F;;6.6;;;J. Defoe;0;0;0;bournemouth;BOU;60;Bournemouth;0;0 (0);0 (0);3 (1);0 (0);3 (100%);0;0;
WBA X BOU 2017-08-12;11 (84%);1;0;1;;;;839819;0;0;70';Samuel Field;False;0;M;;6.4;;;S. Field;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;2;0 (0);0 (0);2 (0);1 (0);11 (84%);0;0;
WBA X BOU 2017-08-12;4 (100%);;1;0;;;;44566;0;0;10';Adam Smith;False;0;D;;6.4;;;A. Smith;0;0;0;bournemouth;BOU;60;Bournemouth;1;0 (0);1 (0);1 (0);0 (0);4 (100%);0;0;
WBA X BOU 2017-08-12;2 (50%);;1;2;;;;33427;0;0;18';Hal Robson-Kanu;False;0;F;;6.3;;;H. Robson-Kanu;0;1;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;1 (0);0 (0);5 (0);1 (0);2 (50%);0;0;
WBA X BOU 2017-08-12;20 (87%);1;1;0;;;;11764;0;1;45';Marc Pugh;False;0;M;;6.1;;;M. Pugh;0;0;0;bournemouth;BOU;60;Bournemouth;0;1 (0);0 (0);4 (0);1 (0);20 (87%);0;0;
BHA X MCI 2017-08-12;94 (93%);2;0;1;1;;;11781;2;5;90';David Silva;False;0;M;;8.1;;;D. Silva;0;0;0;manchester-city;MCI;17;Manchester City;0;1 (1);6 (1);9 (6);2 (2);94 (93%);1;3;
BHA X MCI 2017-08-12;94 (92%);;0;1;;;;74915;2;0;90';Nicolás Otamendi;False;0;D;;7.6;;;N. Otamendi;1;0;0;manchester-city;MCI;17;Manchester City;4;0 (0);0 (0);7 (4);14 (12);94 (92%);1;0;
BHA X MCI 2017-08-12;79 (90%);;0;0;;;;6019;3;0;90';Vincent Kompany;False;2;D;;7.5;;;V. Kompany;0;0;0;manchester-city;MCI;17;Manchester City;0;0 (0);0 (0);3 (2);4 (3);79 (90%);1;0;
BHA X MCI 2017-08-12;72 (88%);1;1;0;;;;70996;0;0;90';Kevin De Bruyne;False;0;M;;7.4;;;K. D. Bruyne;3;0;1;manchester-city;MCI;17;Manchester City;0;2 (1);8 (0);7 (4);6 (5);72 (88%);2;0;
BHA X MCI 2017-08-12;13 (68%);;0;1;;1;;17094;0;2;83';Sergio Agüero;False;0;F;;7.3;;;S. Agüero;0;1;1;manchester-city;MCI;17;Manchester City;0;3 (1);2 (1);5 (2);0 (0);13 (68%);1;0;
BHA X MCI 2017-08-12;13 (76%);;0;0;;;1;254491;0;0;90';Ederson;False;0;G;0;7.1;1 (1);2;Ederson;0;0;0;manchester-city;MCI;17;Manchester City;0;0 (0);0 (0);0 (0);5 (1);13 (76%);0;0;
BHA X MCI 2017-08-12;96 (97%);;0;1;;;;152077;0;0;90';John Stones;False;0;D;;7.1;;;J. Stones;0;0;0;manchester-city;MCI;17;Manchester City;2;0 (0);0 (0);2 (1);5 (4);96 (97%);0;0;
BHA X MCI 2017-08-12;17 (68%);;0;0;;;;27839;3;0;90';Bruno Saltor;False;2;D;;7.1;;;Bruno;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;2;1 (1);1 (0);4 (4);4 (1);17 (68%);1;2;
BHA X MCI 2017-08-12;86 (86%);2;0;0;;;;13630;2;1;90';Fernandinho;False;0;M;;7.1;;;Fernandinho;0;1;1;manchester-city;MCI;17;Manchester City;1;0 (0);2 (0);10 (3);9 (3);86 (86%);0;1;
BHA X MCI 2017-08-12;8 (72%);1;0;0;;;;115365;3;1;90';Lewis Dunk;False;2;D;;7.0;;;L. Dunk;1;0;2;brighton-hove-albion;BHA;30;Brighton & Hove Albion;7;0 (0);0 (0);5 (3);5 (2);8 (72%);0;1;
BHA X MCI 2017-08-12;14 (77%);;1;1;;;;301288;1;0;75';Solly March;False;0;M;;6.9;;;S. March;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;6;2 (2);0 (0);8 (6);2 (1);14 (77%);2;2;
BHA X MCI 2017-08-12;7 (77%);;0;0;;;;314370;0;0;24';Isaiah Brown;False;0;M;;6.8;;;I. Brown;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;1;1 (1);0 (0);2 (2);1 (1);7 (77%);0;0;
BHA X MCI 2017-08-12;8 (53%);1;0;0;;;;70900;1;0;90';Davy Pröpper;False;0;M;;6.8;;;D. Pröpper;0;2;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;3;2 (2);0 (0);5 (3);2 (0);8 (53%);1;0;
BHA X MCI 2017-08-12;60 (89%);;1;0;;;;44614;0;2;90';Kyle Walker;False;0;M;;6.8;;;K. Walker;0;0;0;manchester-city;MCI;17;Manchester City;0;2 (0);3 (2);10 (5);5 (3);60 (89%);1;1;
BHA X MCI 2017-08-12;2 (50%);;0;0;;;;116664;0;0;15';Anthony Knockaert;False;0;M;;6.7;;;A. Knockaert;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;1 (0);2 (1);3 (2);0 (0);2 (50%);1;1;
BHA X MCI 2017-08-12;12 (66%);;0;0;;;;6948;1;0;90';Markus Suttner;False;0;D;;6.7;;;M. Suttner;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;6;1 (0);1 (0);5 (3);2 (0);12 (66%);2;0;
BHA X MCI 2017-08-12;12 (85%);;0;0;;;;331209;0;0;7';Bernardo Silva;False;0;M;;6.6;;;B. Silva;0;0;0;manchester-city;MCI;17;Manchester City;0;0 (0);1 (0);0 (0);0 (0);12 (85%);0;0;
BHA X MCI 2017-08-12;34 (87%);;1;0;;;;124992;0;0;68';Danilo;False;0;M;;6.6;;;Danilo;0;1;0;manchester-city;MCI;17;Manchester City;1;0 (0);3 (0);4 (3);1 (0);34 (87%);1;1;
BHA X MCI 2017-08-12;14 (50%);2;1;0;;;;48480;0;1;90';Pascal Groß;False;0;F;;6.6;;;P. Groß;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;2;0 (0);4 (1);6 (2);4 (1);14 (50%);1;0;
BHA X MCI 2017-08-12;20 (80%);1;0;2;;;;794839;0;0;78';Gabriel Jesus;False;0;F;;6.5;;;Gabriel;1;2;1;manchester-city;MCI;17;Manchester City;0;2 (2);1 (0);8 (3);1 (1);20 (80%);1;0;
BHA X MCI 2017-08-12;12 (100%);;0;2;;;;293519;0;0;22';Leroy Sané;False;0;M;;6.4;;;L. Sané;0;0;0;manchester-city;MCI;17;Manchester City;0;1 (0);1 (0);4 (1);0 (0);12 (100%);1;0;
BHA X MCI 2017-08-12;6 (100%);1;1;1;;;;138534;0;0;12';Raheem Sterling;False;0;M;;6.4;;;R. Sterling;0;0;0;manchester-city;MCI;17;Manchester City;0;1 (1);0 (0);4 (1);0 (0);6 (100%);0;0;
BHA X MCI 2017-08-12;3 (75%);;0;1;;;;20097;0;0;30';Glenn Murray;False;0;F;;6.4;;;G. Murray;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;1 (1);0 (0);4 (2);1 (0);3 (75%);0;1;
BHA X MCI 2017-08-12;5 (33%);;4;0;;;;18735;0;0;60';Tomer Hemed;False;0;F;;6.4;;;T. Hemed;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);0 (0);18 (7);0 (0);5 (33%);0;1;
BHA X MCI 2017-08-12;13 (48%);;0;0;;;0;134029;0;0;90';Mathew Ryan;False;0;G;0;6.3;0 (0);3;M. Ryan;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);0 (0);0 (0);25 (11);13 (48%);0;0;
BHA X MCI 2017-08-12;8 (66%);;0;0;;;;55570;0;0;90';Shane Duffy;False;1;D;;6.3;;;S. Duffy;1;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;9;0 (0);0 (0);0 (0);2 (0);8 (66%);0;0;
BHA X MCI 2017-08-12;6 (75%);;1;1;;;;22103;0;0;66';Jamie Murphy;False;0;F;;6.3;;;J. Murphy;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);0 (0);4 (2);0 (0);6 (75%);2;0;
