game;accuratePass;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;id;interceptionWon;keyPass;minutesPlayed;name;national;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;wasFouled;wonTackle
WBA X MCI 2017-10-28;13 (48%);;0;0;;;0;10599;0;0;90';Ben Foster;False;0;G;0;6.1;2 (2);2;B. Foster;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;0 (0);0 (0);0 (0);26 (12);13 (48%);0;0;
WBA X MCI 2017-10-28;2 (66%);1;1;2;;;;41631;0;0;9';James McClean;False;0;M;;6.0;;;J. McClean;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;0 (0);0 (0);4 (0);1 (0);2 (66%);0;0;
WBA X MCI 2017-10-28;13 (54%);1;2;2;;;;24814;1;0;90';Kieran Gibbs;False;0;M;;5.8;;;K. Gibbs;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;0 (0);2 (0);9 (1);6 (0);13 (54%);1;0;
BOU X CHE 2017-10-28;57 (89%);;0;0;;1;;27583;0;7;85';Eden Hazard;False;0;F;;8.7;;;E. Hazard;0;1;1;chelsea;CHE;38;Chelsea;0;3 (2);2 (1);5 (4);1 (1);57 (89%);0;2;
BOU X CHE 2017-10-28;39 (92%);;0;0;;;;42707;1;0;90';Steve Cook;False;3;D;;7.6;;;S. Cook;0;0;1;bournemouth;BOU;60;Bournemouth;5;0 (0);0 (0);7 (4);6 (4);39 (92%);2;0;
BOU X CHE 2017-10-28;64 (95%);1;0;0;;;;21300;3;0;90';David Luiz;False;1;D;;7.6;;;D. Luiz;1;0;0;chelsea;CHE;38;Chelsea;3;0 (0);0 (0);6 (5);9 (7);64 (95%);2;1;
BOU X CHE 2017-10-28;79 (91%);1;0;0;;;;21555;3;0;90';César Azpilicueta;False;1;D;;7.4;;;C. Azpilicueta;0;0;0;chelsea;CHE;38;Chelsea;2;0 (0);2 (1);11 (4);4 (3);79 (91%);2;0;
BOU X CHE 2017-10-28;34 (79%);;0;0;;;;35428;0;2;79';Pedro;False;0;F;;7.3;;;Pedro;0;1;1;chelsea;CHE;38;Chelsea;0;1 (1);3 (0);2 (2);3 (1);34 (79%);1;0;
BOU X CHE 2017-10-28;51 (81%);1;1;1;;;;149735;1;0;90';Tiemoué Bakayoko;False;0;M;;7.2;;;T. Bakayoko;0;1;1;chelsea;CHE;38;Chelsea;0;1 (1);0 (0);10 (7);3 (1);51 (81%);3;0;
BOU X CHE 2017-10-28;65 (94%);;1;1;;;;142622;1;0;90';Antonio Rüdiger;False;1;D;;7.2;;;A. Rüdiger;0;0;0;chelsea;CHE;38;Chelsea;2;0 (0);0 (0);5 (2);4 (3);65 (94%);1;0;
BOU X CHE 2017-10-28;96 (88%);2;0;0;;;;518;1;2;90';Cesc Fàbregas;False;0;M;;7.2;;;C. Fàbregas;3;1;0;chelsea;CHE;38;Chelsea;2;0 (0);2 (1);4 (1);8 (5);96 (88%);0;0;
BOU X CHE 2017-10-28;23 (76%);;0;0;;;2;70988;0;0;90';Thibaut Courtois;False;0;G;0;7.1;0 (0);1;T. Courtois;0;0;0;chelsea;CHE;38;Chelsea;1;0 (0);0 (0);0 (0);15 (8);23 (76%);0;0;
BOU X CHE 2017-10-28;40 (87%);1;1;2;;;;69408;0;0;90';Marcos Alonso;False;0;M;;7.1;;;M. Alonso;1;1;0;chelsea;CHE;38;Chelsea;1;1 (1);3 (0);10 (6);5 (4);40 (87%);3;0;
BOU X CHE 2017-10-28;52 (82%);;1;0;;;;15152;4;0;90';Simon Francis;False;1;D;;7.1;;;S. Francis;0;0;0;bournemouth;BOU;60;Bournemouth;3;0 (0);4 (2);5 (2);12 (6);52 (82%);1;0;
BOU X CHE 2017-10-28;52 (91%);1;0;1;;;;14695;2;1;90';Andrew Surman;False;1;M;;7.1;;;A. Surman;0;0;0;bournemouth;BOU;60;Bournemouth;2;1 (1);0 (0);6 (3);3 (2);52 (91%);1;1;
BOU X CHE 2017-10-28;28 (96%);;0;0;;;;132318;1;1;90';Davide Zappacosta;False;0;M;;7.0;;;D. Zappacosta;1;0;0;chelsea;CHE;38;Chelsea;1;0 (0);5 (2);4 (3);1 (0);28 (96%);1;1;
BOU X CHE 2017-10-28;21 (80%);1;0;0;;;;98437;0;0;74';Benik Afobe;False;0;F;;7.0;;;B. Afobe;1;0;0;bournemouth;BOU;60;Bournemouth;1;2 (2);0 (0);12 (10);0 (0);21 (80%);0;3;
BOU X CHE 2017-10-28;7 (63%);;0;0;;;;54330;2;0;11';Danny Drinkwater;False;0;M;;7.0;;;D. Drinkwater;0;0;0;chelsea;CHE;38;Chelsea;1;0 (0);0 (0);1 (1);2 (2);7 (63%);1;0;
BOU X CHE 2017-10-28;42 (82%);1;2;1;;;;548188;2;1;90';Lewis Cook;False;0;M;;6.7;;;L. Cook;0;1;0;bournemouth;BOU;60;Bournemouth;1;3 (2);1 (0);9 (3);6 (4);42 (82%);1;0;
BOU X CHE 2017-10-28;5 (71%);;0;0;;;;147745;0;0;11';Michy Batshuayi;False;0;F;;6.7;;;M. Batshuayi;0;1;0;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);1 (1);1 (0);5 (71%);1;0;
BOU X CHE 2017-10-28;34 (87%);1;0;1;;;;44566;1;2;90';Adam Smith;False;0;M;;6.7;;;A. Smith;0;0;0;bournemouth;BOU;60;Bournemouth;2;3 (1);1 (1);9 (4);2 (1);34 (87%);1;1;
BOU X CHE 2017-10-28;4 (66%);;0;0;;;;31417;1;1;5';Willian;False;0;M;;6.7;;;Willian;0;0;0;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);1 (1);0 (0);4 (66%);0;0;
BOU X CHE 2017-10-28;39 (81%);;0;0;;;;21501;2;1;90';Charlie Daniels;False;0;M;;6.7;;;C. Daniels;0;0;0;bournemouth;BOU;60;Bournemouth;0;0 (0);5 (0);0 (0);5 (1);39 (81%);0;0;
BOU X CHE 2017-10-28;13 (48%);;0;0;;;1;13918;0;0;90';Asmir Begović;False;0;G;0;6.7;1 (1);4;A. Begović;0;0;0;bournemouth;BOU;60;Bournemouth;0;0 (0);0 (0);0 (0);20 (8);13 (48%);0;0;
BOU X CHE 2017-10-28;28 (73%);1;0;0;;;;149663;2;0;90';Nathan Aké;False;0;D;;6.6;;;N. Aké;0;0;0;bournemouth;BOU;60;Bournemouth;5;0 (0);0 (0);2 (1);5 (2);28 (73%);0;0;
BOU X CHE 2017-10-28;16 (69%);1;2;1;1;;;125407;0;2;79';Álvaro Morata;False;0;F;;6.6;;;Á. Morata;0;1;2;chelsea;CHE;38;Chelsea;0;1 (0);2 (0);11 (4);2 (2);16 (69%);1;1;
BOU X CHE 2017-10-28;19 (82%);;0;0;;;;44823;1;1;63';Junior Stanislas;False;0;F;;6.6;;;J. Stanislas;0;0;0;bournemouth;BOU;60;Bournemouth;0;1 (0);3 (0);2 (0);0 (0);19 (82%);0;0;
BOU X CHE 2017-10-28;4 (80%);;0;2;;;;113956;0;0;16';Callum Wilson;False;0;F;;6.5;;;C. Wilson;1;0;0;bournemouth;BOU;60;Bournemouth;0;0 (0);0 (0);3 (1);0 (0);4 (80%);0;0;
BOU X CHE 2017-10-28;18 (85%);;1;0;;;;11764;0;0;27';Marc Pugh;False;0;M;;6.4;;;M. Pugh;0;1;0;bournemouth;BOU;60;Bournemouth;0;2 (1);0 (0);5 (1);0 (0);18 (85%);0;0;
BOU X CHE 2017-10-28;3 (100%);;1;0;;;;946;1;0;45';Jermain Defoe;False;0;F;;6.4;;;J. Defoe;0;0;0;bournemouth;BOU;60;Bournemouth;0;1 (0);0 (0);6 (1);0 (0);3 (100%);1;0;
BOU X CHE 2017-10-28;12 (75%);;2;0;;;;185955;0;1;45';Jordon Ibe;False;0;M;;6.1;;;J. Ibe;1;1;0;bournemouth;BOU;60;Bournemouth;0;3 (0);1 (0);5 (0);1 (1);12 (75%);0;0;
BHA X SOU 2017-10-29;35 (81%);;3;0;;;;116664;0;2;90';Anthony Knockaert;False;0;M;;7.4;;;A. Knockaert;0;2;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;2 (2);10 (2);10 (7);2 (1);35 (81%);4;1;
BHA X SOU 2017-10-29;26 (78%);4;1;1;1;;;48480;0;3;84';Pascal Groß;False;0;F;;7.4;;;P. Groß;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;1 (1);7 (2);10 (4);4 (3);26 (78%);0;3;
BHA X SOU 2017-10-29;50 (89%);;2;1;;1;;559;0;1;90';Steven Davis;False;0;M;;7.3;;;S. Davis;0;0;1;southampton;SOU;45;Southampton;2;2 (2);0 (0);6 (3);1 (0);50 (89%);1;0;
BHA X SOU 2017-10-29;41 (75%);;0;0;;;;115365;1;0;90';Lewis Dunk;False;2;D;;7.2;;;L. Dunk;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;5;0 (0);0 (0);2 (2);12 (5);41 (75%);2;0;
BHA X SOU 2017-10-29;47 (87%);2;1;0;;;;70900;2;1;90';Davy Pröpper;False;0;M;;7.1;;;D. Pröpper;0;0;1;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;2 (2);0 (0);7 (4);5 (5);47 (87%);0;0;
BHA X SOU 2017-10-29;68 (91%);;1;3;;;;21299;1;0;90';Dale Stephens;False;0;M;;7.1;;;D. Stephens;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;1;1 (1);0 (0);9 (5);4 (3);68 (91%);4;0;
BHA X SOU 2017-10-29;15 (60%);1;2;2;;1;;20097;0;0;90';Glenn Murray;False;1;F;;7.1;;;G. Murray;0;1;1;brighton-hove-albion;BHA;30;Brighton & Hove Albion;2;2 (1);0 (0);20 (10);0 (0);15 (60%);1;3;
BHA X SOU 2017-10-29;57 (86%);;0;2;;;;151545;1;0;90';Virgil van Dijk;False;1;D;;7.0;;;V. v. Dijk;0;0;0;southampton;SOU;45;Southampton;4;1 (1);0 (0);10 (6);8 (3);57 (86%);2;0;
BHA X SOU 2017-10-29;37 (82%);;1;1;;;;14193;1;0;90';Gaëtan Bong;False;0;D;;7.0;;;G. Bong;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;2;1 (0);0 (0);12 (9);4 (0);37 (82%);6;2;
BHA X SOU 2017-10-29;43 (76%);;0;1;;;;44760;0;0;90';Cédric Soares;False;0;D;;6.9;;;C. Soares;0;0;0;southampton;SOU;45;Southampton;2;0 (0);5 (0);9 (5);15 (6);43 (76%);3;0;
BHA X SOU 2017-10-29;45 (88%);1;0;1;;;;336813;3;0;90';Wesley Hoedt;False;0;D;;6.8;;;W. Hoedt;0;0;0;southampton;SOU;45;Southampton;3;0 (0);0 (0);9 (5);9 (4);45 (88%);1;2;
BHA X SOU 2017-10-29;43 (84%);1;0;1;;;;69416;1;0;90';Oriol Romeu;False;0;M;;6.8;;;O. Romeu;0;0;0;southampton;SOU;45;Southampton;1;0 (0);0 (0);8 (4);4 (2);43 (84%);3;0;
BHA X SOU 2017-10-29;42 (80%);;0;1;;;;27839;2;0;90';Bruno Saltor;False;0;D;;6.8;;;Bruno;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);3 (0);2 (1);7 (2);42 (80%);1;0;
BHA X SOU 2017-10-29;6 (75%);;0;0;;;;149593;0;0;6';Pierre-Emile Højbjerg;False;0;M;;6.7;;;P. Højbjerg;0;0;0;southampton;SOU;45;Southampton;0;2 (1);0 (0);3 (2);0 (0);6 (75%);1;0;
BHA X SOU 2017-10-29;32 (86%);;1;2;;;;161717;1;0;84';James Ward-Prowse;False;0;M;;6.6;;;J. Ward-Prowse;0;1;0;southampton;SOU;45;Southampton;1;0 (0);8 (0);4 (1);1 (0);32 (86%);0;0;
BHA X SOU 2017-10-29;48 (80%);1;0;1;;;;55570;0;0;90';Shane Duffy;False;0;D;;6.6;;;S. Duffy;0;1;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;9;0 (0);0 (0);10 (8);17 (8);48 (80%);0;0;
BHA X SOU 2017-10-29;24 (80%);;0;2;;;;20756;0;1;90';Ryan Bertrand;False;0;D;;6.6;;;R. Bertrand;1;0;0;southampton;SOU;45;Southampton;2;0 (0);2 (1);6 (2);2 (0);24 (80%);1;1;
BHA X SOU 2017-10-29;1 (100%);1;0;0;;;;10486;0;0;6';Shane Long;False;0;F;;6.6;;;S. Long;0;0;0;southampton;SOU;45;Southampton;0;0 (0);0 (0);2 (1);0 (0);1 (100%);0;1;
BHA X SOU 2017-10-29;16 (66%);2;1;0;;;;257205;1;1;72';Sofiane Boufal;False;0;M;;6.5;;;S. Boufal;0;1;0;southampton;SOU;45;Southampton;2;5 (2);1 (0);14 (7);2 (0);16 (66%);3;2;
BHA X SOU 2017-10-29;10 (55%);;0;0;;;0;134029;0;0;90';Mathew Ryan;False;0;G;0;6.5;1 (1);0;M. Ryan;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);0 (0);0 (0);14 (6);10 (55%);0;0;
BHA X SOU 2017-10-29;13 (48%);;0;0;;;2;19314;0;0;90';Fraser Forster;False;0;G;0;6.5;0 (0);1;F. Forster;0;0;0;southampton;SOU;45;Southampton;0;0 (0);0 (0);0 (0);22 (8);13 (48%);0;0;
BHA X SOU 2017-10-29;21 (80%);;3;0;;;;358162;0;1;87';José Izquierdo;False;0;M;;6.4;;;J. Izquierdo;1;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;1;2 (1);1 (1);8 (1);0 (0);21 (80%);0;0;
BHA X SOU 2017-10-29;3 (75%);;1;0;;;;314370;0;0;6';Isaiah Brown;False;0;M;;6.4;;;I. Brown;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;1 (1);0 (0);3 (1);0 (0);3 (75%);0;0;
BHA X SOU 2017-10-29;8 (72%);2;2;0;;;;53816;0;0;90';Manolo Gabbiadini;False;0;F;;6.4;;;M. Gabbiadini;1;0;0;southampton;SOU;45;Southampton;0;1 (1);0 (0);10 (3);0 (0);8 (72%);0;2;
BHA X SOU 2017-10-29;4 (66%);1;1;0;;;;115346;0;0;18';Nathan Redmond;False;0;M;;6.1;;;N. Redmond;0;0;0;southampton;SOU;45;Southampton;0;1 (0);3 (0);3 (0);1 (0);4 (66%);0;0;
BHA X SOU 2017-10-29;18 (69%);1;6;0;;;;38560;0;0;84';Dušan Tadić;False;0;M;;6.0;;;D. Tadić;1;0;0;southampton;SOU;45;Southampton;0;1 (1);2 (1);9 (2);2 (1);18 (69%);1;0;
BHA X SOU 2017-10-29;2 (100%);;0;0;;;;301288;0;0;3';Solly March;False;0;M;;–;;;S. March;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);0 (0);0 (0);0 (0);2 (100%);0;0;
LEI X EVE 2017-10-29;23 (82%);1;2;1;;1;;355152;0;2;90';Demarai Gray;False;0;M;;7.9;;;D. Gray;0;1;1;leicester-city;LEI;31;Leicester City;0;3 (3);4 (0);10 (6);5 (4);23 (82%);1;2;
LEI X EVE 2017-10-29;21 (87%);;1;0;;;;20375;0;1;90';Wes Morgan;False;3;D;;7.5;;;W. Morgan;1;0;0;leicester-city;LEI;31;Leicester City;5;1 (1);0 (0);6 (3);3 (2);21 (87%);0;0;
LEI X EVE 2017-10-29;20 (74%);;0;1;;;;149380;0;0;90';Harry Maguire;False;1;D;;7.4;;;H. Maguire;0;0;0;leicester-city;LEI;31;Leicester City;9;0 (0);0 (0);7 (5);6 (3);20 (74%);2;1;
LEI X EVE 2017-10-29;58 (90%);1;0;0;;;;106337;1;2;90';Idrissa Gueye;False;0;M;;7.4;;;I. Gueye;2;0;0;everton;EVE;48;Everton;0;2 (2);0 (0);9 (7);2 (0);58 (90%);3;1;
LEI X EVE 2017-10-29;17 (45%);;0;0;;;0;1076;0;0;90';Kasper Schmeichel;False;0;G;3;7.4;0 (0);2;K. Schmeichel;0;0;0;leicester-city;LEI;31;Leicester City;3;0 (0);0 (0);0 (0);35 (15);17 (45%);0;0;
LEI X EVE 2017-10-29;13 (65%);;2;0;1;;;158213;0;2;75';Riyad Mahrez;False;0;F;;7.3;;;R. Mahrez;0;0;1;leicester-city;LEI;31;Leicester City;0;1 (0);3 (1);7 (4);2 (1);13 (65%);3;0;
LEI X EVE 2017-10-29;18 (62%);1;0;0;;;;30502;3;0;90';Danny Simpson;False;2;D;;7.2;;;D. Simpson;0;0;0;leicester-city;LEI;31;Leicester City;3;1 (1);0 (0);11 (6);6 (2);18 (62%);1;1;
LEI X EVE 2017-10-29;43 (84%);;0;1;;;;10507;1;0;90';Phil Jagielka;False;0;D;;7.2;;;P. Jagielka;1;1;1;everton;EVE;48;Everton;7;0 (0);0 (0);10 (7);10 (8);43 (84%);2;0;
LEI X EVE 2017-10-29;3 (37%);;0;1;;1;;173827;0;1;89';Jamie Vardy;False;0;F;;7.1;;;J. Vardy;0;1;1;leicester-city;LEI;31;Leicester City;2;3 (0);2 (2);12 (5);1 (0);3 (37%);0;2;
LEI X EVE 2017-10-29;44 (83%);1;5;3;;;;751;0;4;74';Wayne Rooney;False;0;F;;7.1;;;W. Rooney;0;2;0;everton;EVE;48;Everton;0;1 (0);2 (0);17 (5);6 (4);44 (83%);3;0;
LEI X EVE 2017-10-29;4 (80%);;0;0;;;;43192;0;1;16';Gylfi Sigurðsson;False;0;M;;6.9;;;G. Sigurðsson;0;0;0;everton;EVE;48;Everton;1;0 (0);3 (2);0 (0);0 (0);4 (80%);0;0;
LEI X EVE 2017-10-29;41 (85%);;1;1;;;;9766;1;1;90';Leighton Baines;False;0;D;;6.9;;;L. Baines;0;1;0;everton;EVE;48;Everton;0;0 (0);12 (2);10 (5);6 (2);41 (85%);3;1;
LEI X EVE 2017-10-29;21 (87%);;1;0;;;;3593;0;1;45';Kevin Mirallas;False;0;M;;6.9;;;K. Mirallas;0;1;1;everton;EVE;48;Everton;0;1 (1);0 (0);4 (3);0 (0);21 (87%);1;1;
LEI X EVE 2017-10-29;25 (67%);1;2;1;;;;787885;4;1;90';Wilfred Ndidi;False;0;M;;6.8;;;W. Ndidi;0;0;0;leicester-city;LEI;31;Leicester City;4;0 (0);0 (0);10 (6);5 (2);25 (67%);4;0;
LEI X EVE 2017-10-29;12 (66%);;0;1;;;;372344;2;0;90';Dominic Calvert-Lewin;False;0;F;;6.8;;;D. Calvert-Lewin;2;0;0;everton;EVE;48;Everton;1;3 (2);2 (0);13 (7);0 (0);12 (66%);0;0;
LEI X EVE 2017-10-29;34 (82%);;1;2;;;;32690;0;1;90';Vicente Iborra;False;0;M;;6.8;;;V. Iborra;0;2;0;leicester-city;LEI;31;Leicester City;3;1 (0);1 (0);10 (4);1 (1);34 (82%);1;1;
LEI X EVE 2017-10-29;27 (58%);1;2;0;1;;;1262;3;1;90';Christian Fuchs;False;0;D;;6.8;;;C. Fuchs;0;0;0;leicester-city;LEI;31;Leicester City;1;2 (1);0 (0);10 (4);12 (2);27 (58%);0;1;
LEI X EVE 2017-10-29;16 (80%);;0;0;;;;909274;0;0;45';Beni Baningime;False;0;M;;6.7;;;B. Baningime;0;0;0;everton;EVE;48;Everton;0;1 (0);0 (0);3 (2);3 (2);16 (80%);2;0;
LEI X EVE 2017-10-29;9 (45%);2;2;0;;;;802695;3;0;83';Ben Chilwell;False;0;M;;6.7;;;B. Chilwell;0;1;0;leicester-city;LEI;31;Leicester City;0;2 (2);1 (0);21 (9);2 (0);9 (45%);2;2;
LEI X EVE 2017-10-29;38 (74%);1;0;0;;;;361310;1;2;90';Jonjoe Kenny;False;0;D;;6.7;;;J. Kenny;0;0;0;everton;EVE;48;Everton;6;0 (0);5 (3);14 (8);6 (2);38 (74%);2;0;
LEI X EVE 2017-10-29;4 (40%);;0;2;;;;226780;0;1;45';Oumar Niasse;False;0;F;;6.7;;;O. Niasse;1;2;0;everton;EVE;48;Everton;0;2 (1);1 (0);5 (2);0 (0);4 (40%);0;0;
LEI X EVE 2017-10-29;36 (83%);4;2;2;;;;795058;2;1;90';Tom Davies;False;0;M;;6.6;;;T. Davies;0;0;0;everton;EVE;48;Everton;2;0 (0);2 (1);14 (6);3 (1);36 (83%);3;3;
LEI X EVE 2017-10-29;2 (50%);;0;0;;;;47737;1;0;7';Marc Albrighton;False;0;M;;6.6;;;M. Albrighton;0;0;0;leicester-city;LEI;31;Leicester City;1;0 (0);0 (0);0 (0);2 (1);2 (50%);0;0;
LEI X EVE 2017-10-29;1 (50%);;1;0;;;;19303;0;0;15';Shinji Okazaki;False;0;F;;6.5;;;S. Okazaki;0;0;0;leicester-city;LEI;31;Leicester City;0;0 (0);0 (0);1 (0);0 (0);1 (50%);0;0;
LEI X EVE 2017-10-29;34 (87%);;0;0;;;;20204;0;0;90';Ashley Williams;False;1;D;;6.4;;;A. Williams;0;0;0;everton;EVE;48;Everton;6;0 (0);0 (0);2 (0);3 (3);34 (87%);0;0;
LEI X EVE 2017-10-29;11 (42%);;0;0;;;0;138530;0;0;90';Jordan Pickford;False;0;G;2;6.3;0 (0);1;J. Pickford;0;0;0;everton;EVE;48;Everton;2;0 (0);0 (0);0 (0);25 (10);11 (42%);0;0;
LEI X EVE 2017-10-29;12 (66%);1;1;0;;;;9692;1;0;45';Aaron Lennon;False;0;M;;6.0;;;A. Lennon;0;0;0;everton;EVE;48;Everton;0;0 (0);0 (0);4 (1);1 (0);12 (66%);0;0;
LEI X EVE 2017-10-29;1 (100%);;0;0;;;;359642;0;0;1';Kelechi Iheanacho;False;0;F;;–;;;K. Iheanacho;0;0;0;leicester-city;LEI;31;Leicester City;0;0 (0);1 (0);0 (0);0 (0);1 (100%);0;0;
BUR X NEW 2017-10-30;49 (77%);;0;0;;;;36465;0;2;90';Jonjo Shelvey;False;1;M;;7.9;;;J. Shelvey;1;0;2;newcastle-united;NEW;39;Newcastle United;1;1 (1);4 (2);3 (3);12 (9);49 (77%);2;0;
BUR X NEW 2017-10-30;37 (75%);;0;0;;;;137774;3;1;90';Ben Mee;False;2;D;;7.8;;;B. Mee;0;0;0;burnley;BUR;6;Burnley;11;0 (0);0 (0);11 (8);7 (3);37 (75%);1;0;
BUR X NEW 2017-10-30;13 (50%);;0;0;;;2;162653;0;0;90';Nick Pope;False;0;G;0;7.7;0 (0);5;N. Pope;0;0;0;burnley;BUR;6;Burnley;0;0 (0);0 (0);0 (0);23 (10);13 (50%);0;0;
BUR X NEW 2017-10-30;36 (87%);;0;1;;;;145188;2;1;90';James Tarkowski;False;1;D;;7.7;;;J. Tarkowski;0;1;1;burnley;BUR;6;Burnley;5;3 (2);0 (0);13 (8);11 (9);36 (87%);2;0;
BUR X NEW 2017-10-30;29 (72%);1;0;0;;;;67507;2;0;90';Matthew Lowton;False;1;D;;7.6;;;M. Lowton;0;0;0;burnley;BUR;6;Burnley;5;0 (0);6 (1);13 (9);8 (2);29 (72%);4;1;
BUR X NEW 2017-10-30;65 (87%);1;0;1;;;;88528;5;1;90';Florian Lejeune;False;0;D;;7.3;;;F. Lejeune;0;0;0;newcastle-united;NEW;39;Newcastle United;8;1 (1);0 (0);11 (7);13 (8);65 (87%);2;0;
BUR X NEW 2017-10-30;25 (80%);1;1;1;;1;;115441;0;1;90';Jeff Hendrick;False;0;F;;7.2;;;J. Hendrick;1;1;1;burnley;BUR;6;Burnley;0;1 (0);3 (0);7 (0);0 (0);25 (80%);0;0;
BUR X NEW 2017-10-30;34 (77%);1;1;1;1;;;49805;0;2;90';Jóhann Guðmundsson;False;0;M;;7.2;;;J. Guðmundsson;1;0;0;burnley;BUR;6;Burnley;1;1 (1);3 (1);12 (6);5 (0);34 (77%);4;0;
BUR X NEW 2017-10-30;42 (87%);;0;0;;;;314040;2;1;90';DeAndre Yedlin;False;1;D;;7.0;;;D. Yedlin;0;0;0;newcastle-united;NEW;39;Newcastle United;3;1 (1);5 (0);2 (2);4 (2);42 (87%);0;0;
BUR X NEW 2017-10-30;30 (69%);3;0;2;;;;267621;0;3;90';Robbie Brady;False;0;M;;7.0;;;R. Brady;0;0;1;burnley;BUR;6;Burnley;1;1 (1);10 (2);7 (1);6 (3);30 (69%);0;0;
BUR X NEW 2017-10-30;51 (86%);;0;1;;;;153444;1;0;90';Jamaal Lascelles;False;0;D;;7.0;;;J. Lascelles;0;0;0;newcastle-united;NEW;39;Newcastle United;5;0 (0);0 (0);6 (4);11 (7);51 (86%);1;0;
BUR X NEW 2017-10-30;17 (70%);1;3;3;;;;27028;0;0;90';Ashley Barnes;False;0;F;;7.0;;;A. Barnes;0;1;1;burnley;BUR;6;Burnley;0;2 (2);0 (0);24 (11);0 (0);17 (70%);1;4;
BUR X NEW 2017-10-30;31 (77%);;0;0;;;;20752;2;1;90';Stephen Ward;False;0;D;;7.0;;;S. Ward;0;0;0;burnley;BUR;6;Burnley;3;0 (0);2 (0);4 (3);5 (1);31 (77%);1;1;
BUR X NEW 2017-10-30;22 (64%);;2;2;;;;69418;0;1;90';Joselu;False;0;F;;6.9;;;Joselu;1;1;0;newcastle-united;NEW;39;Newcastle United;3;1 (1);0 (0);18 (9);0 (0);22 (64%);0;2;
BUR X NEW 2017-10-30;38 (74%);;2;1;;;;20993;1;0;90';Jack Cork;False;0;M;;6.9;;;J. Cork;1;0;1;burnley;BUR;6;Burnley;2;3 (3);1 (1);11 (7);5 (1);38 (74%);0;1;
BUR X NEW 2017-10-30;20 (48%);;0;0;;;4;20581;0;0;90';Robert Elliot;False;0;G;0;6.9;0 (0);4;R. Elliot;0;0;0;newcastle-united;NEW;39;Newcastle United;0;0 (0);0 (0);1 (1);29 (9);20 (48%);0;0;
BUR X NEW 2017-10-30;2 (66%);;0;0;;;;232118;0;0;7';Dwight Gayle;False;0;F;;6.8;;;D. Gayle;0;0;1;newcastle-united;NEW;39;Newcastle United;0;0 (0);0 (0);2 (2);0 (0);2 (66%);0;0;
BUR X NEW 2017-10-30;4 (50%);;0;1;;;;190843;1;0;14';Isaac Hayden;False;0;M;;6.8;;;I. Hayden;0;0;1;newcastle-united;NEW;39;Newcastle United;0;0 (0);0 (0);2 (1);1 (1);4 (50%);0;0;
BUR X NEW 2017-10-30;26 (83%);3;1;0;;;;345195;0;2;76';Ayoze Pérez;False;0;M;;6.7;;;A. Pérez;0;0;1;newcastle-united;NEW;39;Newcastle United;1;0 (0);0 (0);11 (5);0 (0);26 (83%);2;1;
BUR X NEW 2017-10-30;6 (75%);;0;0;;;;49647;0;0;14';Ashley Westwood;False;0;M;;6.7;;;A. Westwood;0;0;0;burnley;BUR;6;Burnley;1;0 (0);0 (0);2 (1);2 (1);6 (75%);1;0;
BUR X NEW 2017-10-30;6 (100%);;0;0;;;;372336;0;0;11';Jacob Murphy;False;0;M;;6.6;;;J. Murphy;0;0;0;newcastle-united;NEW;39;Newcastle United;0;0 (0);1 (0);1 (1);0 (0);6 (100%);0;0;
BUR X NEW 2017-10-30;31 (86%);;1;1;;;;42699;0;0;79';Matt Ritchie;False;0;M;;6.6;;;M. Ritchie;1;0;0;newcastle-united;NEW;39;Newcastle United;1;1 (1);3 (0);9 (5);5 (3);31 (86%);0;2;
BUR X NEW 2017-10-30;47 (87%);;1;0;;;;5942;1;0;76';Steven Defour;False;0;M;;6.6;;;S. Defour;1;0;0;burnley;BUR;6;Burnley;0;0 (0);1 (0);2 (0);4 (3);47 (87%);0;0;
BUR X NEW 2017-10-30;23 (76%);;2;1;;;;152390;1;1;90';Christian Atsu;False;1;M;;6.5;;;C. Atsu;1;1;0;newcastle-united;NEW;39;Newcastle United;0;3 (1);2 (0);12 (2);2 (0);23 (76%);0;0;
