game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
LIV X STO 2016-04-10;339 (79%);396 (82%);11;3;48%;52%;2;4;3;6;0;1;52;45;0;0;2;2;;;3;1;429;485;;;5;6;6;4;3;6;6;8;11;14;2;0;1;2016-04-10;-3.0;63.0;36.0;30.0;17.0;7.0;1.0;-1.0;6.0;-20.0;-14.0;-33.0;-17.0;-18.0;-18.0;-54.0;-66.0;-38.0;-2.0;6.0;25.0;17.0;-19.0;15.0;1.0;-1.0;80.0;45.0;31.0;23.0;7.0;-4.0;-6.0;-10.0;-42.0;-28.0;-49.0;-31.0;-91.0;-46.0;0.0;50.0;28.0;15.0;3.0;-35.0;100.0;55.0;31.0;28.0;16.0;-62.0;-29.0;-11.0;-11.0;86.0;-1.0;67.0;45.0;67.0;47.0;32.0;20.0;89.0;82.0;21.0;14.0;8.0;10.0;-7.0;-12.0;-12.0;-9.0;8.0;9.0;6.0;4.0;3.0;5.0;1.0;1.0;1.0;5.0;3.0;2.0;1.0;1.0;1.0;-5.0;43.0;16.0;-10.0;4;13:00:00;1;STO;LIV
TOT X MUN 2016-04-10;320 (72%);281 (71%);10;11;53%;47%;3;1;7;2;;;51;60;0;0;7;1;;;3;3;442;395;;;2;9;1;7;1;8;3;7;5;16;3;3;0;2016-04-10;-3.0;-7.0;-4.0;-27.0;-43.0;-27.0;-24.0;-9.0;-1.0;18.0;12.0;-3.0;29.0;12.0;2.0;-5.0;-38.0;-25.0;24.0;12.0;45.0;37.0;3.0;17.0;3.0;-5.0;-1.0;4.0;-2.0;-2.0;-6.0;-5.0;-5.0;-5.0;-12.0;-6.0;6.0;3.0;9.0;10.0;;10.0;20.0;17.0;10.0;-7.0;7.0;4.0;83.0;50.0;31.0;19.0;28.0;2.0;-4.0;-4.0;-18.0;-36.0;-46.0;-24.0;-51.0;-27.0;-10.0;-1.0;8.0;35.0;24.0;-21.0;97.0;58.0;29.0;16.0;95.0;51.0;100.0;64.0;38.0;10.0;-18.0;29.0;55.0;33.0;95.0;58.0;33.0;22.0;19.0;-20.0;-7.0;-18.0;-8.0;20.0;3;13:30:00;1;MUN;TOT
NOR X SUN 2016-04-16;135 (56%);279 (69%);26;20;36%;64%;0;6;0;14;;;55;51;0;0;6;0;0;1;5;3;240;404;;;5;10;5;6;3;7;3;9;8;19;2;2;3;2016-04-16;1.0;34.0;20.0;13.0;-9.0;-2.0;47.0;32.0;43.0;40.0;24.0;1.0;-60.0;-33.0;-25.0;-23.0;-14.0;-10.0;14.0;27.0;40.0;66.0;7.0;42.0;27.0;17.0;16.0;9.0;-31.0;-20.0;-12.0;20.0;11.0;1.0;7.0;-37.0;-55.0;-31.0;-10.0;-13.0;-30.0;-1.0;25.0;18.0;59.0;1.0;40.0;39.0;22.0;-45.0;-17.0;-5.0;5.0;14.0;41.0;28.0;26.0;20.0;17.0;19.0;9.0;60.0;39.0;27.0;64.0;37.0;21.0;24.0;61.0;40.0;34.0;64.0;41.0;16.0;-80.0;-32.0;-16.0;-4.0;18.0;6.0;13.0;42.0;85.0;55.0;48.0;33.0;52.0;39.0;31.0;56.0;20.0;-45.0;0;09:45:00;-1;SUN;NOR
EVE X SOU 2016-04-16;292 (77%);304 (78%);23;14;51%;49%;4;3;10;3;;;53;50;0;0;1;3;2;0;3;0;378;392;;;12;3;9;2;4;2;5;4;17;7;1;1;1;2016-04-16;-10.0;1.0;-25.0;-24.0;-14.0;-8.0;-9.0;-28.0;-10.0;6.0;1.0;-1.0;1.0;-29.0;-53.0;-27.0;-62.0;-37.0;-20.0;-3.0;-2.0;2.0;5.0;-5.0;-5.0;-8.0;-4.0;-6.0;-7.0;-10.0;-3.0;-3.0;28.0;29.0;23.0;-28.0;-5.0;-5.0;-33.0;-44.0;-90.0;-17.0;-6.0;9.0;-4.0;18.0;-3.0;-34.0;-22.0;-16.0;18.0;2.0;-23.0;-13.0;-26.0;-14.0;12.0;-6.0;2.0;7.0;2.0;7.0;-9.0;-5.0;5.0;-16.0;105.0;12.0;33.0;17.0;6.0;22.0;2.0;-11.0;-9.0;-86.0;-58.0;-40.0;12.0;-89.0;-92.0;-44.0;-21.0;-4.0;15.0;33.0;15.0;5.0;-4.0;10.0;-15.0;-5.0;1;12:00:00;0;SOU;EVE
MUN X ASV 2016-04-16;225 (77%);497 (86%);11;10;34%;66%;2;2;3;14;;;47;42;0;0;3;1;1;1;0;4;294;581;;;4;9;4;7;1;4;3;4;7;13;1;0;0;2016-04-16;2.0;55.0;36.0;27.0;17.0;35.0;36.0;24.0;17.0;68.0;34.0;2.0;14.0;61.0;41.0;25.0;46.0;21.0;13.0;12.0;11.0;9.0;8.0;5.0;20.0;46.0;67.0;39.0;18.0;49.0;36.0;17.0;9.0;12.0;10.0;7.0;3.0;6.0;8.0;5.0;-5.0;7.0;10.0;11.0;37.0;14.0;26.0;45.0;32.0;24.0;17.0;20.0;15.0;13.0;38.0;32.0;13.0;16.0;6.0;1.0;-3.0;6.0;86.0;62.0;42.0;60.0;41.0;-24.0;23.0;18.0;10.0;3.0;1.0;-25.0;-8.0;7.0;7.0;10.0;27.0;59.0;41.0;19.0;6.0;-93.0;-58.0;-37.0;-27.0;-26.0;-5.0;34.0;9.0;5.0;1;12:00:00;1;ASV;MUN
NEW X SWA 2016-04-16;444 (79%);183 (63%);16;12;66%;34%;3;1;7;3;0;1;56;49;0;0;4;1;;;0;4;561;290;;;8;7;7;4;1;7;3;5;11;12;1;2;0;2016-04-16;-7.0;37.0;22.0;12.0;5.0;0.0;35.0;22.0;20.0;12.0;7.0;-10.0;2.0;1.0;1.0;-10.0;-3.0;2.0;-5.0;-2.0;2.0;1.0;-58.0;26.0;14.0;10.0;2.0;-4.0;-6.0;-7.0;-12.0;-6.0;-2.0;-33.0;32.0;100.0;69.0;30.0;12.0;-6.0;0.0;-10.0;-37.0;-29.0;-29.0;-18.0;-20.0;-10.0;32.0;-30.0;-41.0;-29.0;-22.0;-55.0;-40.0;-26.0;-9.0;-25.0;-14.0;-10.0;-10.0;-11.0;-11.0;-11.0;-13.0;-13.0;-14.0;6.0;-14.0;-38.0;-28.0;-26.0;-25.0;-20.0;-40.0;-30.0;-49.0;-30.0;35.0;-14.0;-8.0;24.0;86.0;49.0;67.0;38.0;19.0;4.0;-2.0;63.0;74.0;-90.0;3;12:00:00;1;SWA;NEW
WBA X WAT 2016-04-16;229 (66%);317 (75%);23;23;44%;56%;3;5;3;9;;;56;69;0;0;4;3;;;0;1;349;425;;;6;12;4;8;4;4;5;5;11;17;3;0;1;2016-04-16;-4.0;3.0;43.0;37.0;21.0;61.0;39.0;22.0;14.0;-28.0;-13.0;-5.0;-5.0;-7.0;-3.0;-2.0;-4.0;28.0;13.0;5.0;-97.0;-51.0;-6.0;-29.0;-13.0;29.0;17.0;18.0;-32.0;-19.0;-9.0;-1.0;4.0;-11.0;37.0;30.0;20.0;39.0;20.0;8.0;0.0;8.0;8.0;19.0;11.0;-7.0;30.0;22.0;17.0;69.0;40.0;26.0;20.0;-34.0;-60.0;-34.0;-5.0;-19.0;-10.0;47.0;30.0;19.0;13.0;14.0;6.0;70.0;48.0;-3.0;30.0;39.0;19.0;-34.0;-14.0;-7.0;38.0;-23.0;-3.0;3.0;-2.0;3.0;3.0;5.0;5.0;10.0;33.0;22.0;48.0;23.0;18.0;-1.0;2.0;-5.0;0;12:00:00;-1;WAT;WBA
CHE X MCI 2016-04-16;426 (84%);434 (82%);12;6;49%;51%;2;4;3;11;3;0;58;54;0;0;3;4;;;1;5;509;529;0;1;8;4;1;3;8;4;3;7;11;11;3;2;3;2016-04-16;-10.0;42.0;51.0;26.0;10.0;-6.0;-58.0;-58.0;-41.0;-22.0;-11.0;-8.0;-1.0;6.0;5.0;49.0;24.0;-70.0;-32.0;-17.0;-12.0;-40.0;-12.0;-17.0;27.0;12.0;30.0;-77.0;-34.0;-24.0;-16.0;19.0;12.0;-10.0;5.0;30.0;21.0;14.0;16.0;16.0;30.0;7.0;10.0;20.0;15.0;-5.0;43.0;36.0;47.0;25.0;13.0;-77.0;-44.0;-34.0;-14.0;-1.0;6.0;-6.0;-6.0;-2.0;1.0;1.0;1.0;22.0;-30.0;-8.0;-4.0;3.0;6.0;-5.0;-5.0;-1.0;21.0;7.0;5.0;4.0;-5.0;-16.0;7.0;-8.0;-79.0;-6.0;4.0;44.0;29.0;-27.0;-2.0;9.0;1.0;69.0;6.0;65.0;0;14:30:00;-1;MCI;CHE
BOU X LIV 2016-04-17;398 (81%);404 (80%);8;16;49%;51%;4;8;4;5;;;51;52;0;0;3;4;2;0;3;2;492;503;;;12;11;9;5;6;5;7;7;19;18;;;2;2016-04-17;0.0;-2.0;3.0;-1.0;8.0;36.0;23.0;11.0;5.0;1.0;-2.0;4.0;-1.0;5.0;-6.0;46.0;24.0;-47.0;-21.0;-19.0;-40.0;-26.0;-4.0;-14.0;-10.0;-2.0;3.0;-7.0;-3.0;-2.0;-3.0;-8.0;6.0;-38.0;6.0;9.0;-112.0;-68.0;-42.0;-2.0;-85.0;-1.0;-71.0;-43.0;-26.0;-46.0;-16.0;-10.0;-7.0;-44.0;-26.0;-20.0;-42.0;-19.0;-7.0;-41.0;-24.0;-21.0;-7.0;-1.0;23.0;13.0;5.0;-3.0;-2.0;7.0;49.0;61.0;22.0;46.0;31.0;22.0;13.0;-22.0;-13.0;-12.0;-16.0;-8.0;-34.0;6.0;6.0;9.0;40.0;38.0;27.0;20.0;7.0;-19.0;-9.0;-2.0;-6.0;170.0;1;10:30:00;-1;LIV;BOU
LEI X WES 2016-04-17;320 (79%);225 (68%);16;17;57%;43%;3;0;5;0;0;2;50;48;0;0;0;2;2;0;0;2;407;332;0;1;10;5;12;4;4;2;9;1;19;6;3;3;2;2016-04-17;-10.0;-5.0;39.0;54.0;35.0;20.0;12.0;4.0;3.0;5.0;69.0;-3.0;37.0;18.0;5.0;-6.0;-7.0;-5.0;-4.0;-10.0;-3.0;-5.0;3.0;-1.0;7.0;5.0;3.0;3.0;3.0;2.0;-4.0;-2.0;-3.0;-70.0;-3.0;9.0;3.0;5.0;7.0;1.0;-45.0;-4.0;-35.0;-29.0;-21.0;-36.0;-36.0;-18.0;-35.0;-52.0;-26.0;35.0;13.0;-15.0;-4.0;4.0;-22.0;4.0;4.0;-4.0;-54.0;-39.0;-27.0;-19.0;-19.0;-39.0;-33.0;-11.0;-20.0;-17.0;-16.0;-8.0;-65.0;-45.0;-32.0;-30.0;-20.0;-5.0;-39.0;-30.0;-15.0;-17.0;-59.0;-60.0;-73.0;-78.0;-100.0;-67.0;-37.0;-14.0;31.0;55.0;2;10:30:00;0;WES;LEI
ARS X CRY 2016-04-17;205 (74%);651 (88%);20;21;29%;71%;1;7;5;10;;;53;63;0;0;5;2;;;2;2;278;737;;;3;15;3;8;3;6;4;6;7;21;2;0;1;2016-04-17;10.0;16.0;16.0;17.0;17.0;27.0;14.0;13.0;13.0;-50.0;-19.0;10.0;-5.0;52.0;33.0;35.0;31.0;16.0;3.0;4.0;-40.0;-16.0;10.0;27.0;16.0;16.0;19.0;17.0;15.0;10.0;62.0;41.0;8.0;15.0;44.0;30.0;18.0;15.0;14.0;55.0;45.0;-5.0;-6.0;28.0;21.0;16.0;15.0;37.0;75.0;85.0;52.0;13.0;8.0;4.0;3.0;33.0;16.0;24.0;16.0;17.0;11.0;6.0;4.0;9.0;75.0;44.0;56.0;11.0;36.0;69.0;39.0;21.0;18.0;13.0;-22.0;-52.0;39.0;7.0;13.0;3.0;42.0;-73.0;-27.0;-14.0;-6.0;-4.0;4.0;19.0;1.0;15.0;-5.0;0.0;1;13:00:00;0;CRY;ARS
STO X TOT 2016-04-18;314 (79%);322 (79%);13;9;49%;51%;4;4;3;5;2;0;57;62;0;0;2;2;2;0;1;0;396;410;;;17;6;13;6;6;2;6;6;23;12;0;2;4;2016-04-18;-2.0;-100.0;-58.0;-39.0;-42.0;25.0;2.0;2.0;-5.0;-4.0;6.0;-1.0;6.0;8.0;-5.0;-4.0;-35.0;-14.0;-7.0;5.0;50.0;100.0;2.0;64.0;72.0;69.0;14.0;5.0;-53.0;-34.0;-25.0;-41.0;-25.0;-5.0;-11.0;-7.0;-4.0;-1.0;-1.0;-1.0;-60.0;6.0;38.0;18.0;37.0;6.0;19.0;14.0;3.0;5.0;3.0;-25.0;-23.0;-19.0;-57.0;-40.0;6.0;-62.0;-37.0;-22.0;-10.0;-6.0;3.0;27.0;18.0;-38.0;-13.0;9.0;-5.0;-8.0;-62.0;-57.0;-50.0;-36.0;-28.0;-24.0;-45.0;-28.0;-9.0;-24.0;-16.0;-86.0;-55.0;-34.0;-27.0;-17.0;-6.0;-30.0;-19.0;-44.0;-13.0;-20.0;0;17:00:00;-1;TOT;STO
CRY X EVE 2016-04-13;304 (76%);422 (83%);15;21;44%;56%;2;3;7;10;;;47;61;0;0;7;5;1;0;;;399;510;1;0;4;12;2;9;5;7;5;7;9;19;3;0;0;2016-04-13;8.0;16.0;11.0;-6.0;2.0;2.0;3.0;4.0;15.0;6.0;1.0;11.0;-3.0;-48.0;-20.0;-9.0;8.0;-30.0;-15.0;-36.0;-27.0;-22.0;32.0;-16.0;-7.0;3.0;2.0;-23.0;26.0;28.0;-25.0;-9.0;-3.0;89.0;21.0;29.0;20.0;13.0;28.0;-3.0;0.0;-4.0;18.0;11.0;1.0;58.0;-31.0;-23.0;-60.0;-27.0;-22.0;-17.0;-10.0;-12.0;-13.0;-32.0;64.0;-25.0;-22.0;-10.0;-3.0;83.0;-63.0;46.0;28.0;23.0;93.0;32.0;84.0;51.0;79.0;52.0;59.0;58.0;37.0;22.0;16.0;-17.0;42.0;-4.0;4.0;38.0;26.0;26.0;-37.0;24.0;12.0;44.0;32.0;23.0;29.0;5.0;0;17:00:00;0;EVE;CRY
MCI X STO 2016-04-23;371 (83%);412 (82%);24;10;47%;53%;1;2;4;9;;;73;46;0;0;2;2;;;2;1;446;501;;;7;7;11;3;2;6;7;4;14;11;;;0;2016-04-23;10.0;15.0;10.0;4.0;-4.0;2.0;2.0;-104.0;-59.0;-39.0;-12.0;9.0;7.0;14.0;9.0;1.0;53.0;38.0;29.0;19.0;9.0;-27.0;9.0;-46.0;-33.0;-21.0;-12.0;-36.0;60.0;63.0;33.0;37.0;22.0;9.0;6.0;-3.0;-2.0;35.0;57.0;-26.0;20.0;-15.0;-14.0;-9.0;-35.0;9.0;-42.0;-18.0;-12.0;64.0;34.0;-59.0;-26.0;-16.0;-15.0;60.0;8.0;33.0;-36.0;-14.0;-8.0;22.0;79.0;46.0;37.0;-26.0;5.0;38.0;-1.0;-1.0;30.0;3.0;6.0;100.0;62.0;32.0;17.0;7.0;26.0;-4.0;-34.0;-21.0;-14.0;-10.0;-32.0;-21.0;-17.0;-15.0;-8.0;24.0;-2.0;-15.0;4;09:45:00;1;STO;MCI
ASV X SOU 2016-04-23;446 (83%);297 (77%);16;24;58%;42%;4;2;11;6;;;51;67;0;0;4;3;2;0;4;0;536;386;;;12;12;6;7;7;7;5;4;17;16;0;2;4;2016-04-23;-10.0;-37.0;-13.0;-2.0;31.0;16.0;7.0;-85.0;-42.0;-54.0;-37.0;-15.0;-27.0;-9.0;41.0;27.0;16.0;8.0;3.0;-22.0;-10.0;-8.0;-43.0;-6.0;-60.0;-36.0;-23.0;-20.0;26.0;17.0;20.0;58.0;41.0;-32.0;-75.0;-30.0;-18.0;56.0;4.0;-4.0;95.0;-5.0;62.0;26.0;10.0;-44.0;-6.0;-6.0;-58.0;-39.0;-28.0;-22.0;-18.0;-73.0;-48.0;-19.0;-60.0;-81.0;-53.0;-31.0;-18.0;-7.0;5.0;8.0;39.0;31.0;21.0;-35.0;15.0;4.0;-79.0;-52.0;-36.0;-1.0;-6.0;-6.0;-7.0;-34.0;-24.0;-21.0;-40.0;-27.0;-14.0;-15.0;-8.0;101.0;59.0;36.0;23.0;34.0;-49.0;-60.0;2;12:00:00;-1;SOU;ASV
BOU X CHE 2016-04-23;473 (84%);364 (82%);5;10;55%;45%;8;3;7;10;;;58;46;0;0;3;0;;;3;0;560;446;;;10;7;4;6;4;4;6;6;16;13;0;1;4;2016-04-23;6.0;-13.0;-38.0;-30.0;-15.0;-6.0;3.0;7.0;5.0;44.0;38.0;9.0;50.0;33.0;19.0;-21.0;-8.0;-2.0;-2.0;11.0;8.0;37.0;11.0;18.0;78.0;48.0;85.0;41.0;-82.0;92.0;63.0;-43.0;36.0;12.0;24.0;-35.0;-23.0;-8.0;-5.0;32.0;-15.0;16.0;7.0;2.0;-3.0;6.0;28.0;10.0;-10.0;-5.0;-9.0;-23.0;-9.0;5.0;4.0;2.0;-42.0;-46.0;-31.0;-39.0;-24.0;-14.0;-5.0;20.0;40.0;18.0;-21.0;-26.0;-5.0;-5.0;-80.0;-48.0;-27.0;-16.0;-35.0;-16.0;-5.0;50.0;-20.0;64.0;47.0;24.0;5.0;-9.0;-12.0;-12.0;-13.0;-14.0;-14.0;-16.0;-1.0;-75.0;1;12:00:00;-1;CHE;BOU
LIV X NEW 2016-04-23;186 (63%);483 (79%);20;13;33%;67%;0;6;4;5;;;67;65;0;0;2;1;;;1;3;296;609;;;5;6;3;3;3;4;1;7;6;13;1;1;2;2016-04-23;2.0;-2.0;-14.0;-4.0;5.0;11.0;13.0;14.0;9.0;20.0;14.0;32.0;41.0;32.0;22.0;-12.0;10.0;-16.0;-3.0;-1.0;1.0;1.0;56.0;2.0;81.0;44.0;32.0;-19.0;6.0;7.0;7.0;8.0;11.0;31.0;10.0;25.0;13.0;1.0;-2.0;-7.0;-35.0;-4.0;-6.0;-7.0;-5.0;1.0;-84.0;-51.0;-22.0;-30.0;-62.0;-25.0;16.0;-5.0;-1.0;3.0;3.0;11.0;46.0;41.0;23.0;-22.0;-7.0;-9.0;-83.0;-53.0;-44.0;0.0;-19.0;-4.0;10.0;19.0;20.0;18.0;17.0;16.0;15.0;15.0;-3.0;59.0;100.0;71.0;47.0;33.0;17.0;12.0;19.0;18.0;38.0;-2.0;26.0;0.0;2;12:00:00;0;NEW;LIV
SUN X ARS 2016-04-24;550 (83%);168 (63%);23;18;71%;29%;8;3;7;7;;;53;41;0;0;3;6;0;1;4;5;659;268;;;9;5;5;6;7;3;11;7;20;12;4;2;0;2016-04-24;0.0;-46.0;-35.0;-28.0;26.0;6.0;5.0;45.0;29.0;8.0;-6.0;-2.0;-1.0;-5.0;-45.0;-6.0;-8.0;-45.0;-31.0;-20.0;-39.0;-28.0;-2.0;-20.0;-17.0;-56.0;-37.0;-27.0;-87.0;-54.0;-32.0;-100.0;-100.0;-8.0;-71.0;-50.0;-32.0;-15.0;-12.0;-35.0;0.0;88.0;45.0;25.0;13.0;-26.0;15.0;-3.0;98.0;91.0;52.0;28.0;14.0;34.0;-23.0;-10.0;28.0;-28.0;-44.0;-32.0;-25.0;-17.0;-11.0;23.0;8.0;8.0;27.0;-7.0;14.0;-28.0;-14.0;-10.0;-9.0;-6.0;-3.0;-3.0;9.0;8.0;-7.0;8.0;5.0;3.0;1.0;-40.0;-29.0;-14.0;-9.0;-26.0;-39.0;-69.0;-4.0;75.0;0;11:05:00;0;ARS;SUN
LEI X SWA 2016-04-24;520 (83%);289 (74%);13;17;62%;38%;4;3;6;4;0;1;64;80;0;0;5;1;;;1;3;623;392;;;6;14;4;6;1;9;3;4;9;18;2;1;0;2016-04-24;-3.0;9.0;39.0;62.0;47.0;6.0;1.0;-8.0;-36.0;-25.0;-22.0;-3.0;-12.0;-6.0;2.0;2.0;-5.0;-6.0;-8.0;7.0;28.0;38.0;-4.0;100.0;58.0;30.0;3.0;40.0;14.0;4.0;-29.0;-18.0;-17.0;-5.0;-14.0;-12.0;-11.0;-53.0;-61.0;1.0;-20.0;-5.0;-2.0;-8.0;-17.0;-10.0;-48.0;-32.0;-22.0;-16.0;-12.0;-8.0;-3.0;-5.0;-11.0;-10.0;-1.0;-9.0;72.0;35.0;18.0;14.0;37.0;16.0;8.0;59.0;63.0;5.0;34.0;49.0;48.0;37.0;22.0;15.0;3.0;-5.0;-7.0;-8.0;6.0;-34.0;-19.0;61.0;25.0;11.0;9.0;100.0;81.0;50.0;41.0;8.0;26.0;-25.0;4;13:15:00;1;SWA;LEI
TOT X WBA 2016-04-25;179 (69%);457 (85%);16;10;34%;66%;5;8;7;9;;;49;50;0;0;2;2;0;3;1;1;260;537;;;8;10;8;8;3;2;8;9;16;18;1;0;1;2016-04-25;-10.0;80.0;100.0;66.0;68.0;19.0;35.0;13.0;8.0;10.0;15.0;6.0;5.0;6.0;100.0;62.0;30.0;21.0;15.0;5.0;6.0;7.0;11.0;-22.0;-17.0;-7.0;-2.0;38.0;25.0;41.0;30.0;23.0;22.0;11.0;44.0;26.0;16.0;11.0;-8.0;-23.0;-15.0;-11.0;-44.0;-30.0;-17.0;7.0;-7.0;-4.0;1.0;-40.0;-24.0;-16.0;-9.0;-4.0;40.0;49.0;78.0;40.0;29.0;53.0;4.0;-25.0;26.0;-24.0;-6.0;2.0;28.0;77.0;1.0;34.0;-34.0;-100.0;-79.0;-45.0;-28.0;-13.0;1.0;1.0;52.0;1.0;1.0;25.0;-25.0;-2.0;4.0;4.0;-27.0;-5.0;-40.0;38.0;4.0;25.0;1;17:00:00;0;WBA;TOT
WES X MUN 2016-05-10;362 (77%);228 (70%);14;21;59%;41%;0;2;2;6;;;55;64;18;6;2;0;;;2;1;473;324;;;2;11;1;12;2;6;1;9;3;20;3;1;2;2016-05-10;10.0;-4.0;75.0;36.0;13.0;29.0;13.0;8.0;6.0;30.0;87.0;13.0;49.0;32.0;100.0;31.0;7.0;-11.0;-9.0;20.0;1.0;4.0;50.0;3.0;2.0;30.0;13.0;-11.0;-26.0;-20.0;-13.0;-12.0;-11.0;24.0;-9.0;-4.0;-1.0;2.0;46.0;33.0;;14.0;-10.0;8.0;7.0;8.0;-26.0;-18.0;-50.0;-31.0;-20.0;-5.0;-3.0;24.0;51.0;32.0;-6.0;46.0;59.0;36.0;26.0;16.0;14.0;7.0;1.0;-1.0;80.0;-6.0;41.0;29.0;47.0;-76.0;-34.0;-25.0;-10.0;75.0;39.0;23.0;-12.0;13.0;40.0;51.0;19.0;14.0;11.0;6.0;39.0;16.0;2.0;-7.0;-8.0;0.0;3;17:30:00;1;MUN;WES
NOR X WAT 2016-05-11;293 (73%);394 (80%);17;12;45%;55%;3;6;1;5;;;64;41;13;8;3;5;0;2;3;5;400;495;;;6;10;2;6;7;6;6;9;12;18;3;2;2;2016-05-11;1.0;-23.0;-17.0;-86.0;-42.0;-25.0;-15.0;75.0;48.0;31.0;100.0;3.0;88.0;52.0;35.0;56.0;24.0;12.0;5.0;58.0;37.0;27.0;-4.0;21.0;62.0;60.0;33.0;22.0;40.0;24.0;16.0;48.0;26.0;8.0;11.0;-49.0;-29.0;-29.0;32.0;74.0;40.0;7.0;10.0;-8.0;7.0;1.0;-34.0;-100.0;-58.0;-27.0;-9.0;-6.0;-9.0;74.0;38.0;15.0;2.0;17.0;28.0;-27.0;-14.0;29.0;10.0;4.0;4.0;27.0;14.0;-19.0;8.0;-6.0;-1.0;-5.0;-11.0;-9.0;-8.0;-8.0;-8.0;-4.0;-53.0;-42.0;-30.0;-18.0;-10.0;-1.0;-6.0;-2.0;-1.0;-1.0;-33.0;-35.0;-37.0;20.0;4;16:45:00;1;WAT;NOR
EVE X BOU 2016-04-30;369 (81%);499 (82%);16;15;44%;56%;7;3;5;3;;;47;52;0;0;3;1;;;1;1;455;608;;;8;7;7;4;2;5;8;5;16;12;0;1;1;2016-04-30;1.0;-41.0;-21.0;-18.0;-30.0;-15.0;-3.0;3.0;-3.0;-3.0;3.0;6.0;8.0;13.0;12.0;10.0;8.0;7.0;6.0;36.0;17.0;14.0;5.0;-41.0;-15.0;-7.0;5.0;5.0;4.0;2.0;10.0;12.0;57.0;5.0;38.0;67.0;43.0;29.0;19.0;17.0;50.0;6.0;-7.0;5.0;-21.0;4.0;-7.0;5.0;4.0;6.0;29.0;17.0;9.0;20.0;-26.0;-9.0;4.0;-2.0;-27.0;-43.0;-25.0;-51.0;79.0;34.0;65.0;46.0;37.0;3.0;28.0;6.0;21.0;6.0;-6.0;-7.0;-34.0;-39.0;-16.0;-12.0;41.0;-37.0;-21.0;-17.0;-11.0;-12.0;-6.0;-5.0;-9.0;-7.0;-31.0;23.0;-2.0;-55.0;2;12:00:00;1;BOU;EVE
NEW X CRY 2016-04-30;289 (72%);276 (70%);20;23;51%;49%;1;3;8;4;;;57;75;0;0;3;3;;;1;0;399;394;;;4;5;5;3;3;4;5;5;9;10;0;2;0;2016-04-30;10.0;-13.0;-10.0;-4.0;50.0;32.0;17.0;8.0;2.0;-4.0;8.0;9.0;-17.0;-12.0;-12.0;-12.0;-12.0;-29.0;22.0;-4.0;7.0;6.0;3.0;-38.0;-27.0;-14.0;-31.0;-16.0;-4.0;3.0;33.0;23.0;15.0;-22.0;41.0;26.0;14.0;-24.0;-7.0;-54.0;-10.0;-26.0;-10.0;6.0;6.0;-10.0;17.0;13.0;11.0;50.0;35.0;65.0;33.0;14.0;2.0;73.0;-12.0;37.0;20.0;14.0;11.0;3.0;4.0;5.0;4.0;-9.0;-27.0;-8.0;-15.0;-48.0;-67.0;-38.0;-19.0;-10.0;-2.0;2.0;-8.0;-31.0;-50.0;-17.0;-3.0;32.0;19.0;10.0;-29.0;-7.0;-5.0;-1.0;22.0;-26.0;-1.0;-5.0;1;12:00:00;1;CRY;NEW
