game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
BUR X SWA 2016-08-13;George Boyd;burnley;G. Boyd;20653;False;Burnley;6;;;2;13 (81%);10 (4);90';M;7.1;0;0;1;1 (1);0;1;1;;13 (81%);2;0 (0);1 (0);2;0;1;;;;;BUR
BUR X SWA 2016-08-13;Jack Cork;swansea-city;J. Cork;20993;False;Swansea City;74;;;2;42 (79%);14 (6);90';M;7.0;0;0;0;0 (0);2;0;0;;42 (79%);3;3 (0);7 (3);2;1;2;;;;;SWA
BUR X SWA 2016-08-13;Sam Vokes;burnley;S. Vokes;19633;False;Burnley;6;;;0;16 (45%);23 (10);90';F;7.0;1;0;0;0 (0);1;0;0;;16 (45%);0;0 (0);1 (0);0;3;0;;;;;BUR
BUR X SWA 2016-08-13;Dean Marney;burnley;D. Marney;940;False;Burnley;6;;;1;23 (69%);14 (6);90';M;6.8;1;1;0;1 (0);1;0;5;;23 (69%);0;0 (0);6 (4);3;5;3;;;;;BUR
BUR X SWA 2016-08-13;Wayne Routledge;swansea-city;W. Routledge;636;False;Swansea City;74;;;2;19 (59%);13 (5);87';F;6.8;0;1;0;4 (2);1;0;0;;19 (59%);4;6 (3);3 (1);1;1;2;;;;;SWA
BUR X SWA 2016-08-13;Michael Keane;burnley;M. Keane;110846;False;Burnley;6;;;0;34 (87%);6 (3);90';D;6.7;0;0;0;1 (1);3;0;2;1;34 (87%);0;0 (0);11 (6);0;2;0;;;;;BUR
BUR X SWA 2016-08-13;Gylfi Sigurðsson;swansea-city;G. Sigurðsson;43192;False;Swansea City;74;;;0;7 (87%);2 (1);30';M;6.7;1;0;0;0 (0);0;1;1;1;7 (87%);0;2 (1);0 (0);0;1;0;;;;;SWA
BUR X SWA 2016-08-13;Leon Britton;swansea-city;L. Britton;20538;False;Swansea City;74;;;0;30 (83%);5 (3);60';M;6.6;0;0;0;0 (0);1;0;1;2;30 (83%);0;0 (0);3 (1);0;1;0;;;;;SWA
BUR X SWA 2016-08-13;Lukas Jutkiewicz;burnley;L. Jutkiewicz;20220;False;Burnley;6;;;0;5 (83%);1 (1);3';F;6.6;0;0;0;0 (0);0;0;0;;5 (83%);0;0 (0);1 (1);0;0;0;;;;;BUR
BUR X SWA 2016-08-13;Àngel Rangel;swansea-city;À. Rangel;27463;False;Swansea City;74;;;0;0 (0%);0 (0);3';D;6.5;0;0;0;0 (0);0;0;0;;0 (0%);0;0 (0);0 (0);0;0;0;;;;;SWA
BUR X SWA 2016-08-13;Andre Gray;burnley;A. Gray;73951;False;Burnley;6;;;0;9 (60%);11 (5);90';F;6.4;1;3;0;4 (2);0;0;0;;9 (60%);0;2 (0);0 (0);3;2;0;;;;;BUR
BUR X SWA 2016-08-13;Scott Arfield;burnley;S. Arfield;17056;False;Burnley;6;;;2;14 (66%);14 (3);75';M;6.4;0;0;0;2 (1);0;1;0;4;14 (66%);1;0 (0);1 (0);2;0;1;;;;;BUR
BUR X SWA 2016-08-13;David Jones;burnley;D. Jones;773;False;Burnley;6;;;0;28 (75%);4 (2);87';M;6.2;0;0;0;0 (0);0;0;1;;28 (75%);0;11 (1);3 (0);0;0;1;;;;;BUR
BUR X SWA 2016-08-13;Jóhann Guðmundsson;burnley;J. Guðmundsson;49805;False;Burnley;6;;;0;9 (81%);4 (1);15';M;6.0;0;0;1;0 (0);0;0;1;1;9 (81%);0;1 (0);1 (1);2;0;0;;;;;BUR
CRY X WBA 2016-08-13;Andros Townsend;crystal-palace;A. Townsend;47992;False;Crystal Palace;7;;;6;21 (80%);15 (10);90';M;7.8;2;2;2;2 (2);0;0;3;2;21 (80%);2;9 (2);0 (0);2;2;1;;;;;CRY
CRY X WBA 2016-08-13;Claudio Yacob;west-bromwich-albion;C. Yacob;151037;False;West Bromwich Albion;8;;;6;16 (57%);13 (10);90';M;7.7;0;2;0;0 (0);4;0;5;1;16 (57%);0;0 (0);6 (1);1;1;1;;;;;WBA
CRY X WBA 2016-08-13;Salomón Rondón;west-bromwich-albion;S. Rondón;35532;False;West Bromwich Albion;8;1;;0;12 (63%);26 (9);90';F;7.5;2;2;2;3 (2);0;0;1;1;12 (63%);3;3 (0);1 (0);5;2;1;;;;;WBA
CRY X WBA 2016-08-13;Jonny Evans;west-bromwich-albion;J. Evans;30144;False;West Bromwich Albion;8;;;4;16 (69%);12 (7);90';D;7.5;0;0;0;1 (1);1;1;4;1;16 (69%);0;2 (0);10 (4);0;1;1;;;;;WBA
CRY X WBA 2016-08-13;Mile Jedinak;crystal-palace;M. Jedinak;24685;False;Crystal Palace;7;;;6;48 (70%);19 (13);90';M;7.5;0;0;0;0 (0);0;0;1;;48 (70%);2;1 (1);9 (3);0;2;4;;;;;CRY
CRY X WBA 2016-08-13;Gareth McAuley;west-bromwich-albion;G. McAuley;13357;False;West Bromwich Albion;8;;;1;14 (70%);6 (5);90';D;7.4;0;0;0;0 (0);8;1;0;;14 (70%);0;0 (0);5 (3);0;0;1;;;;;WBA
CRY X WBA 2016-08-13;Lee Chung-yong;crystal-palace;L. Chung-yong;38639;False;Crystal Palace;7;;;2;25 (80%);13 (5);66';M;7.3;0;0;0;2 (1);1;0;0;;25 (80%);3;1 (1);3 (3);0;2;1;;;;;CRY
CRY X WBA 2016-08-13;Jason Puncheon;crystal-palace;J. Puncheon;19593;False;Crystal Palace;7;;;2;43 (81%);5 (5);77';M;7.3;1;0;0;1 (1);0;0;3;;43 (81%);1;4 (1);3 (1);0;0;0;;;;;CRY
CRY X WBA 2016-08-13;Craig Gardner;west-bromwich-albion;C. Gardner;14235;False;West Bromwich Albion;8;;;2;5 (41%);10 (3);71';M;7.3;0;0;0;0 (0);1;0;0;1;5 (41%);5;7 (6);2 (1);2;1;3;;;;;WBA
CRY X WBA 2016-08-13;Ben Foster;west-bromwich-albion;B. Foster;10599;False;West Bromwich Albion;8;;;0;11 (31%);0 (0);90';G;7.3;0;0;0;0 (0);0;0;0;;11 (31%);1;0 (0);33 (9);0;0;0;4;0;0 (0);1;WBA
CRY X WBA 2016-08-13;Jonas Olsson;west-bromwich-albion;J. Olsson;7776;False;West Bromwich Albion;8;;;0;9 (52%);6 (5);90';D;7.3;0;2;0;0 (0);5;0;2;;9 (52%);0;0 (0);7 (3);0;1;1;;;;;WBA
CRY X WBA 2016-08-13;Craig Dawson;west-bromwich-albion;C. Dawson;50027;False;West Bromwich Albion;8;;;1;13 (59%);11 (6);90';D;7.2;0;0;0;3 (1);0;1;2;;13 (59%);1;3 (2);5 (1);0;3;2;;;;;WBA
CRY X WBA 2016-08-13;Scott Dann;crystal-palace;S. Dann;20278;False;Crystal Palace;7;;;0;26 (72%);8 (7);90';D;7.2;0;1;0;0 (0);6;1;3;;26 (72%);0;0 (0);9 (5);0;1;1;;;;;CRY
CRY X WBA 2016-08-13;Pape Souaré;crystal-palace;P. Souaré;84686;False;Crystal Palace;7;;;3;29 (67%);7 (4);89';D;7.0;0;0;0;0 (0);5;1;4;;29 (67%);0;2 (0);10 (2);1;1;0;;;;;CRY
CRY X WBA 2016-08-13;Connor Wickham;crystal-palace;C. Wickham;50485;False;Crystal Palace;7;;;0;13 (76%);12 (5);90';F;6.9;0;3;0;0 (0);1;0;0;;13 (76%);0;0 (0);0 (0);1;2;1;;;;;CRY
CRY X WBA 2016-08-13;Yohan Cabaye;crystal-palace;Y. Cabaye;3574;False;Crystal Palace;7;;;1;7 (87%);1 (1);13';M;6.9;0;0;0;0 (0);0;0;0;;7 (87%);1;1 (1);1 (1);0;0;0;;;;;CRY
CRY X WBA 2016-08-13;Darren Fletcher;west-bromwich-albion;D. Fletcher;765;False;West Bromwich Albion;8;;;1;23 (69%);9 (3);90';M;6.9;0;0;0;0 (0);1;0;4;3;23 (69%);0;0 (0);11 (8);0;1;0;;;;;WBA
CRY X WBA 2016-08-13;Wayne Hennessey;crystal-palace;W. Hennessey;16620;False;Crystal Palace;7;;;0;8 (30%);1 (1);90';G;6.8;0;0;0;0 (0);1;0;0;;8 (30%);0;0 (0);25 (7);0;1;0;2;1;1 (1);2;CRY
CRY X WBA 2016-08-13;Damien Delaney;crystal-palace;D. Delaney;10038;False;Crystal Palace;7;;;1;25 (65%);3 (2);90';D;6.8;0;0;0;0 (0);5;0;1;;25 (65%);0;0 (0);16 (5);1;0;0;;;;;CRY
CRY X WBA 2016-08-13;Saido Berahino;west-bromwich-albion;S. Berahino;111962;False;West Bromwich Albion;8;;;0;7 (70%);9 (2);86';F;6.4;1;1;0;0 (0);0;0;0;;7 (70%);0;0 (0);1 (0);4;2;3;;;;;WBA
CRY X WBA 2016-08-13;James McClean;west-bromwich-albion;J. McClean;41631;False;West Bromwich Albion;8;;1;0;4 (80%);5 (1);19';M;6.4;0;0;0;0 (0);2;0;0;;4 (80%);1;3 (1);1 (0);4;0;0;;;;;WBA
CRY X WBA 2016-08-13;James Morrison;west-bromwich-albion;J. Morrison;822;False;West Bromwich Albion;8;;;0;1 (50%);2 (0);4';M;6.2;0;0;0;0 (0);0;0;0;1;1 (50%);0;0 (0);1 (0);0;0;1;;;;;WBA
CRY X WBA 2016-08-13;Wilfried Zaha;crystal-palace;W. Zaha;111850;False;Crystal Palace;7;;;7;16 (76%);22 (10);90';M;6.1;1;0;1;5 (2);0;0;1;2;16 (76%);0;4 (0);4 (1);3;1;2;;;;;CRY
CRY X WBA 2016-08-13;Yannick Bolasie;crystal-palace;Y. Bolasie;46620;False;Crystal Palace;7;;;0;8 (88%);6 (2);24';M;6.1;0;0;0;2 (2);0;0;0;1;8 (88%);0;2 (0);0 (0);2;0;1;;;;;CRY
CRY X WBA 2016-08-13;Joel Ward;crystal-palace;J. Ward;39183;False;Crystal Palace;7;;;0;28 (77%);12 (4);90';D;6.1;0;1;0;2 (0);2;0;1;;28 (77%);0;1 (0);4 (0);2;2;1;;;;;CRY
CRY X WBA 2016-08-13;Matt Phillips;west-bromwich-albion;M. Phillips;36466;False;West Bromwich Albion;8;;;3;12 (63%);15 (4);90';M;5.9;0;1;0;5 (1);1;0;1;;12 (63%);0;3 (0);4 (2);5;0;1;;;;;WBA
CRY X WBA 2016-08-13;Martin Kelly;crystal-palace;M. Kelly;39472;False;Crystal Palace;7;;;0;1 (50%);0 (0);1';D;–;0;0;0;0 (0);0;0;0;;1 (50%);0;0 (0);1 (0);0;0;0;;;;;CRY
EVE X TOT 2016-08-13;Phil Jagielka;everton;P. Jagielka;10507;False;Everton;48;;;2;19 (70%);9 (9);90';D;7.7;1;0;0;0 (0);14;2;0;;19 (70%);0;0 (0);10 (3);0;2;0;;;;;EVE
EVE X TOT 2016-08-13;Kyle Walker;tottenham;K. Walker;44614;False;Tottenham;33;;1;3;38 (77%);11 (8);90';D;7.6;0;1;0;3 (3);4;0;1;;38 (77%);3;5 (2);8 (4);1;0;2;;;;;TOT
EVE X TOT 2016-08-13;Idrissa Gueye;everton;I. Gueye;106337;False;Everton;48;;;6;31 (81%);15 (11);90';M;7.5;0;0;1;3 (2);2;0;2;1;31 (81%);0;0 (0);3 (1);1;1;1;;;;;EVE
EVE X TOT 2016-08-13;Ross Barkley;everton;R. Barkley;98435;False;Everton;48;1;;2;25 (71%);17 (6);90';F;7.5;1;2;1;1 (0);3;0;1;2;25 (71%);3;2 (0);3 (2);4;1;1;;;;;EVE
EVE X TOT 2016-08-13;Érik Lamela;tottenham;É. Lamela;122702;False;Tottenham;33;1;;2;35 (76%);17 (7);90';M;7.4;2;1;0;3 (3);0;0;1;3;35 (76%);0;2 (0);2 (1);5;2;1;;;;;TOT
EVE X TOT 2016-08-13;Mason Holgate;everton;M. Holgate;781544;False;Everton;48;;;3;22 (71%);7 (7);90';D;7.2;0;0;0;0 (0);7;0;2;;22 (71%);0;0 (0);8 (2);0;1;0;;;;;EVE
EVE X TOT 2016-08-13;Ramiro Funes Mori;everton;R. F. Mori;252313;False;Everton;48;;;0;31 (77%);9 (6);90';D;7.0;0;1;0;2 (1);7;0;5;;31 (77%);0;0 (0);10 (4);1;4;1;;;;;EVE
EVE X TOT 2016-08-13;Victor Wanyama;tottenham;V. Wanyama;45956;False;Tottenham;33;;;2;31 (79%);9 (6);90';M;7.0;0;0;0;1 (1);2;0;2;;31 (79%);0;0 (0);4 (3);0;1;3;;;;;TOT
EVE X TOT 2016-08-13;Michel Vorm;tottenham;M. Vorm;16944;False;Tottenham;33;;;0;16 (84%);0 (0);55';G;7.0;0;0;0;0 (0);0;0;0;;16 (84%);0;0 (0);10 (7);0;0;0;2;0;0 (0);1;TOT
EVE X TOT 2016-08-13;Jan Vertonghen;tottenham;J. Vertonghen;16921;False;Tottenham;33;;;0;37 (88%);6 (4);90';D;7.0;0;0;0;1 (1);9;1;2;;37 (88%);0;0 (0);2 (2);0;0;0;;;;;TOT
EVE X TOT 2016-08-13;Gareth Barry;everton;G. Barry;544;False;Everton;48;;;3;26 (78%);10 (6);85';M;7.0;0;0;0;2 (2);3;0;0;1;26 (78%);2;1 (0);5 (4);0;0;3;;;;;EVE
EVE X TOT 2016-08-13;Toby Alderweireld;tottenham;T. Alderweireld;44575;False;Tottenham;33;;;2;47 (77%);6 (4);90';D;6.9;0;0;1;2 (2);1;0;1;2;47 (77%);0;1 (0);25 (15);0;0;0;;;;;TOT
EVE X TOT 2016-08-13;James McCarthy;everton;J. McCarthy;39283;False;Everton;48;;;1;18 (64%);9 (3);90';M;6.9;0;0;0;1 (1);3;2;4;2;18 (64%);0;1 (0);7 (3);1;1;2;;;;;EVE
EVE X TOT 2016-08-13;Danny Rose;tottenham;D. Rose;16586;False;Tottenham;33;;;2;48 (69%);10 (7);90';D;6.9;0;0;2;2 (1);3;0;4;;48 (69%);0;4 (0);16 (7);1;3;0;;;;;TOT
EVE X TOT 2016-08-13;Leighton Baines;everton;L. Baines;9766;False;Everton;48;;;4;33 (82%);9 (5);90';M;6.9;0;0;0;0 (0);1;0;0;3;33 (82%);1;1 (1);6 (2);0;1;0;;;;;EVE
EVE X TOT 2016-08-13;Aaron Lennon;everton;A. Lennon;9692;False;Everton;48;;;2;2 (66%);5 (2);14';M;6.8;0;0;0;0 (0);0;1;0;1;2 (66%);0;0 (0);1 (1);1;0;0;;;;;EVE
EVE X TOT 2016-08-13;Kevin Mirallas;everton;K. Mirallas;3593;False;Everton;48;;;0;19 (82%);13 (4);76';F;6.8;2;0;0;2 (1);0;0;2;1;19 (82%);1;7 (1);1 (1);3;3;2;;;;;EVE
EVE X TOT 2016-08-13;Eric Dier;tottenham;E. Dier;146101;False;Tottenham;33;;;2;25 (89%);5 (3);56';M;6.7;0;0;0;1 (0);2;1;1;;25 (89%);0;1 (0);5 (3);0;0;0;;;;;TOT
EVE X TOT 2016-08-13;Tom Cleverley;everton;T. Cleverley;46432;False;Everton;48;;;1;4 (66%);1 (1);5';M;6.7;0;0;0;0 (0);0;0;0;;4 (66%);0;0 (0);2 (0);0;0;0;;;;;EVE
EVE X TOT 2016-08-13;Hugo Lloris;tottenham;H. Lloris;9048;False;Tottenham;33;;;0;6 (66%);0 (0);35';G;6.7;0;0;0;0 (0);1;0;0;;6 (66%);0;0 (0);4 (1);0;0;0;3;0;1 (1);1;TOT
EVE X TOT 2016-08-13;Maarten Stekelenburg;everton;M. Stekelenburg;1941;False;Everton;48;;;0;10 (34%);0 (0);90';G;6.7;0;0;0;0 (0);0;0;0;;10 (34%);0;0 (0);27 (8);0;0;0;3;0;0 (0);3;EVE
EVE X TOT 2016-08-13;Gerard Deulofeu;everton;G. Deulofeu;96372;False;Everton;48;;;1;12 (70%);9 (3);68';F;6.6;2;1;0;4 (2);0;0;0;2;12 (70%);1;0 (0);1 (0);1;0;0;;;;;EVE
EVE X TOT 2016-08-13;Arouna Koné;everton;A. Koné;12790;False;Everton;48;;;0;10 (90%);0 (0);22';F;6.6;0;0;0;0 (0);0;0;0;;10 (90%);1;0 (0);0 (0);0;0;0;;;;;EVE
EVE X TOT 2016-08-13;Christian Eriksen;tottenham;C. Eriksen;105734;False;Tottenham;33;;;3;48 (87%);17 (5);90';M;6.5;1;1;1;4 (1);0;0;2;1;48 (87%);2;5 (1);3 (3);5;1;1;;;;;TOT
EVE X TOT 2016-08-13;Vincent Janssen;tottenham;V. Janssen;339901;False;Tottenham;33;;;1;4 (80%);9 (2);34';F;6.4;1;0;1;0 (0);0;0;0;;4 (80%);1;2 (1);0 (0);2;1;4;;;;;TOT
EVE X TOT 2016-08-13;Harry Kane;tottenham;H. Kane;108579;False;Tottenham;33;;;0;17 (73%);11 (1);90';F;6.4;0;0;0;0 (0);0;0;1;2;17 (73%);1;1 (0);1 (1);0;1;2;;;;;TOT
EVE X TOT 2016-08-13;Dele Alli;tottenham;D. Alli;198028;False;Tottenham;33;;;1;32 (84%);12 (3);90';M;6.3;0;1;0;5 (1);0;0;0;1;32 (84%);1;0 (0);4 (4);2;1;1;;;;;TOT
MID X STO 2016-08-13;Giannelli Imbula;stoke-city;G. Imbula;96702;False;Stoke City;29;;;2;44 (80%);20 (14);90';M;7.3;0;0;0;7 (6);0;0;0;1;44 (80%);1;2 (0);1 (1);2;3;1;;;;;STO
MID X STO 2016-08-13;Marko Arnautović;stoke-city;M. Arnautović;21927;False;Stoke City;29;;;2;18 (78%);13 (5);90';M;7.3;0;4;1;4 (2);1;0;1;;18 (78%);2;0 (0);1 (0);1;1;4;;;;;STO
MID X STO 2016-08-13;George Friend;middlesbrough;G. Friend;37254;False;Middlesbrough;36;;;1;34 (73%);10 (9);90';D;7.2;0;0;1;6 (5);2;0;4;;34 (73%);0;1 (0);8 (4);0;0;0;;;;;MID
MID X STO 2016-08-13;Álvaro Negredo;middlesbrough;Á. Negredo;27838;False;Middlesbrough;36;1;;1;19 (73%);23 (9);90';F;7.2;1;0;0;0 (0);1;0;0;2;19 (73%);1;0 (0);0 (0);2;2;1;;;;;MID
