game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
MUN X TOT 2015-08-08;Daley Blind;manchester-united;D. Blind;44864;False;Manchester United;35;;;3;48 (85%);9 (3);90';D;6.9;0;0;0;1 (0);3;1;2;2;48 (85%);0;0 (0);8 (4);1;0;1;;;;;MUN
MUN X TOT 2015-08-08;Dele Alli;tottenham;D. Alli;198028;False;Tottenham;33;;;0;3 (60%);3 (1);13';M;6.8;0;0;0;0 (0);0;0;4;;3 (60%);0;0 (0);1 (0);0;1;1;;;;;TOT
MUN X TOT 2015-08-08;Eric Dier;tottenham;E. Dier;146101;False;Tottenham;33;;;4;34 (79%);8 (4);77';M;6.8;0;0;0;0 (0);0;0;2;1;34 (79%);0;0 (0);6 (1);0;0;1;;;;;TOT
MUN X TOT 2015-08-08;Érik Lamela;tottenham;É. Lamela;122702;False;Tottenham;33;;;2;5 (55%);5 (3);22';M;6.8;0;0;0;0 (0);0;0;1;;5 (55%);1;1 (0);1 (1);2;1;0;;;;;TOT
MUN X TOT 2015-08-08;Ben Davies;tottenham;B. Davies;94758;False;Tottenham;33;;;0;20 (74%);4 (3);90';D;6.8;0;0;0;1 (1);6;0;3;;20 (74%);0;3 (0);4 (2);0;0;1;;;;;TOT
MUN X TOT 2015-08-08;Morgan Schneiderlin;manchester-united;M. Schneiderlin;27009;False;Manchester United;35;;;4;44 (86%);13 (6);90';M;6.8;0;0;0;0 (0);0;0;3;1;44 (86%);0;0 (0);6 (4);1;2;5;;;;;MUN
MUN X TOT 2015-08-08;Jan Vertonghen;tottenham;J. Vertonghen;16921;False;Tottenham;33;;;1;56 (93%);4 (2);90';D;6.8;0;0;0;0 (0);2;1;3;;56 (93%);0;0 (0);5 (4);0;0;1;;;;;TOT
MUN X TOT 2015-08-08;Ryan Mason;tottenham;R. Mason;44567;False;Tottenham;33;;;1;17 (89%);5 (4);37';M;6.7;0;0;0;1 (0);0;0;0;;17 (89%);0;1 (0);5 (3);0;2;0;;;;;TOT
MUN X TOT 2015-08-08;Luke Shaw;manchester-united;L. Shaw;190839;False;Manchester United;35;;;2;39 (83%);18 (8);90';D;6.6;0;0;0;1 (0);5;0;0;1;39 (83%);0;0 (0);4 (2);3;1;1;;;;;MUN
MUN X TOT 2015-08-08;Michel Vorm;tottenham;M. Vorm;16944;False;Tottenham;33;;;0;42 (93%);0 (0);90';G;6.6;0;0;0;0 (0);0;0;0;;42 (93%);0;0 (0);11 (8);0;0;0;1;0;0 (0);1;TOT
MUN X TOT 2015-08-08;Antonio Valencia;manchester-united;A. Valencia;11820;False;Manchester United;35;;;0;3 (60%);1 (1);9';M;6.6;0;0;0;0 (0);1;0;0;;3 (60%);0;0 (0);0 (0);0;0;0;;;;;MUN
MUN X TOT 2015-08-08;Ander Herrera;manchester-united;A. Herrera;82474;False;Manchester United;35;;;0;8 (88%);4 (1);22';M;6.5;0;0;0;1 (1);0;0;0;;8 (88%);0;0 (0);1 (1);1;0;1;;;;;MUN
MUN X TOT 2015-08-08;Nacer Chadli;tottenham;N. Chadli;32492;False;Tottenham;33;;;1;20 (76%);6 (2);90';M;6.5;0;0;0;1 (0);0;0;2;;20 (76%);0;0 (0);1 (0);1;1;2;;;;;TOT
MUN X TOT 2015-08-08;Ashley Young;manchester-united;A. Young;10589;False;Manchester United;35;;;1;23 (74%);9 (3);90';M;6.5;1;0;0;5 (0);2;0;3;;23 (74%);1;6 (0);6 (3);0;2;1;;;;;MUN
MUN X TOT 2015-08-08;Mousa Dembélé;tottenham;M. Dembélé;9865;False;Tottenham;33;;;5;31 (91%);18 (8);68';M;6.5;0;0;0;0 (0);1;0;1;;31 (91%);0;1 (0);2 (1);5;1;3;;;;;TOT
MUN X TOT 2015-08-08;Bastian Schweinsteiger;manchester-united;B. Schweinsteiger;326;False;Manchester United;35;;;1;20 (87%);6 (1);30';M;6.5;0;0;0;0 (0);2;0;0;1;20 (87%);0;0 (0);3 (2);0;0;2;;;;;MUN
MUN X TOT 2015-08-08;Memphis Depay;manchester-united;M. Depay;138833;False;Manchester United;35;;;0;25 (86%);9 (2);68';M;6.3;0;1;2;0 (0);0;0;0;;25 (86%);0;1 (0);2 (1);6;1;0;;;;;MUN
MUN X TOT 2015-08-08;Nabil Bentaleb;tottenham;N. Bentaleb;368120;False;Tottenham;33;;;0;30 (78%);2 (1);53';M;6.2;0;0;0;0 (0);0;2;1;;30 (78%);0;0 (0);2 (0);1;0;0;;;;;TOT
BOU X ASV 2015-08-08;Andrew Surman;bournemouth;A. Surman;14695;False;Bournemouth;60;;;1;88 (88%);4 (2);90';M;8.1;0;2;0;0 (0);1;0;2;;88 (88%);4;1 (0);18 (16);0;1;0;;;;;BOU
BOU X ASV 2015-08-08;Jordan Amavi;aston-villa;J. Amavi;342915;False;Aston Villa;40;;;5;31 (73%);14 (10);90';D;7.9;0;0;0;5 (4);4;0;5;;31 (73%);0;3 (0);11 (3);0;1;2;;;;;ASV
BOU X ASV 2015-08-08;Ciaran Clark;aston-villa;C. Clark;45680;False;Aston Villa;40;;;2;31 (86%);10 (6);90';D;7.7;0;0;0;0 (0);14;1;4;;31 (86%);0;0 (0);6 (4);0;0;3;;;;;ASV
BOU X ASV 2015-08-08;Micah Richards;aston-villa;M. Richards;9680;False;Aston Villa;40;;;3;21 (84%);10 (8);90';D;7.7;0;0;0;2 (1);9;1;7;;21 (84%);1;0 (0);2 (0);0;2;0;;;;;ASV
BOU X ASV 2015-08-08;Idrissa Gueye;aston-villa;I. Gueye;106337;False;Aston Villa;40;;;4;42 (82%);16 (11);90';M;7.5;1;1;0;2 (2);2;0;3;;42 (82%);0;0 (0);7 (2);3;4;2;;;;;ASV
BOU X ASV 2015-08-08;Rudy Gestede;aston-villa;R. Gestede;31812;False;Aston Villa;40;1;;0;8 (50%);9 (7);31';F;7.4;1;1;0;0 (0);1;0;0;;8 (50%);0;0 (0);1 (1);0;1;1;;;;;ASV
BOU X ASV 2015-08-08;Simon Francis;bournemouth;S. Francis;15152;False;Bournemouth;60;;;4;69 (87%);11 (7);90';D;7.4;0;0;0;1 (1);2;0;1;1;69 (87%);2;8 (2);9 (8);1;1;0;;;;;BOU
BOU X ASV 2015-08-08;Brad Guzan;aston-villa;B. Guzan;14889;False;Aston Villa;40;;;0;14 (50%);0 (0);90';G;7.3;0;0;0;0 (0);1;0;0;;14 (50%);0;0 (0);21 (9);0;0;0;2;1;0 (0);4;ASV
BOU X ASV 2015-08-08;Jordan Veretout;aston-villa;J. Veretout;151124;False;Aston Villa;40;;;3;41 (87%);7 (4);71';M;7.2;0;0;0;0 (0);2;0;3;1;41 (87%);1;0 (0);5 (3);0;1;2;;;;;ASV
BOU X ASV 2015-08-08;Ashley Westwood;aston-villa;A. Westwood;49647;False;Aston Villa;40;;1;2;41 (89%);5 (2);90';M;7.1;0;0;0;0 (0);2;0;1;1;41 (89%);1;5 (1);4 (1);1;0;1;;;;;ASV
BOU X ASV 2015-08-08;Leandro Bacuna;aston-villa;L. Bacuna;74545;False;Aston Villa;40;;;3;23 (79%);9 (4);90';D;7.0;0;0;1;1 (0);2;0;1;1;23 (79%);0;2 (0);10 (5);1;0;1;;;;;ASV
BOU X ASV 2015-08-08;Tommy Elphick;bournemouth;T. Elphick;14185;False;Bournemouth;60;;;0;46 (92%);9 (5);90';D;6.9;0;0;0;0 (0);5;0;3;;46 (92%);0;0 (0);3 (2);0;1;1;;;;;BOU
BOU X ASV 2015-08-08;Marc Pugh;bournemouth;M. Pugh;11764;False;Bournemouth;60;;;3;18 (81%);11 (6);69';M;6.9;1;1;0;1 (1);0;0;1;1;18 (81%);0;3 (0);1 (1);2;1;1;;;;;BOU
BOU X ASV 2015-08-08;Jordan Ayew;aston-villa;J. Ayew;103045;False;Aston Villa;40;;;0;16 (88%);5 (2);59';F;6.8;0;0;0;1 (1);0;0;3;;16 (88%);0;0 (0);2 (2);0;1;0;;;;;ASV
BOU X ASV 2015-08-08;Gabriel Agbonlahor;aston-villa;G. Agbonlahor;13167;False;Aston Villa;40;;;0;12 (85%);11 (4);90';F;6.8;1;0;1;3 (1);0;0;1;;12 (85%);1;2 (0);1 (1);0;1;0;;;;;ASV
BOU X ASV 2015-08-08;Charlie Daniels;bournemouth;C. Daniels;21501;False;Bournemouth;60;;;1;47 (78%);5 (3);90';D;6.7;0;0;0;2 (1);1;0;3;;47 (78%);1;2 (0);7 (1);1;0;0;;;;;BOU
BOU X ASV 2015-08-08;Steve Cook;bournemouth;S. Cook;42707;False;Bournemouth;60;;;1;43 (82%);10 (5);90';D;6.6;0;0;0;0 (0);6;1;3;1;43 (82%);0;0 (0);16 (9);0;0;1;;;;;BOU
BOU X ASV 2015-08-08;Scott Sinclair;aston-villa;S. Sinclair;24055;False;Aston Villa;40;;;2;21 (80%);10 (5);78';F;6.6;0;0;0;3 (1);0;0;0;;21 (80%);0;3 (0);0 (0);2;2;0;;;;;ASV
BOU X ASV 2015-08-08;Joshua King;bournemouth;J. King;100621;False;Bournemouth;60;;;1;11 (78%);12 (4);53';F;6.5;0;1;1;2 (0);0;0;0;1;11 (78%);1;0 (0);0 (0);1;2;4;;;;;BOU
BOU X ASV 2015-08-08;Yann Kermorgant;bournemouth;Y. Kermorgant;51348;False;Bournemouth;60;;;0;12 (75%);8 (3);37';F;6.5;0;0;0;0 (0);0;0;1;;12 (75%);0;1 (0);1 (0);3;1;0;;;;;BOU
BOU X ASV 2015-08-08;Carlos Sánchez;aston-villa;C. Sánchez;26995;False;Aston Villa;40;;;0;7 (77%);3 (1);19';M;6.5;0;0;0;0 (0);2;0;0;;7 (77%);0;0 (0);2 (1);0;0;1;;;;;ASV
BOU X ASV 2015-08-08;Max Gradel;bournemouth;M. Gradel;16590;False;Bournemouth;60;;;1;7 (100%);5 (3);21';M;6.5;0;0;0;2 (0);0;0;0;;7 (100%);0;1 (1);0 (0);0;2;0;;;;;BOU
BOU X ASV 2015-08-08;Artur Boruc;bournemouth;A. Boruc;8994;False;Bournemouth;60;;;0;10 (90%);0 (0);90';G;6.5;0;0;0;0 (0);0;0;0;;10 (90%);0;0 (0);4 (3);0;0;0;2;0;0 (0);3;BOU
BOU X ASV 2015-08-08;Kieran Richardson;aston-villa;K. Richardson;764;False;Aston Villa;40;;;0;2 (50%);0 (0);12';M;6.5;0;0;0;0 (0);0;0;0;;2 (50%);0;0 (0);0 (0);0;0;0;;;;;ASV
BOU X ASV 2015-08-08;Dan Gosling;bournemouth;D. Gosling;19343;False;Bournemouth;60;;;1;45 (86%);7 (2);84';M;6.4;0;1;0;0 (0);0;0;0;2;45 (86%);0;0 (0);4 (3);0;1;3;;;;;BOU
BOU X ASV 2015-08-08;Matt Ritchie;bournemouth;M. Ritchie;42699;False;Bournemouth;60;;;1;48 (78%);10 (2);90';M;6.3;0;2;0;3 (0);1;0;2;3;48 (78%);1;8 (1);9 (6);1;1;1;;;;;BOU
BOU X ASV 2015-08-08;Callum Wilson;bournemouth;C. Wilson;113956;False;Bournemouth;60;;;0;13 (86%);17 (3);90';F;6.2;1;0;1;1 (0);0;1;0;1;13 (86%);0;3 (0);0 (0);6;2;2;;;;;BOU
BOU X ASV 2015-08-08;Eunan O'Kane;bournemouth;E. O'Kane;41628;False;Bournemouth;60;;;0;7 (70%);0 (0);6';M;–;0;0;0;0 (0);0;0;0;;7 (70%);0;0 (0);1 (1);0;0;0;;;;;BOU
EVE X WAT 2015-08-08;Craig Cathcart;watford;C. Cathcart;22200;False;Watford;24;;;2;12 (80%);11 (8);90';D;7.7;0;0;0;0 (0);14;0;8;;12 (80%);0;0 (0);5 (4);0;0;0;;;;;WAT
EVE X WAT 2015-08-08;Arouna Koné;everton;A. Koné;12790;False;Everton;48;1;1;1;11 (91%);7 (1);27';F;7.7;1;1;0;0 (0);0;0;0;2;11 (91%);1;0 (0);0 (0);1;0;1;;;;;EVE
EVE X WAT 2015-08-08;Ross Barkley;everton;R. Barkley;98435;False;Everton;48;1;;0;34 (79%);11 (3);90';M;7.4;2;1;1;4 (1);0;0;2;;34 (79%);1;2 (1);3 (1);1;2;1;;;;;EVE
EVE X WAT 2015-08-08;Étienne Capoue;watford;É. Capoue;16701;False;Watford;24;;;3;23 (92%);8 (5);90';M;7.4;1;0;0;2 (1);5;0;5;1;23 (92%);1;0 (0);4 (2);0;1;1;;;;;WAT
EVE X WAT 2015-08-08;Gareth Barry;everton;G. Barry;544;False;Everton;48;;;2;56 (75%);8 (5);90';M;7.4;1;0;0;1 (1);3;1;1;;56 (75%);1;2 (0);20 (13);1;1;0;;;;;EVE
EVE X WAT 2015-08-08;Miguel Layún;watford;M. Layún;80008;False;Watford;24;1;;2;12 (80%);9 (4);59';M;7.3;1;1;0;1 (1);2;0;2;2;12 (80%);1;1 (0);0 (0);2;1;1;;;;;WAT
EVE X WAT 2015-08-08;Odion Ighalo;watford;O. Ighalo;29774;False;Watford;24;1;;0;5 (83%);6 (2);16';F;7.3;1;0;0;2 (2);0;0;0;;5 (83%);0;0 (0);0 (0);1;0;1;;;;;WAT
EVE X WAT 2015-08-08;José Holebas;watford;J. Holebas;16779;False;Watford;24;;;1;23 (65%);11 (8);90';D;7.2;1;0;0;2 (2);8;0;4;;23 (65%);1;5 (2);7 (2);2;0;0;;;;;WAT
EVE X WAT 2015-08-08;John Stones;everton;J. Stones;152077;False;Everton;48;;;4;61 (91%);17 (9);90';D;7.1;0;0;0;1 (0);5;1;4;2;61 (91%);0;0 (0);15 (11);0;0;0;;;;;EVE
EVE X WAT 2015-08-08;Allan Nyom;watford;A. Nyom;128637;False;Watford;24;;;5;13 (61%);12 (9);90';D;7.1;0;0;0;2 (1);5;0;3;;13 (61%);0;3 (0);6 (0);0;2;1;;;;;WAT
EVE X WAT 2015-08-08;Troy Deeney;watford;T. Deeney;22109;False;Watford;24;;1;0;23 (63%);24 (9);90';F;7.1;1;0;2;3 (1);2;0;0;;23 (63%);1;0 (0);1 (1);2;1;1;;;;;WAT
EVE X WAT 2015-08-08;Ikechi Anya;watford;I. Anya;20364;False;Watford;24;;;0;26 (81%);3 (3);90';M;7.1;0;1;1;2 (2);2;0;3;;26 (81%);1;2 (0);0 (0);0;0;0;;;;;WAT
EVE X WAT 2015-08-08;Sebastian Prödl;watford;S. Prödl;15038;False;Watford;24;;;2;8 (57%);12 (8);90';D;7.1;0;0;0;0 (0);9;0;6;;8 (57%);0;0 (0);4 (1);0;1;2;;;;;WAT
EVE X WAT 2015-08-08;José Jurado;watford;J. Jurado;13990;False;Watford;24;;;4;16 (57%);11 (4);74';F;6.8;0;1;0;0 (0);0;0;0;2;16 (57%);2;2 (1);5 (1);2;0;3;;;;;WAT
EVE X WAT 2015-08-08;Romelu Lukaku;everton;R. Lukaku;78893;False;Everton;48;;1;0;13 (54%);18 (7);89';F;6.7;1;1;0;0 (0);0;0;0;;13 (54%);1;1 (0);0 (0);1;2;1;;;;;EVE
EVE X WAT 2015-08-08;Heurelho Gomes;watford;Gomes;2490;False;Watford;24;;;0;10 (40%);4 (4);90';G;6.7;0;0;0;0 (0);3;0;1;;10 (40%);0;0 (0);25 (10);0;0;0;3;3;1 (1);2;WAT
EVE X WAT 2015-08-08;Tim Howard;everton;T. Howard;744;False;Everton;48;;;0;13 (65%);0 (0);90';G;6.7;0;0;0;0 (0);0;0;0;;13 (65%);0;0 (0);13 (7);0;0;0;3;0;1 (1);1;EVE
EVE X WAT 2015-08-08;Brendon Galloway;everton;B. Galloway;198030;False;Everton;48;;;0;31 (91%);4 (2);63';D;6.6;0;0;0;0 (0);6;0;0;;31 (91%);0;1 (0);4 (4);1;2;0;;;;;EVE
EVE X WAT 2015-08-08;Séamus Coleman;everton;S. Coleman;76632;False;Everton;48;;;1;44 (84%);9 (6);90';D;6.6;0;0;0;4 (3);1;0;2;;44 (84%);1;9 (1);6 (3);1;2;1;;;;;EVE
EVE X WAT 2015-08-08;Juan Carlos Paredes;watford;J. C. Paredes;47668;False;Watford;24;;;0;3 (50%);3 (2);31';M;6.6;0;0;0;1 (1);2;0;2;;3 (50%);0;0 (0);1 (0);0;1;1;;;;;WAT
EVE X WAT 2015-08-08;Valon Behrami;watford;V. Behrami;11654;False;Watford;24;;;6;19 (95%);11 (6);79';M;6.6;0;0;0;1 (0);1;2;3;1;19 (95%);0;0 (0);0 (0);0;0;2;;;;;WAT
EVE X WAT 2015-08-08;Ben Watson;watford;B. Watson;642;False;Watford;24;;;0;7 (87%);0 (0);11';M;6.6;0;0;0;0 (0);0;0;0;;7 (87%);1;0 (0);1 (1);0;0;0;;;;;WAT
EVE X WAT 2015-08-08;Tom Cleverley;everton;T. Cleverley;46432;False;Everton;48;;;1;40 (83%);7 (1);90';M;6.4;0;0;0;1 (0);1;0;1;2;40 (83%);3;3 (1);5 (2);1;0;0;;;;;EVE
EVE X WAT 2015-08-08;James McCarthy;everton;J. McCarthy;39283;False;Everton;48;;;1;59 (80%);8 (3);90';M;6.3;0;0;0;1 (1);1;0;0;3;59 (80%);0;1 (0);8 (6);1;1;1;;;;;EVE
EVE X WAT 2015-08-08;Phil Jagielka;everton;P. Jagielka;10507;False;Everton;48;;;0;58 (80%);15 (9);90';D;6.2;0;0;0;1 (0);8;1;0;1;58 (80%);0;0 (0);27 (18);2;1;0;;;;;EVE
EVE X WAT 2015-08-08;Kevin Mirallas;everton;K. Mirallas;3593;False;Everton;48;;;3;24 (80%);14 (5);77';M;6.2;0;0;1;0 (0);0;0;0;;24 (80%);1;10 (2);1 (0);6;1;0;;;;;EVE
EVE X WAT 2015-08-08;Bryan Oviedo;everton;B. Oviedo;109064;False;Everton;48;;;0;6 (75%);6 (1);13';D;5.8;0;0;0;2 (0);0;0;0;1;6 (75%);0;2 (1);0 (0);0;1;2;;;;;EVE
EVE X WAT 2015-08-08;Steven Naismith;everton;S. Naismith;9257;False;Everton;48;;;1;1 (100%);1 (1);1';F;–;0;0;0;0 (0);0;0;0;;1 (100%);0;0 (0);1 (1);0;0;0;;;;;EVE
LEI X SUN 2015-08-08;Riyad Mahrez;leicester-city;R. Mahrez;158213;False;Leicester City;31;2;;0;20 (80%);9 (7);77';M;10;3;2;1;4 (3);1;0;1;;20 (80%);4;5 (4);3 (1);1;4;0;;;;;LEI
LEI X SUN 2015-08-08;Marc Albrighton;leicester-city;M. Albrighton;47737;False;Leicester City;31;1;2;2;23 (65%);10 (5);90';M;8.9;1;1;0;1 (0);0;0;2;1;23 (65%);6;9 (4);8 (2);0;3;1;;;;;LEI
LEI X SUN 2015-08-08;Adam Johnson;sunderland;A. Johnson;834;False;Sunderland;41;;1;0;38 (82%);9 (6);90';M;7.9;0;1;0;3 (2);1;0;0;;38 (82%);5;5 (3);9 (7);2;3;0;;;;;SUN
LEI X SUN 2015-08-08;Danny Drinkwater;leicester-city;D. Drinkwater;54330;False;Leicester City;31;;;3;42 (82%);7 (3);90';M;7.3;1;0;0;0 (0);1;1;0;1;42 (82%);2;1 (0);8 (7);0;0;0;;;;;LEI
LEI X SUN 2015-08-08;Jamie Vardy;leicester-city;J. Vardy;173827;False;Leicester City;31;1;;0;14 (70%);18 (7);82';F;7.2;3;2;0;4 (1);0;0;0;;14 (70%);3;3 (1);0 (0);1;2;3;;;;;LEI
LEI X SUN 2015-08-08;Jermain Defoe;sunderland;J. Defoe;946;False;Sunderland;41;1;;0;14 (73%);8 (3);90';F;7.2;2;0;1;1 (0);0;0;0;;14 (73%);1;1 (0);0 (0);1;2;1;;;;;SUN
LEI X SUN 2015-08-08;Steven Fletcher;sunderland;S. Fletcher;9216;False;Sunderland;41;1;;1;10 (55%);12 (7);60';M;7.1;1;2;0;0 (0);1;0;1;;10 (55%);0;3 (0);1 (0);2;1;1;;;;;SUN
LEI X SUN 2015-08-08;Sebastian Larsson;sunderland;S. Larsson;524;False;Sunderland;41;;;2;34 (85%);7 (6);90';M;7.1;0;0;1;1 (1);0;0;1;;34 (85%);1;4 (2);4 (2);0;1;0;;;;;SUN
LEI X SUN 2015-08-08;Adam Matthews;sunderland;A. Matthews;50826;False;Sunderland;41;;;2;11 (84%);4 (3);36';D;6.9;0;0;0;1 (1);1;0;0;;11 (84%);1;2 (1);0 (0);1;0;0;;;;;SUN
LEI X SUN 2015-08-08;Shinji Okazaki;leicester-city;S. Okazaki;19303;False;Leicester City;31;;;2;22 (88%);26 (11);90';F;6.9;0;0;2;2 (1);0;0;2;1;22 (88%);2;0 (0);0 (0);7;4;1;;;;;LEI
LEI X SUN 2015-08-08;Andy King;leicester-city;A. King;30530;False;Leicester City;31;;;2;30 (78%);10 (5);90';M;6.8;0;2;0;0 (0);3;0;4;;30 (78%);0;0 (0);6 (4);1;0;2;;;;;LEI
LEI X SUN 2015-08-08;Ritchie De Laet;leicester-city;R. D. Laet;30420;False;Leicester City;31;;;5;15 (65%);6 (5);75';D;6.8;0;0;0;0 (0);2;1;1;;15 (65%);0;1 (0);7 (2);0;0;0;;;;;LEI
LEI X SUN 2015-08-08;Jeffrey Schlupp;leicester-city;J. Schlupp;148710;False;Leicester City;31;;;2;22 (71%);7 (5);90';D;6.7;0;1;0;2 (1);1;0;2;;22 (71%);0;3 (0);7 (2);0;2;1;;;;;LEI
LEI X SUN 2015-08-08;Costel Pantilimon;sunderland;C. Pantilimon;42256;False;Sunderland;41;;;0;19 (76%);0 (0);90';G;6.7;0;0;0;0 (0);1;0;0;;19 (76%);0;0 (0);15 (9);0;0;0;4;0;4 (4);3;SUN
LEI X SUN 2015-08-08;Yohan Benalouane;leicester-city;Y. Benalouane;21515;False;Leicester City;31;;;0;1 (33%);3 (1);15';D;6.7;0;0;0;0 (0);2;0;2;;1 (33%);0;0 (0);1 (0);0;0;1;;;;;LEI
LEI X SUN 2015-08-08;Wes Morgan;leicester-city;W. Morgan;20375;False;Leicester City;31;;;1;25 (80%);9 (3);90';D;6.6;0;0;1;0 (0);4;0;2;;25 (80%);0;0 (0);3 (1);0;0;3;;;;;LEI
LEI X SUN 2015-08-08;Christian Fuchs;leicester-city;C. Fuchs;1262;False;Leicester City;31;;;1;6 (85%);2 (1);13';D;6.6;0;0;0;0 (0);0;0;0;;6 (85%);0;1 (0);0 (0);0;0;1;;;;;LEI
LEI X SUN 2015-08-08;N'Golo Kanté;leicester-city;N. Kanté;234148;False;Leicester City;31;;;0;5 (100%);2 (0);8';M;6.5;0;0;0;0 (0);0;0;2;2;5 (100%);1;0 (0);0 (0);0;0;0;;;;;LEI
LEI X SUN 2015-08-08;Kasper Schmeichel;leicester-city;K. Schmeichel;1076;False;Leicester City;31;;;0;9 (32%);0 (0);90';G;6.5;0;0;0;0 (0);0;0;0;;9 (32%);0;0 (0);25 (6);0;0;0;3;0;0 (0);1;LEI
LEI X SUN 2015-08-08;Jack Rodwell;sunderland;J. Rodwell;32002;False;Sunderland;41;;;3;47 (82%);9 (4);90';M;6.4;1;0;0;0 (0);1;0;0;2;47 (82%);1;1 (0);4 (2);1;0;2;;;;;SUN
LEI X SUN 2015-08-08;Billy Jones;sunderland;B. Jones;27338;False;Sunderland;41;;;1;18 (66%);8 (3);54';D;6.1;0;0;0;0 (0);1;0;2;;18 (66%);0;0 (0);3 (1);0;0;4;;;;;SUN
LEI X SUN 2015-08-08;Jeremain Lens;sunderland;J. Lens;18115;False;Sunderland;41;;1;1;11 (61%);14 (7);90';M;6.1;0;1;0;3 (1);0;0;0;;11 (61%);1;3 (0);1 (0);4;3;0;;;;;SUN
LEI X SUN 2015-08-08;Robert Huth;leicester-city;R. Huth;1203;False;Leicester City;31;;;1;16 (80%);8 (4);90';D;6.1;0;0;0;0 (0);7;0;0;;16 (80%);0;0 (0);1 (1);2;1;0;;;;;LEI
LEI X SUN 2015-08-08;Younès Kaboul;sunderland;Y. Kaboul;1018;False;Sunderland;41;;;3;51 (73%);16 (11);90';D;6.1;1;0;0;0 (0);4;2;1;;51 (73%);0;1 (0);14 (8);1;1;1;;;;;SUN
LEI X SUN 2015-08-08;Patrick van Aanholt;sunderland;P. v. Aanholt;74577;False;Sunderland;41;;;4;33 (89%);11 (4);90';D;5.9;0;0;0;1 (0);2;1;3;2;33 (89%);0;0 (0);2 (1);2;0;2;;;;;SUN
LEI X SUN 2015-08-08;Lee Cattermole;sunderland;L. Cattermole;14210;False;Sunderland;41;;;0;15 (78%);3 (0);30';M;5.6;0;0;0;0 (0);0;0;0;;15 (78%);0;0 (0);1 (0);0;0;1;;;;;SUN
LEI X SUN 2015-08-08;Sebastián Coates;sunderland;S. Coates;47443;False;Sunderland;41;;;2;46 (85%);16 (6);90';D;5.5;0;0;0;0 (0);2;1;3;2;46 (85%);0;0 (0);9 (2);0;1;5;;;;;SUN
